Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 5.08238e+07
 100000 1.98727e+08
 150000 4.37207e+08
 200000 7.60201e+08
 250000 1.16206e+09
 300000 1.6375e+09
 350000 2.18162e+09
 400000 2.78984e+09
 450000 3.45787e+09
 500000 4.18173e+09
 550000 4.9577e+09
 600000 5.78229e+09
 650000 6.65228e+09
 700000 7.56462e+09
 750000 8.5165e+09
 800000 9.50528e+09
 850000 1.05285e+10
 900000 1.15839e+10
 950000 1.26692e+10
 1e+06 1.37826e+10
 1e+06 1.37835e+10
 2e+06 3.97902e+10
 3e+06 6.8881e+10
 4e+06 9.87479e+10
 5e+06 1.28804e+11
 6e+06 1.58926e+11
 7e+06 1.89068e+11
 8e+06 2.19211e+11
 9e+06 2.49344e+11
 1e+07 2.79474e+11
 1.1e+07 3.09597e+11
 1.2e+07 3.39697e+11
 1.3e+07 3.69767e+11
 1.4e+07 3.99817e+11
 1.5e+07 4.29861e+11
 1.6e+07 4.59898e+11
 1.7e+07 4.89942e+11
 1.8e+07 5.19994e+11
 1.9e+07 5.50049e+11
 2e+07 5.80086e+11
 2e+07 5.80027e+11
 4e+07 1.17944e+12
 6e+07 1.77464e+12
 8e+07 2.36788e+12
 1e+08 2.95725e+12
 1.2e+08 3.54379e+12
 1.4e+08 4.12608e+12
 1.6e+08 4.71027e+12
 1.8e+08 5.29694e+12
 2e+08 5.88801e+12
 2.2e+08 6.48007e+12
 2.4e+08 7.06737e+12
 2.6e+08 7.6562e+12
 2.8e+08 8.2394e+12
 3e+08 8.82387e+12
 3.2e+08 9.40694e+12
 3.4e+08 9.98334e+12
 3.6e+08 1.05629e+13
 3.8e+08 1.11437e+13
 4e+08 1.17189e+13
 4e+08 1.17649e+13
 8e+08 2.30843e+13
