Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 3.2745e-16
 100000 8.02973e-16
 150000 1.33086e-15
 200000 1.9095e-15
 250000 2.53781e-15
 300000 3.21087e-15
 350000 3.92593e-15
 400000 4.68508e-15
 450000 5.49115e-15
 500000 6.34052e-15
 550000 7.2375e-15
 600000 8.18278e-15
 650000 9.17547e-15
 700000 1.02195e-14
 750000 1.13135e-14
 800000 1.24557e-14
 850000 1.36449e-14
 900000 1.48795e-14
 950000 1.6165e-14
 1e+06 1.7499e-14
 1e+06 1.76829e-14
 2e+06 5.49088e-14
 3e+06 1.10937e-13
 4e+06 1.86473e-13
 5e+06 2.81244e-13
 6e+06 3.94441e-13
 7e+06 5.27047e-13
 8e+06 6.79496e-13
 9e+06 8.51395e-13
 1e+07 1.04288e-12
 1.1e+07 1.25378e-12
 1.2e+07 1.4837e-12
 1.3e+07 1.73261e-12
 1.4e+07 2.00062e-12
 1.5e+07 2.28762e-12
 1.6e+07 2.59363e-12
 1.7e+07 2.9186e-12
 1.8e+07 3.26183e-12
 1.9e+07 3.62494e-12
 2e+07 4.007e-12
 2e+07 3.99776e-12
 4e+07 1.55548e-11
 6e+07 3.46342e-11
 8e+07 6.12396e-11
 1e+08 9.55021e-11
 1.2e+08 1.37788e-10
 1.4e+08 1.88052e-10
 1.6e+08 2.46311e-10
 1.8e+08 3.13308e-10
 2e+08 3.89079e-10
 2.2e+08 4.73284e-10
 2.4e+08 5.65819e-10
 2.6e+08 6.66961e-10
 2.8e+08 7.7641e-10
 3e+08 8.93597e-10
 3.2e+08 1.02007e-09
 3.4e+08 1.15498e-09
 3.6e+08 1.29834e-09
 3.8e+08 1.44973e-09
 4e+08 1.61061e-09
 4e+08 1.32168e-09
 8e+08 4.83794e-09
