Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 968.682 949.437 928.715 948.945
 100000 3793.63 3716.33 3633.12 3714.36
 150000 8371.03 8195.44 8006.86 8191.11
 200000 14602.7 14286.9 13949.2 14279.6
 250000 22395.2 21894.7 21365.8 21885.2
 300000 31660.7 30928.8 30167.2 30918.9
 350000 42316.5 41303.6 40269.1 41296.4
 400000 54284.1 52937.7 51592 52937.9
 450000 67489.2 65755.2 64058.6 65767.7
 500000 81863 79684.3 77597.9 79715.1
 500000 81918 79873.9 77643.8 79811.9
 1e+06 276996 267058 259112 267722
 1.5e+06 535749 511164 495900 514271
 2e+06 829606 786132 762350 792696
 2.5e+06 1.14319e+06 1.07928e+06 1.04652e+06 1.08967e+06
 3e+06 1.47058e+06 1.38294e+06 1.34243e+06 1.39865e+06
 3.5e+06 1.80901e+06 1.68997e+06 1.64977e+06 1.71625e+06
 4e+06 2.1561e+06 1.99542e+06 1.97098e+06 2.04083e+06
 4.5e+06 2.50835e+06 2.29501e+06 2.30589e+06 2.36975e+06
 5e+06 2.86424e+06 2.58798e+06 2.65333e+06 2.70185e+06
 5e+06 2.79841e+06 2.66287e+06 2.60186e+06 2.68771e+06
 1e+07 6.15612e+06 5.284e+06 6.39576e+06 5.94529e+06
 1.5e+07 9.6473e+06 7.56841e+06 9.94842e+06 9.05471e+06
 2e+07 1.27763e+07 9.73417e+06 1.35386e+07 1.20164e+07
 2.5e+07 1.47056e+07 1.15864e+07 1.73805e+07 1.45575e+07
 3e+07 1.6605e+07 1.3639e+07 2.20293e+07 1.74244e+07
 3.5e+07 1.80031e+07 1.55594e+07 2.72051e+07 2.02559e+07
 4e+07 1.90838e+07 1.71161e+07 3.19657e+07 2.27218e+07
 4.5e+07 2.05699e+07 1.89701e+07 3.68537e+07 2.54646e+07
 5e+07 2.30202e+07 2.07231e+07 4.22777e+07 2.86737e+07
 5e+07 2.60242e+07 1.5464e+07 4.16645e+07 2.77176e+07
 1e+08 4.5481e+07 3.69165e+07 1.10652e+08 6.43498e+07
 1.5e+08 6.87258e+07 5.77121e+07 1.97217e+08 1.07885e+08
 2e+08 9.96245e+07 7.36477e+07 3.31264e+08 1.68179e+08
 2.5e+08 1.57889e+08 8.66498e+07 4.56569e+08 2.33703e+08
 3e+08 2.0736e+08 1.1933e+08 5.92595e+08 3.06428e+08
 3.5e+08 2.70803e+08 1.68892e+08 7.55114e+08 3.9827e+08
 4e+08 3.32152e+08 2.32624e+08 9.44461e+08 5.03079e+08
 4.5e+08 3.80838e+08 2.96941e+08 1.21968e+09 6.32486e+08
 5e+08 4.28625e+08 3.57265e+08 1.50849e+09 7.64793e+08
 5e+08 2.98679e+08 2.98074e+08 1.6281e+09 7.41616e+08
 1e+09 3.50623e+08 9.50481e+08 4.86213e+09 2.05441e+09
