Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 1.02511e+08
 100000 4.04184e+08
 150000 8.96516e+08
 200000 1.57137e+09
 250000 2.42097e+09
 300000 3.43786e+09
 350000 4.61491e+09
 400000 5.94532e+09
 450000 7.42254e+09
 500000 9.04035e+09
 550000 1.07927e+10
 600000 1.2674e+10
 650000 1.46787e+10
 700000 1.68015e+10
 750000 1.90374e+10
 800000 2.13817e+10
 850000 2.38297e+10
 900000 2.6377e+10
 950000 2.90195e+10
 1e+06 3.1753e+10
 1e+06 3.17514e+10
 2e+06 1.00643e+11
 3e+06 1.85168e+11
 4e+06 2.76267e+11
 5e+06 3.70124e+11
 6e+06 4.65135e+11
 7e+06 5.60614e+11
 8e+06 6.56289e+11
 9e+06 7.52052e+11
 1e+07 8.47828e+11
 1.1e+07 9.43616e+11
 1.2e+07 1.03946e+12
 1.3e+07 1.13536e+12
 1.4e+07 1.2313e+12
 1.5e+07 1.32724e+12
 1.6e+07 1.42314e+12
 1.7e+07 1.51898e+12
 1.8e+07 1.6148e+12
 1.9e+07 1.71058e+12
 2e+07 1.80634e+12
 2e+07 1.8092e+12
 4e+07 3.72016e+12
 6e+07 5.63369e+12
 8e+07 7.55162e+12
 1e+08 9.45735e+12
 1.2e+08 1.13778e+13
 1.4e+08 1.33012e+13
 1.6e+08 1.52284e+13
 1.8e+08 1.7163e+13
 2e+08 1.90944e+13
 2.2e+08 2.10206e+13
 2.4e+08 2.29611e+13
 2.6e+08 2.49008e+13
 2.8e+08 2.68592e+13
 3e+08 2.88209e+13
 3.2e+08 3.07831e+13
 3.4e+08 3.27425e+13
 3.6e+08 3.47185e+13
 3.8e+08 3.66877e+13
 4e+08 3.86687e+13
 4e+08 3.8353e+13
 8e+08 7.84269e+13
