Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 5.99479e-16
 100000 1.56404e-15
 150000 2.67512e-15
 200000 3.91093e-15
 250000 5.27037e-15
 300000 6.74539e-15
 350000 8.33839e-15
 400000 1.00541e-14
 450000 1.18953e-14
 500000 1.38655e-14
 550000 1.59525e-14
 600000 1.81559e-14
 650000 2.04824e-14
 700000 2.29278e-14
 750000 2.54926e-14
 800000 2.81822e-14
 850000 3.09984e-14
 900000 3.393e-14
 950000 3.69766e-14
 1e+06 4.01412e-14
 1e+06 4.03805e-14
 2e+06 1.28366e-13
 3e+06 2.63924e-13
 4e+06 4.47179e-13
 5e+06 6.77813e-13
 6e+06 9.56581e-13
 7e+06 1.28338e-12
 8e+06 1.65791e-12
 9e+06 2.08045e-12
 1e+07 2.55199e-12
 1.1e+07 3.07123e-12
 1.2e+07 3.63792e-12
 1.3e+07 4.25215e-12
 1.4e+07 4.91495e-12
 1.5e+07 5.62622e-12
 1.6e+07 6.38641e-12
 1.7e+07 7.19464e-12
 1.8e+07 8.05194e-12
 1.9e+07 8.95751e-12
 2e+07 9.91084e-12
 2e+07 9.83851e-12
 4e+07 3.89288e-11
 6e+07 8.77634e-11
 8e+07 1.56147e-10
 1e+08 2.44664e-10
 1.2e+08 3.5375e-10
 1.4e+08 4.83276e-10
 1.6e+08 6.32742e-10
 1.8e+08 8.02681e-10
 2e+08 9.94174e-10
 2.2e+08 1.20671e-09
 2.4e+08 1.44063e-09
 2.6e+08 1.69547e-09
 2.8e+08 1.97091e-09
 3e+08 2.26765e-09
 3.2e+08 2.58316e-09
 3.4e+08 2.91987e-09
 3.6e+08 3.27669e-09
 3.8e+08 3.6566e-09
 4e+08 4.05812e-09
 4e+08 3.537e-09
 8e+08 1.26245e-08
