Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 3735.64 3638.76 3496.18 3623.53
 100000 14737.7 14343.3 13781.3 14287.4
 150000 32739.2 31831.9 30591.5 31720.9
 200000 57483.7 55833.8 53673 55663.5
 250000 88725.1 86088.1 82789.3 85867.5
 300000 126225 122348 117714 122096
 350000 169751 164380 158230 164120
 400000 219074 211960 204127 211720
 450000 273977 264872 255204 264684
 500000 334248 322904 311267 322806
 500000 334462 323511 311933 323302
 1e+06 1.19084e+06 1.14205e+06 1.11091e+06 1.14793e+06
 1.5e+06 2.40645e+06 2.28733e+06 2.248e+06 2.31393e+06
 2e+06 3.87791e+06 3.65816e+06 3.62206e+06 3.71938e+06
 2.5e+06 5.53632e+06 5.18706e+06 5.15868e+06 5.29402e+06
 3e+06 7.34026e+06 6.82467e+06 6.80267e+06 6.9892e+06
 3.5e+06 9.25483e+06 8.53977e+06 8.51804e+06 8.77088e+06
 4e+06 1.1249e+07 1.03119e+07 1.02787e+07 1.06132e+07
 4.5e+06 1.32998e+07 1.21164e+07 1.20668e+07 1.24943e+07
 5e+06 1.53918e+07 1.39371e+07 1.38711e+07 1.44e+07
 5e+06 1.50145e+07 1.29183e+07 1.39429e+07 1.39585e+07
 1e+07 3.82549e+07 3.18115e+07 3.35376e+07 3.45347e+07
 1.5e+07 6.42682e+07 5.08177e+07 5.15924e+07 5.55594e+07
 2e+07 9.52471e+07 6.98421e+07 6.82939e+07 7.77944e+07
 2.5e+07 1.28357e+08 8.95379e+07 8.33283e+07 1.00408e+08
 3e+07 1.61386e+08 1.08503e+08 9.87736e+07 1.22887e+08
 3.5e+07 1.95781e+08 1.26909e+08 1.1181e+08 1.44833e+08
 4e+07 2.32541e+08 1.46322e+08 1.23724e+08 1.67529e+08
 4.5e+07 2.67498e+08 1.67057e+08 1.34073e+08 1.89543e+08
 5e+07 3.01469e+08 1.86404e+08 1.45001e+08 2.10958e+08
 5e+07 2.46241e+08 1.45098e+08 1.60783e+08 1.8404e+08
 1e+08 5.86914e+08 4.44869e+08 2.72582e+08 4.34789e+08
 1.5e+08 8.86688e+08 7.91925e+08 2.58179e+08 6.45598e+08
 2e+08 1.07559e+09 1.16616e+09 3.21655e+08 8.54469e+08
 2.5e+08 1.17284e+09 1.55611e+09 3.65187e+08 1.03138e+09
 3e+08 1.16541e+09 1.96523e+09 2.89538e+08 1.14006e+09
 3.5e+08 1.27177e+09 2.30383e+09 2.87628e+08 1.28774e+09
 4e+08 1.14233e+09 2.5358e+09 3.77948e+08 1.35202e+09
 4.5e+08 1.06703e+09 2.72433e+09 2.91893e+08 1.36108e+09
 5e+08 1.0531e+09 2.72788e+09 1.72114e+08 1.3177e+09
 5e+08 9.94238e+08 1.75469e+09 3.58499e+08 1.03581e+09
 1e+09 20288.6 6.83303e+08 8.57518e+07 2.56358e+08
