Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.77921e+07 789711
 100000 1.5053e+08 3.13586e+06
 150000 3.37262e+08 7.0049e+06
 200000 5.97051e+08 1.23653e+07
 250000 9.28968e+08 1.91878e+07
 300000 1.3321e+09 2.74441e+07
 350000 1.80554e+09 3.71065e+07
 400000 2.3484e+09 4.81479e+07
 450000 2.95979e+09 6.05415e+07
 500000 3.63885e+09 7.42614e+07
 550000 4.38471e+09 8.92824e+07
 600000 5.19653e+09 1.0558e+08
 650000 6.07346e+09 1.23131e+08
 700000 7.01469e+09 1.41911e+08
 750000 8.01939e+09 1.61898e+08
 800000 9.08677e+09 1.83069e+08
 850000 1.0216e+10 2.05402e+08
 900000 1.14064e+10 2.28876e+08
 950000 1.26571e+10 2.5347e+08
 1e+06 1.39673e+10 2.79161e+08
 1e+06 1.39698e+10 2.7876e+08
 2e+06 5.15879e+10 9.9441e+08
 3e+06 1.07535e+11 2.01458e+09
 4e+06 1.77705e+11 3.2514e+09
 5e+06 2.58921e+11 4.64482e+09
 6e+06 3.48726e+11 6.15239e+09
 7e+06 4.45205e+11 7.74229e+09
 8e+06 5.46842e+11 9.38907e+09
 9e+06 6.5246e+11 1.10746e+10
 1e+07 7.61149e+11 1.27919e+10
 1.1e+07 8.72202e+11 1.45364e+10
 1.2e+07 9.85068e+11 1.63015e+10
 1.3e+07 1.09932e+12 1.80818e+10
 1.4e+07 1.21464e+12 1.98759e+10
 1.5e+07 1.3308e+12 2.16836e+10
 1.6e+07 1.44765e+12 2.35053e+10
 1.7e+07 1.56506e+12 2.53413e+10
 1.8e+07 1.68291e+12 2.71912e+10
 1.9e+07 1.80106e+12 2.90512e+10
 2e+07 1.91944e+12 3.09182e+10
 2e+07 1.925e+12 3.08265e+10
 4e+07 4.30339e+12 7.01046e+10
 6e+07 6.68532e+12 1.09029e+11
 8e+07 9.02283e+12 1.43301e+11
 1e+08 1.13145e+13 1.79098e+11
 1.2e+08 1.35912e+13 2.15353e+11
 1.4e+08 1.58838e+13 2.57008e+11
 1.6e+08 1.81744e+13 3.03808e+11
 1.8e+08 2.04829e+13 3.53982e+11
 2e+08 2.27861e+13 4.0971e+11
 2.2e+08 2.50937e+13 4.69714e+11
 2.4e+08 2.73108e+13 5.32831e+11
 2.6e+08 2.95037e+13 5.96774e+11
 2.8e+08 3.16516e+13 6.61715e+11
 3e+08 3.38141e+13 7.22706e+11
 3.2e+08 3.59444e+13 7.89038e+11
 3.4e+08 3.80481e+13 8.52951e+11
 3.6e+08 4.01299e+13 9.14053e+11
 3.8e+08 4.21774e+13 9.73385e+11
 4e+08 4.41775e+13 1.0402e+12
 4e+08 4.58372e+13 9.35619e+11
 8e+08 8.53272e+13 1.97306e+12
