Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 95147 82563.1 92417.8 90042.6
 100000 378956 328643 368092 358564
 150000 849232 736048 824907 803396
 200000 1.50378e+06 1.3026e+06 1.46076e+06 1.42238e+06
 250000 2.34041e+06 2.02618e+06 2.27356e+06 2.21338e+06
 300000 3.35697e+06 2.90469e+06 3.2612e+06 3.17429e+06
 350000 4.55133e+06 3.93602e+06 4.42165e+06 4.303e+06
 400000 5.92136e+06 5.11816e+06 5.75283e+06 5.59745e+06
 450000 7.46494e+06 6.44912e+06 7.25272e+06 7.05559e+06
 500000 9.17999e+06 7.92693e+06 8.91926e+06 8.67539e+06
 500000 9.17885e+06 7.93278e+06 8.91609e+06 8.67591e+06
 1e+06 3.53171e+07 3.03752e+07 3.43097e+07 3.3334e+07
 1.5e+06 7.64909e+07 6.54533e+07 7.43213e+07 7.20885e+07
 2e+06 1.3093e+08 1.11661e+08 1.27338e+08 1.23309e+08
 2.5e+06 1.97006e+08 1.67703e+08 1.92025e+08 1.85578e+08
 3e+06 2.73224e+08 2.32458e+08 2.67207e+08 2.5763e+08
 3.5e+06 3.583e+08 3.04984e+08 3.51807e+08 3.38364e+08
 4e+06 4.51098e+08 3.84422e+08 4.44805e+08 4.26775e+08
 4.5e+06 5.50671e+08 4.69955e+08 5.4521e+08 5.21945e+08
 5e+06 6.56193e+08 5.60806e+08 6.52051e+08 6.23017e+08
 5e+06 6.63914e+08 5.63496e+08 6.44903e+08 6.24104e+08
 1e+07 1.92079e+09 1.66625e+09 1.94628e+09 1.84444e+09
 1.5e+07 3.30325e+09 2.9381e+09 3.5144e+09 3.25192e+09
 2e+07 4.73625e+09 4.272e+09 5.23352e+09 4.74726e+09
 2.5e+07 6.07752e+09 5.65104e+09 7.01487e+09 6.24781e+09
 3e+07 7.39827e+09 7.06115e+09 9.00769e+09 7.82237e+09
 3.5e+07 8.73874e+09 8.41275e+09 1.12468e+10 9.46609e+09
 4e+07 9.95496e+09 9.70261e+09 1.36241e+10 1.10939e+10
 4.5e+07 1.10521e+10 1.08593e+10 1.59994e+10 1.26369e+10
 5e+07 1.19939e+10 1.196e+10 1.83305e+10 1.40948e+10
 5e+07 1.30845e+10 9.58723e+09 1.51961e+10 1.26226e+10
 1e+08 2.12952e+10 2.19992e+10 3.62449e+10 2.65131e+10
 1.5e+08 2.24005e+10 2.89103e+10 5.92699e+10 3.68602e+10
 2e+08 2.67686e+10 3.2751e+10 8.2008e+10 4.71759e+10
 2.5e+08 3.36399e+10 3.97417e+10 9.16647e+10 5.50154e+10
 3e+08 4.70517e+10 5.12407e+10 1.09431e+11 6.9241e+10
 3.5e+08 5.90879e+10 6.55728e+10 1.41634e+11 8.8765e+10
 4e+08 7.05813e+10 6.85604e+10 1.88966e+11 1.09369e+11
 4.5e+08 7.1055e+10 8.49251e+10 2.44452e+11 1.33477e+11
 5e+08 7.26987e+10 1.03468e+11 3.04062e+11 1.60076e+11
 5e+08 6.7924e+10 6.12227e+10 1.46767e+11 9.19711e+10
 1e+09 1.83709e+11 2.43769e+11 4.5992e+11 2.95799e+11
