Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 823059 -823059 823059
 100000 3.27893e+06 -3.27893e+06 3.27893e+06
 150000 7.34801e+06 -7.34801e+06 7.34801e+06
 200000 1.3011e+07 -1.3011e+07 1.3011e+07
 250000 2.0249e+07 -2.0249e+07 2.0249e+07
 300000 2.90432e+07 -2.90432e+07 2.90432e+07
 350000 3.93755e+07 -3.93755e+07 3.93755e+07
 400000 5.1228e+07 -5.1228e+07 5.1228e+07
 450000 6.45831e+07 -6.45831e+07 6.45831e+07
 500000 7.94236e+07 -7.94236e+07 7.94236e+07
 550000 9.57321e+07 -9.57321e+07 9.57321e+07
 600000 1.13492e+08 -1.13492e+08 1.13492e+08
 650000 1.32686e+08 -1.32686e+08 1.32686e+08
 700000 1.53298e+08 -1.53298e+08 1.53298e+08
 750000 1.75312e+08 -1.75312e+08 1.75312e+08
 800000 1.98712e+08 -1.98712e+08 1.98712e+08
 850000 2.23483e+08 -2.23483e+08 2.23483e+08
 900000 2.49609e+08 -2.49609e+08 2.49609e+08
 950000 2.77073e+08 -2.77073e+08 2.77073e+08
 1e+06 3.0586e+08 -3.0586e+08 3.0586e+08
 1e+06 3.05506e+08 -3.05506e+08 3.05506e+08
 2e+06 1.13569e+09 -1.13569e+09 1.13569e+09
 3e+06 2.3801e+09 -2.3801e+09 2.3801e+09
 4e+06 3.9491e+09 -3.9491e+09 3.9491e+09
 5e+06 5.76578e+09 -5.76578e+09 5.76578e+09
 6e+06 7.76878e+09 -7.76878e+09 7.76878e+09
 7e+06 9.91207e+09 -9.91207e+09 9.91207e+09
 8e+06 1.2163e+10 -1.2163e+10 1.2163e+10
 9e+06 1.44947e+10 -1.44947e+10 1.44947e+10
 1e+07 1.68876e+10 -1.68876e+10 1.68876e+10
 1.1e+07 1.9329e+10 -1.9329e+10 1.9329e+10
 1.2e+07 2.18014e+10 -2.18014e+10 2.18014e+10
 1.3e+07 2.42912e+10 -2.42912e+10 2.42912e+10
 1.4e+07 2.67936e+10 -2.67936e+10 2.67936e+10
 1.5e+07 2.93118e+10 -2.93118e+10 2.93118e+10
 1.6e+07 3.18498e+10 -3.18498e+10 3.18498e+10
 1.7e+07 3.44083e+10 -3.44083e+10 3.44083e+10
 1.8e+07 3.69899e+10 -3.69899e+10 3.69899e+10
 1.9e+07 3.95935e+10 -3.95935e+10 3.95935e+10
 2e+07 4.22119e+10 -4.22119e+10 4.22119e+10
 2e+07 4.12865e+10 -4.12865e+10 4.12865e+10
 4e+07 9.54763e+10 -9.54763e+10 9.54763e+10
 6e+07 1.52576e+11 -1.52576e+11 1.52576e+11
 8e+07 1.96857e+11 -1.96857e+11 1.96857e+11
 1e+08 2.32049e+11 -2.32049e+11 2.32049e+11
 1.2e+08 2.69293e+11 -2.69293e+11 2.69293e+11
 1.4e+08 3.19434e+11 -3.19434e+11 3.19434e+11
 1.6e+08 3.86614e+11 -3.86614e+11 3.86614e+11
 1.8e+08 4.51257e+11 -4.51257e+11 4.51257e+11
 2e+08 5.26739e+11 -5.26739e+11 5.26739e+11
 2.2e+08 6.02425e+11 -6.02425e+11 6.02425e+11
 2.4e+08 6.84398e+11 -6.84398e+11 6.84398e+11
 2.6e+08 7.58501e+11 -7.58501e+11 7.58501e+11
 2.8e+08 8.25845e+11 -8.25845e+11 8.25845e+11
 3e+08 8.80791e+11 -8.80791e+11 8.80791e+11
 3.2e+08 9.40187e+11 -9.40187e+11 9.40187e+11
 3.4e+08 9.87386e+11 -9.87386e+11 9.87386e+11
 3.6e+08 1.03432e+12 -1.03432e+12 1.03432e+12
 3.8e+08 1.09307e+12 -1.09307e+12 1.09307e+12
 4e+08 1.15255e+12 -1.15255e+12 1.15255e+12
 4e+08 8.78447e+11 -8.78447e+11 8.78447e+11
 8e+08 2.02778e+12 -2.02778e+12 2.02778e+12
