Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.84216e-15
 100000 4.88997e-15
 150000 8.50678e-15
 200000 1.25457e-14
 250000 1.69609e-14
 300000 2.17256e-14
 350000 2.68007e-14
 400000 3.21805e-14
 450000 3.78667e-14
 500000 4.38693e-14
 550000 5.0191e-14
 600000 5.68138e-14
 650000 6.37387e-14
 700000 7.09656e-14
 750000 7.85029e-14
 800000 8.63403e-14
 850000 9.44852e-14
 900000 1.02949e-13
 950000 1.11725e-13
 1e+06 1.20833e-13
 1e+06 1.20872e-13
 2e+06 3.71002e-13
 3e+06 7.46947e-13
 4e+06 1.25162e-12
 5e+06 1.88369e-12
 6e+06 2.64277e-12
 7e+06 3.52704e-12
 8e+06 4.53734e-12
 9e+06 5.67341e-12
 1e+07 6.93622e-12
 1.1e+07 8.32639e-12
 1.2e+07 9.84048e-12
 1.3e+07 1.14787e-11
 1.4e+07 1.32436e-11
 1.5e+07 1.5132e-11
 1.6e+07 1.71474e-11
 1.7e+07 1.92878e-11
 1.8e+07 2.15522e-11
 1.9e+07 2.3944e-11
 2e+07 2.64638e-11
 2e+07 2.63741e-11
 4e+07 1.02952e-10
 6e+07 2.29394e-10
 8e+07 4.04826e-10
 1e+08 6.2885e-10
 1.2e+08 9.02554e-10
 1.4e+08 1.22459e-09
 1.6e+08 1.59435e-09
 1.8e+08 2.01295e-09
 2e+08 2.47891e-09
 2.2e+08 2.99319e-09
 2.4e+08 3.55786e-09
 2.6e+08 4.17173e-09
 2.8e+08 4.83306e-09
 3e+08 5.53971e-09
 3.2e+08 6.29291e-09
 3.4e+08 7.09253e-09
 3.6e+08 7.93604e-09
 3.8e+08 8.82783e-09
 4e+08 9.76773e-09
 4e+08 9.80461e-09
 8e+08 3.82008e-08
 1.2e+09 8.29242e-08
 1.6e+09 1.44774e-07
 2e+09 2.24795e-07
