Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 71451 69566 81936.9 74318
 100000 284344 276809 326321 295825
 150000 636696 619742 731241 662560
 200000 1.12651e+06 1.09638e+06 1.2948e+06 1.17257e+06
 250000 1.75181e+06 1.70474e+06 2.01511e+06 1.82389e+06
 300000 2.51064e+06 2.44284e+06 2.89033e+06 2.6146e+06
 350000 3.40109e+06 3.30874e+06 3.91862e+06 3.54282e+06
 400000 4.42127e+06 4.30056e+06 5.0982e+06 4.60668e+06
 450000 5.5694e+06 5.41644e+06 6.42729e+06 5.80437e+06
 500000 6.84368e+06 6.65458e+06 7.90414e+06 7.13413e+06
 500000 6.84487e+06 6.65397e+06 7.90044e+06 7.13309e+06
 1e+06 2.61582e+07 2.5387e+07 3.04218e+07 2.73223e+07
 1.5e+06 5.63169e+07 5.46025e+07 6.59359e+07 5.89518e+07
 2e+06 9.58692e+07 9.28917e+07 1.1295e+08 1.0057e+08
 2.5e+06 1.43506e+08 1.39013e+08 1.70109e+08 1.50876e+08
 3e+06 1.98062e+08 1.91901e+08 2.36213e+08 2.08725e+08
 3.5e+06 2.58462e+08 2.50635e+08 3.10201e+08 2.73099e+08
 4e+06 3.2375e+08 3.14402e+08 3.91123e+08 3.43092e+08
 4.5e+06 3.9315e+08 3.82478e+08 4.7806e+08 4.17896e+08
 5e+06 4.65975e+08 4.54207e+08 5.70184e+08 4.96789e+08
 5e+06 4.66797e+08 4.51872e+08 5.62824e+08 4.93831e+08
 1e+07 1.30089e+09 1.27628e+09 1.63419e+09 1.40379e+09
 1.5e+07 2.20706e+09 2.16537e+09 2.82968e+09 2.4007e+09
 2e+07 3.13398e+09 3.02734e+09 4.09839e+09 3.4199e+09
 2.5e+07 3.98995e+09 3.85273e+09 5.4552e+09 4.43263e+09
 3e+07 4.78668e+09 4.71192e+09 6.89322e+09 5.46394e+09
 3.5e+07 5.54165e+09 5.63044e+09 8.43109e+09 6.53439e+09
 4e+07 6.26539e+09 6.5901e+09 1.00302e+10 7.62857e+09
 4.5e+07 6.93084e+09 7.53068e+09 1.16492e+10 8.70358e+09
 5e+07 7.62734e+09 8.44532e+09 1.32774e+10 9.78334e+09
 5e+07 9.00153e+09 9.77163e+09 1.19379e+10 1.0237e+10
 1e+08 1.52363e+10 2.29582e+10 2.89981e+10 2.23975e+10
 1.5e+08 1.96217e+10 3.66298e+10 4.0998e+10 3.24165e+10
 2e+08 2.40832e+10 5.36662e+10 5.14445e+10 4.30647e+10
 2.5e+08 2.79602e+10 6.88798e+10 6.09202e+10 5.25867e+10
 3e+08 2.89375e+10 8.24174e+10 7.21519e+10 6.11689e+10
 3.5e+08 3.06271e+10 9.77196e+10 8.71559e+10 7.18342e+10
 4e+08 3.09924e+10 1.10374e+11 9.79163e+10 7.9761e+10
 4.5e+08 3.63974e+10 1.14424e+11 1.09704e+11 8.68417e+10
 5e+08 3.87933e+10 1.15656e+11 1.28332e+11 9.42604e+10
 5e+08 3.38663e+10 8.26686e+10 1.31002e+11 8.25124e+10
 1e+09 2.5027e+10 1.31552e+11 2.49064e+11 1.35214e+11
 1.5e+09 3.95078e+10 1.02533e+11 6.21696e+11 2.54579e+11
 2e+09 1.06215e+11 2.4697e+10 1.1176e+12 4.16171e+11
