Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 4.65898e+08
 100000 1.85503e+09
 150000 4.1547e+09
 200000 7.35236e+09
 250000 1.14357e+10
 300000 1.63924e+10
 350000 2.22106e+10
 400000 2.88784e+10
 450000 3.6384e+10
 500000 4.4716e+10
 550000 5.3863e+10
 600000 6.38138e+10
 650000 7.45573e+10
 700000 8.60827e+10
 750000 9.83791e+10
 800000 1.11436e+11
 850000 1.25243e+11
 900000 1.39789e+11
 950000 1.55065e+11
 1e+06 1.71061e+11
 1e+06 1.71065e+11
 2e+06 6.27785e+11
 3e+06 1.30111e+12
 4e+06 2.13877e+12
 5e+06 3.10121e+12
 6e+06 4.15841e+12
 7e+06 5.28762e+12
 8e+06 6.47154e+12
 9e+06 7.69703e+12
 1e+07 8.95406e+12
 1.1e+07 1.0235e+13
 1.2e+07 1.15342e+13
 1.3e+07 1.28472e+13
 1.4e+07 1.41709e+13
 1.5e+07 1.55028e+13
 1.6e+07 1.68408e+13
 1.7e+07 1.81836e+13
 1.8e+07 1.95301e+13
 1.9e+07 2.08794e+13
 2e+07 2.22309e+13
 2e+07 2.22428e+13
 4e+07 4.93909e+13
 6e+07 7.65914e+13
 8e+07 1.03735e+14
 1e+08 1.30932e+14
 1.2e+08 1.581e+14
 1.4e+08 1.85301e+14
 1.6e+08 2.12404e+14
 1.8e+08 2.39384e+14
 2e+08 2.66376e+14
 2.2e+08 2.93481e+14
 2.4e+08 3.20497e+14
 2.6e+08 3.47543e+14
 2.8e+08 3.74515e+14
 3e+08 4.01571e+14
 3.2e+08 4.286e+14
 3.4e+08 4.5567e+14
 3.6e+08 4.8272e+14
 3.8e+08 5.09812e+14
 4e+08 5.36766e+14
 4e+08 5.36938e+14
 8e+08 1.07374e+15
 1.2e+09 1.60721e+15
 1.6e+09 2.14077e+15
 2e+09 2.67569e+15
