Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.44975e+13 1.4176e+13 1.38151e+13 1.35153e+13 1.37889e+13 1.49275e+13 1.40773e+13 1.41115e+13 4.70513e+08
 100000 5.74895e+13 5.62056e+13 5.47557e+13 5.35393e+13 5.46404e+13 5.9192e+13 5.57906e+13 5.59345e+13 5.81067e+10
 150000 1.28331e+14 1.25435e+14 1.22155e+14 1.19385e+14 1.21872e+14 1.32115e+14 1.24457e+14 1.24797e+14 5.85933e+10
 200000 2.26412e+14 2.21246e+14 2.15376e+14 2.10403e+14 2.14849e+14 2.33043e+14 2.19432e+14 2.20064e+14 5.90848e+10
 250000 3.51147e+14 3.43051e+14 3.33808e+14 3.25987e+14 3.32971e+14 3.61356e+14 3.40105e+14 3.4113e+14 5.97182e+10
 300000 5.01975e+14 4.90297e+14 4.76863e+14 4.65567e+14 4.75681e+14 5.16464e+14 4.85904e+14 4.87427e+14 6.02085e+10
 350000 6.78357e+14 6.62459e+14 6.43984e+14 6.28606e+14 6.42453e+14 6.97812e+14 6.56291e+14 6.58414e+14 6.06993e+10
 400000 8.79771e+14 8.59033e+14 8.34636e+14 8.14595e+14 8.32781e+14 9.0487e+14 8.50749e+14 8.53574e+14 6.12254e+10
 450000 1.10572e+15 1.07954e+15 1.04831e+15 1.02304e+15 1.04617e+15 1.13712e+15 1.06878e+15 1.07241e+15 6.18157e+10
 500000 1.3557e+15 1.3235e+15 1.2845e+15 1.25346e+15 1.28217e+15 1.39409e+15 1.30991e+15 1.31444e+15 6.23233e+10
 550000 1.62926e+15 1.59046e+15 1.54274e+15 1.50539e+15 1.54035e+15 1.67529e+15 1.57368e+15 1.5792e+15 6.27908e+10
