Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 5.24305e+06 -5.24305e+06 5.24305e+06
 100000 2.08973e+07 -2.08973e+07 2.08973e+07
 150000 4.68517e+07 -4.68517e+07 4.68517e+07
 200000 8.29967e+07 -8.29967e+07 8.29967e+07
 250000 1.29225e+08 -1.29225e+08 1.29225e+08
 300000 1.8543e+08 -1.8543e+08 1.8543e+08
 350000 2.51505e+08 -2.51505e+08 2.51505e+08
 400000 3.27347e+08 -3.27347e+08 3.27347e+08
 450000 4.12851e+08 -4.12851e+08 4.12851e+08
 500000 5.07914e+08 -5.07914e+08 5.07914e+08
 550000 6.12435e+08 -6.12435e+08 6.12435e+08
 600000 7.26316e+08 -7.26316e+08 7.26316e+08
 650000 8.49457e+08 -8.49457e+08 8.49457e+08
 700000 9.81762e+08 -9.81762e+08 9.81762e+08
 750000 1.12314e+09 -1.12314e+09 1.12314e+09
 800000 1.27349e+09 -1.27349e+09 1.27349e+09
 850000 1.43272e+09 -1.43272e+09 1.43272e+09
 900000 1.60075e+09 -1.60075e+09 1.60075e+09
 950000 1.77747e+09 -1.77747e+09 1.77747e+09
 1e+06 1.96279e+09 -1.96279e+09 1.96279e+09
 1e+06 1.96343e+09 -1.96343e+09 1.96343e+09
 2e+06 7.34629e+09 -7.34629e+09 7.34629e+09
 3e+06 1.55057e+10 -1.55057e+10 1.55057e+10
 4e+06 2.59305e+10 -2.59305e+10 2.59305e+10
 5e+06 3.82191e+10 -3.82191e+10 3.82191e+10
 6e+06 5.20705e+10 -5.20705e+10 5.20705e+10
 7e+06 6.72472e+10 -6.72472e+10 6.72472e+10
 8e+06 8.35366e+10 -8.35366e+10 8.35366e+10
 9e+06 1.00767e+11 -1.00767e+11 1.00767e+11
 1e+07 1.18801e+11 -1.18801e+11 1.18801e+11
 1.1e+07 1.37511e+11 -1.37511e+11 1.37511e+11
 1.2e+07 1.56794e+11 -1.56794e+11 1.56794e+11
 1.3e+07 1.76558e+11 -1.76558e+11 1.76558e+11
 1.4e+07 1.96719e+11 -1.96719e+11 1.96719e+11
 1.5e+07 2.17212e+11 -2.17212e+11 2.17212e+11
 1.6e+07 2.37976e+11 -2.37976e+11 2.37976e+11
 1.7e+07 2.58978e+11 -2.58978e+11 2.58978e+11
 1.8e+07 2.8017e+11 -2.8017e+11 2.8017e+11
 1.9e+07 3.01515e+11 -3.01515e+11 3.01515e+11
 2e+07 3.22986e+11 -3.22986e+11 3.22986e+11
 2e+07 3.25285e+11 -3.25285e+11 3.25285e+11
 4e+07 7.94483e+11 -7.94483e+11 7.94483e+11
 6e+07 1.25302e+12 -1.25302e+12 1.25302e+12
 8e+07 1.70725e+12 -1.70725e+12 1.70725e+12
 1e+08 2.174e+12 -2.174e+12 2.174e+12
 1.2e+08 2.68826e+12 -2.68826e+12 2.68826e+12
 1.4e+08 3.22951e+12 -3.22951e+12 3.22951e+12
 1.6e+08 3.79715e+12 -3.79715e+12 3.79715e+12
 1.8e+08 4.39362e+12 -4.39362e+12 4.39362e+12
 2e+08 5.09014e+12 -5.09014e+12 5.09014e+12
 2.2e+08 5.84957e+12 -5.84957e+12 5.84957e+12
 2.4e+08 6.60467e+12 -6.60467e+12 6.60467e+12
 2.6e+08 7.32126e+12 -7.32126e+12 7.32126e+12
 2.8e+08 8.00619e+12 -8.00619e+12 8.00619e+12
 3e+08 8.64068e+12 -8.64068e+12 8.64068e+12
 3.2e+08 9.22217e+12 -9.22217e+12 9.22217e+12
 3.4e+08 9.8346e+12 -9.8346e+12 9.8346e+12
 3.6e+08 1.04941e+13 -1.04941e+13 1.04941e+13
 3.8e+08 1.11812e+13 -1.11812e+13 1.11812e+13
 4e+08 1.1811e+13 -1.1811e+13 1.1811e+13
 4e+08 1.15145e+13 -1.15145e+13 1.15145e+13
 8e+08 1.33459e+13 -1.33459e+13 1.33459e+13
 1.2e+09 1.19299e+13 -1.19299e+13 1.19299e+13
 1.6e+09 3.11619e+13 -3.11619e+13 3.11619e+13
 2e+09 4.17626e+13 -4.17626e+13 4.17626e+13
