Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 72682.4 70942.5 77177 73600.6
 100000 289258 282344 307269 292957
 150000 647699 632288 688325 656104
 200000 1.146e+06 1.11886e+06 1.21841e+06 1.16109e+06
 250000 1.78224e+06 1.74021e+06 1.89558e+06 1.80601e+06
 300000 2.55451e+06 2.49455e+06 2.71791e+06 2.58899e+06
 350000 3.46099e+06 3.38009e+06 3.68344e+06 3.50817e+06
 400000 4.49984e+06 4.39509e+06 4.79026e+06 4.56173e+06
 450000 5.66923e+06 5.53779e+06 6.03648e+06 5.74783e+06
 500000 6.96741e+06 6.80648e+06 7.42025e+06 7.06471e+06
 500000 6.96696e+06 6.80487e+06 7.42008e+06 7.06397e+06
 1e+06 2.6662e+07 2.60586e+07 2.84393e+07 2.70533e+07
 1.5e+06 5.74586e+07 5.61826e+07 6.13443e+07 5.83285e+07
 2e+06 9.79789e+07 9.57894e+07 1.04652e+08 9.94736e+07
 2.5e+06 1.47056e+08 1.43689e+08 1.57123e+08 1.49289e+08
 3e+06 2.03592e+08 1.9886e+08 2.17752e+08 2.06735e+08
 3.5e+06 2.66556e+08 2.60415e+08 2.85653e+08 2.70875e+08
 4e+06 3.34977e+08 3.27589e+08 3.60045e+08 3.4087e+08
 4.5e+06 4.07993e+08 3.99707e+08 4.40204e+08 4.15968e+08
 5e+06 4.84827e+08 4.76131e+08 5.25463e+08 4.95474e+08
 5e+06 4.87695e+08 4.83689e+08 5.22456e+08 4.97947e+08
 1e+07 1.35937e+09 1.40182e+09 1.54971e+09 1.43697e+09
 1.5e+07 2.30085e+09 2.40049e+09 2.76321e+09 2.48818e+09
 2e+07 3.25746e+09 3.36492e+09 4.05584e+09 3.55941e+09
 2.5e+07 4.21718e+09 4.32766e+09 5.39476e+09 4.64654e+09
 3e+07 5.20349e+09 5.32678e+09 6.73378e+09 5.75468e+09
 3.5e+07 6.19112e+09 6.33711e+09 7.99524e+09 6.84115e+09
 4e+07 7.17829e+09 7.29462e+09 9.18167e+09 7.88486e+09
 4.5e+07 8.16355e+09 8.20962e+09 1.03256e+10 8.8996e+09
 5e+07 9.07859e+09 9.05778e+09 1.14542e+10 9.86354e+09
 5e+07 7.51701e+09 1.03737e+10 1.2247e+10 1.00459e+10
 1e+08 1.70883e+10 1.9101e+10 2.14985e+10 1.92293e+10
 1.5e+08 2.84442e+10 3.26331e+10 3.47084e+10 3.19286e+10
 2e+08 4.53794e+10 4.22498e+10 4.82821e+10 4.53038e+10
 2.5e+08 6.04733e+10 4.61959e+10 5.56992e+10 5.41228e+10
 3e+08 8.02227e+10 4.40664e+10 6.65163e+10 6.36018e+10
 3.5e+08 1.0165e+11 3.71225e+10 7.5155e+10 7.13091e+10
 4e+08 1.2652e+11 3.36384e+10 8.5303e+10 8.18206e+10
 4.5e+08 1.57686e+11 2.58281e+10 1.02369e+11 9.52945e+10
 5e+08 1.88551e+11 2.09895e+10 1.22852e+11 1.10797e+11
 5e+08 1.55616e+11 7.95873e+09 8.94361e+10 8.43369e+10
 1e+09 4.05158e+11 3.13875e+10 2.26459e+11 2.21002e+11
 1.5e+09 8.14572e+11 6.73006e+10 4.77073e+11 4.52982e+11
 2e+09 8.46882e+11 9.95006e+10 3.97098e+11 4.47827e+11
