Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.08362e+13 1.07756e+13 1.12829e+13 1.14041e+13 1.13247e+13 1.13392e+13 1.1356e+13 1.11996e+13 2.15409e+08
 100000 4.30286e+13 4.27857e+13 4.48158e+13 4.53007e+13 4.49802e+13 4.50431e+13 4.5108e+13 4.44821e+13 5.6245e+11
 150000 9.61517e+13 9.56001e+13 1.00173e+14 1.01261e+14 1.00536e+14 1.0069e+14 1.00829e+14 9.94207e+13 5.62731e+11
 200000 1.69787e+14 1.6879e+14 1.76937e+14 1.78864e+14 1.77567e+14 1.77876e+14 1.78102e+14 1.75597e+14 5.63009e+11
 250000 2.63528e+14 2.61937e+14 2.74697e+14 2.77697e+14 2.75663e+14 2.76204e+14 2.76521e+14 2.72601e+14 5.63106e+11
 300000 3.76975e+14 3.74637e+14 3.93051e+14 3.97353e+14 3.94421e+14 3.95286e+14 3.95687e+14 3.90034e+14 5.63363e+11
 350000 5.09737e+14 5.06488e+14 5.31597e+14 5.37434e+14 5.33438e+14 5.34741e+14 5.35204e+14 5.27499e+14 5.6351e+11
 400000 6.61436e+14 6.57096e+14 6.89943e+14 6.97543e+14 6.92316e+14 6.94197e+14 6.94685e+14 6.84608e+14 5.6378e+11
 450000 8.31703e+14 8.2607e+14 8.67706e+14 8.77288e+14 8.7066e+14 8.73288e+14 8.73745e+14 8.60978e+14 5.64051e+11
 500000 1.02017e+15 1.01302e+15 1.06451e+15 1.07629e+15 1.06809e+15 1.07166e+15 1.07201e+15 1.05623e+15 5.64322e+11
 550000 1.22646e+15 1.21758e+15 1.27997e+15 1.29417e+15 1.28423e+15 1.28896e+15 1.28912e+15 1.27001e+15 5.64589e+11
 600000 1.45022e+15 1.43936e+15 1.51374e+15 1.53056e+15 1.51872e+15 1.52484e+15 1.52471e+15 1.50194e+15 5.64853e+11
 650000 1.69106e+15 1.67801e+15 1.76545e+15 1.78513e+15 1.7712e+15 1.77898e+15 1.77844e+15 1.75166e+15 5.6513e+11
 700000 1.94865e+15 1.93316e+15 2.03477e+15 2.05751e+15 2.04131e+15 2.05103e+15 2.04995e+15 2.01885e+15 5.65406e+11
 750000 2.22263e+15 2.20446e+15 2.32137e+15 2.34739e+15 2.32871e+15 2.34068e+15 2.33893e+15 2.30315e+15 5.65678e+11
 800000 2.51265e+15 2.49158e+15 2.62493e+15 2.65442e+15 2.63307e+15 2.6476e+15 2.64503e+15 2.60424e+15 5.65946e+11
 850000 2.81838e+15 2.79415e+15 2.94512e+15 2.97828e+15 2.95404e+15 2.97147e+15 2.96793e+15 2.92178e+15 5.66215e+11
 900000 3.13949e+15 3.11186e+15 3.28164e+15 3.31868e+15 3.29129e+15 3.31198e+15 3.30732e+15 3.25546e+15 5.66482e+11
 950000 3.47564e+15 3.44439e+15 3.6342e+15 3.67528e+15 3.64451e+15 3.66882e+15 3.66287e+15 3.60495e+15 5.66746e+11
 1e+06 3.8265e+15 3.79143e+15 4.00251e+15 4.04779e+15 4.0134e+15 4.04168e+15 4.03429e+15 3.96997e+15 5.65824e+11
 1e+06 3.81773e+15 3.79508e+15 4.0028e+15 4.05259e+15 4.01112e+15 4.04251e+15 4.03541e+15 3.96999e+15 4.64002e+09
 2e+06 1.346e+16 1.33565e+16 1.4275e+16 1.44316e+16 1.42316e+16 1.445e+16 1.43711e+16 1.41015e+16 9.17353e+09
 3e+06 2.68291e+16 2.66718e+16 2.88903e+16 2.91997e+16 2.86269e+16 2.92489e+16 2.90252e+16 2.84006e+16 1.39957e+10
 4e+06 4.2729e+16 4.23435e+16 4.65495e+16 4.70057e+16 4.57306e+16 4.71797e+16 4.66387e+16 4.55328e+16 1.81567e+10
 5e+06 6.04379e+16 5.9469e+16 6.64429e+16 6.68801e+16 6.45183e+16 6.74614e+16 6.62866e+16 6.46186e+16 2.23796e+10
 6e+06 7.94762e+16 7.7522e+16 8.80512e+16 8.82006e+16 8.45267e+16 8.94481e+16 8.73918e+16 8.51083e+16 2.69378e+10
 7e+06 9.92969e+16 9.61106e+16 1.11053e+17 1.10543e+17 1.05491e+17 1.12658e+17 1.09564e+17 1.066e+17 3.16014e+10
 8e+06 1.19525e+17 1.15075e+17 1.35233e+17 1.33562e+17 1.2716e+17 1.36679e+17 1.32467e+17 1.28791e+17 3.64131e+10
 9e+06 1.40115e+17 1.34447e+17 1.60479e+17 1.56991e+17 1.49312e+17 1.6114e+17 1.55814e+17 1.51494e+17 4.09883e+10
 1e+07 1.61128e+17 1.54174e+17 1.86649e+17 1.80637e+17 1.71802e+17 1.85835e+17 1.79424e+17 1.74581e+17 4.57281e+10
 1.1e+07 1.82558e+17 1.74163e+17 2.13486e+17 2.04542e+17 1.94552e+17 2.10672e+17 2.03255e+17 1.97981e+17 5.03508e+10
 1.2e+07 2.04292e+17 1.94362e+17 2.40802e+17 2.2874e+17 2.17553e+17 2.35698e+17 2.27331e+17 2.21659e+17 5.47304e+10
 1.3e+07 2.26298e+17 2.14788e+17 2.68447e+17 2.53114e+17 2.4066e+17 2.61032e+17 2.51602e+17 2.45565e+17 5.8793e+10
 1.4e+07 2.48508e+17 2.35595e+17 2.96378e+17 2.77652e+17 2.63675e+17 2.86783e+17 2.76036e+17 2.69686e+17 6.25037e+10
 1.5e+07 2.70797e+17 2.56902e+17 3.24537e+17 3.02296e+17 2.86569e+17 3.12929e+17 3.00598e+17 2.9399e+17 6.63092e+10
 1.6e+07 2.93022e+17 2.7873e+17 3.52806e+17 3.26981e+17 3.09144e+17 3.39472e+17 3.25199e+17 3.18394e+17 7.01071e+10
 1.7e+07 3.15163e+17 3.01034e+17 3.81106e+17 3.5164e+17 3.31282e+17 3.664e+17 3.49774e+17 3.42838e+17 7.39115e+10
 1.8e+07 3.37374e+17 3.23824e+17 4.09489e+17 3.76186e+17 3.52917e+17 3.93751e+17 3.74284e+17 3.67329e+17 7.76686e+10
 1.9e+07 3.59749e+17 3.47166e+17 4.3793e+17 4.00546e+17 3.74158e+17 4.21582e+17 3.98762e+17 3.91903e+17 8.12463e+10
 2e+07 3.8234e+17 3.71013e+17 4.66288e+17 4.24774e+17 3.95104e+17 4.49872e+17 4.2325e+17 4.16569e+17 8.45359e+10
 2e+07 4.07675e+17 3.85193e+17 4.5274e+17 4.29809e+17 3.63881e+17 4.37841e+17 4.1051e+17 4.12387e+17 7.98928e+10
 4e+07 8.00375e+17 8.68778e+17 9.85363e+17 9.12363e+17 7.30906e+17 9.6224e+17 8.68503e+17 8.75037e+17 1.43404e+11
 6e+07 1.06941e+18 1.29378e+18 1.42386e+18 1.31011e+18 1.23198e+18 1.47374e+18 1.33861e+18 1.30811e+18 2.20483e+11
 8e+07 1.32192e+18 1.68994e+18 1.90574e+18 1.63676e+18 1.71377e+18 2.16085e+18 1.83713e+18 1.75796e+18 3.07031e+11
 1e+08 1.52096e+18 2.22782e+18 2.39413e+18 2.03091e+18 2.10347e+18 3.06214e+18 2.39884e+18 2.25836e+18 4.15856e+11
 1.2e+08 1.69049e+18 2.89224e+18 3.0005e+18 2.61772e+18 2.4812e+18 3.84536e+18 2.98143e+18 2.79995e+18 5.01594e+11
 1.4e+08 1.68506e+18 3.61336e+18 3.66674e+18 3.35678e+18 2.67481e+18 4.67712e+18 3.56957e+18 3.3371e+18 5.95144e+11
 1.6e+08 1.65488e+18 4.41195e+18 4.35508e+18 4.15342e+18 2.84155e+18 5.58401e+18 4.19299e+18 3.90538e+18 6.82952e+11
 1.8e+08 1.60623e+18 5.25986e+18 5.15134e+18 4.91771e+18 3.09801e+18 6.66472e+18 4.89348e+18 4.53841e+18 7.65792e+11
 2e+08 1.66159e+18 6.22734e+18 5.91631e+18 5.71063e+18 3.37049e+18 7.56689e+18 5.54934e+18 5.1703e+18 8.63105e+11
 2.2e+08 1.80106e+18 7.23974e+18 6.89917e+18 6.54456e+18 3.75338e+18 8.4682e+18 6.25538e+18 5.87856e+18 9.65277e+11
