Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 23387.3 24122.7 20391 22633.7
 100000 92877 95811.7 80888.4 89859
 150000 207560 214149 180572 200760
 200000 366543 378230 318537 354437
 250000 568950 587176 493902 550009
 300000 813922 840130 705806 786619
 350000 1.10061e+06 1.13626e+06 953412 1.06343e+06
 400000 1.4282e+06 1.47475e+06 1.23591e+06 1.37962e+06
 450000 1.79585e+06 1.8548e+06 1.55249e+06 1.73438e+06
 500000 2.20276e+06 2.27562e+06 1.9024e+06 2.12692e+06
 500000 2.20157e+06 2.27713e+06 1.90018e+06 2.12629e+06
 1e+06 8.2603e+06 8.56456e+06 7.07094e+06 7.96526e+06
 1.5e+06 1.74371e+07 1.81476e+07 1.48469e+07 1.68105e+07
 2e+06 2.90885e+07 3.04201e+07 2.47044e+07 2.8071e+07
 2.5e+06 4.26843e+07 4.48938e+07 3.62097e+07 4.12626e+07
 3e+06 5.77851e+07 6.11714e+07 4.9007e+07 5.59878e+07
 3.5e+06 7.40332e+07 7.89392e+07 6.28059e+07 7.19261e+07
 4e+06 9.11158e+07 9.79631e+07 7.7369e+07 8.88159e+07
 4.5e+06 1.08792e+08 1.18038e+08 9.25077e+07 1.06446e+08
 5e+06 1.269e+08 1.38969e+08 1.08068e+08 1.24646e+08
 5e+06 1.28135e+08 1.36077e+08 1.06095e+08 1.23436e+08
 1e+07 3.18981e+08 3.67072e+08 2.65579e+08 3.17211e+08
 1.5e+07 4.98191e+08 5.9611e+08 4.25833e+08 5.06711e+08
 2e+07 6.60625e+08 8.41029e+08 5.6475e+08 6.88801e+08
 2.5e+07 8.16258e+08 1.09503e+09 6.80223e+08 8.63838e+08
 3e+07 9.82153e+08 1.33694e+09 7.75079e+08 1.03139e+09
 3.5e+07 1.14067e+09 1.59057e+09 8.62989e+08 1.19807e+09
 4e+07 1.30464e+09 1.86352e+09 9.39598e+08 1.36926e+09
 4.5e+07 1.47846e+09 2.13376e+09 1.00859e+09 1.54027e+09
 5e+07 1.63942e+09 2.402e+09 1.0666e+09 1.70267e+09
 5e+07 1.49723e+09 2.59439e+09 8.43064e+08 1.6449e+09
 1e+08 3.36141e+09 6.14962e+09 1.30992e+09 3.60698e+09
 1.5e+08 5.71914e+09 1.01658e+10 1.47401e+09 5.78632e+09
 2e+08 7.36772e+09 1.54852e+10 1.92113e+09 8.258e+09
 2.5e+08 7.87801e+09 2.06521e+10 2.37585e+09 1.0302e+10
 3e+08 9.02723e+09 2.47585e+10 2.31434e+09 1.20334e+10
 3.5e+08 1.09424e+10 2.6607e+10 2.42555e+09 1.3325e+10
 4e+08 1.3315e+10 2.8656e+10 2.52286e+09 1.48313e+10
 4.5e+08 1.70612e+10 3.12244e+10 3.00392e+09 1.70965e+10
 5e+08 2.00813e+10 3.38365e+10 3.23661e+09 1.90515e+10
 5e+08 1.09874e+10 4.42718e+10 1.89726e+09 1.90521e+10
 1e+09 4.04388e+10 5.95851e+10 1.76403e+09 3.39293e+10
 1.5e+09 9.0415e+10 8.41008e+10 4.27468e+09 5.95968e+10
 2e+09 1.68272e+11 3.38641e+11 8.7399e+08 1.69262e+11
