Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 6.27976e+12 6.41548e+12 6.37923e+12 6.40082e+12 5.89251e+12 5.97934e+12 6.09089e+12 6.1978e+12 3.40686e+08
 100000 2.48582e+13 2.53992e+13 2.52557e+13 2.53357e+13 2.33055e+13 2.3655e+13 2.40987e+13 2.45276e+13 3.12888e+11
 150000 5.53891e+13 5.65982e+13 5.62774e+13 5.64446e+13 5.1881e+13 5.26733e+13 5.36663e+13 5.46351e+13 3.13307e+11
 200000 9.75364e+13 9.96683e+13 9.91e+13 9.93809e+13 9.12711e+13 9.26882e+13 9.44467e+13 9.61753e+13 3.13727e+11
 250000 1.50974e+14 1.5428e+14 1.53388e+14 1.53809e+14 1.41141e+14 1.43367e+14 1.46106e+14 1.48816e+14 3.14165e+11
 300000 2.15384e+14 2.20115e+14 2.1882e+14 2.19404e+14 2.01168e+14 2.04391e+14 2.08321e+14 2.12235e+14 3.14575e+11
 350000 2.90458e+14 2.96861e+14 2.95074e+14 2.95852e+14 2.71038e+14 2.75452e+14 2.80781e+14 2.86121e+14 3.14981e+11
 400000 3.75885e+14 3.84214e+14 3.81838e+14 3.82848e+14 3.50441e+14 3.56257e+14 3.63182e+14 3.70167e+14 3.15407e+11
 450000 4.71362e+14 4.81874e+14 4.78805e+14 4.80092e+14 4.39076e+14 4.46524e+14 4.5523e+14 4.64077e+14 3.15838e+11
 500000 5.76593e+14 5.89548e+14 5.8568e+14 5.87294e+14 5.36649e+14 5.45975e+14 5.5664e+14 5.6756e+14 3.1626e+11
 550000 6.91293e+14 7.06953e+14 7.02173e+14 7.04174e+14 6.42868e+14 6.54346e+14 6.67129e+14 6.80334e+14 3.1664e+11
 600000 8.15188e+14 8.33818e+14 8.27998e+14 8.30457e+14 7.57448e+14 7.7138e+14 7.86428e+14 8.02124e+14 3.17065e+11
 650000 9.48012e+14 9.69875e+14 9.62876e+14 9.65879e+14 8.80113e+14 8.96831e+14 9.14274e+14 9.32666e+14 3.17474e+11
 700000 1.08951e+15 1.11487e+15 1.10654e+15 1.11018e+15 1.01059e+15 1.03046e+15 1.05041e+15 1.0717e+15 3.17885e+11
 750000 1.23944e+15 1.26855e+15 1.25873e+15 1.26312e+15 1.14863e+15 1.17203e+15 1.19459e+15 1.21899e+15 3.179e+11
 800000 1.39755e+15 1.43069e+15 1.41921e+15 1.42446e+15 1.29397e+15 1.32131e+15 1.34658e+15 1.37428e+15 3.18282e+11
 850000 1.56362e+15 1.60106e+15 1.58774e+15 1.59396e+15 1.44638e+15 1.47809e+15 1.50614e+15 1.53734e+15 3.18697e+11
 900000 1.7374e+15 1.77944e+15 1.76408e+15 1.77139e+15 1.60563e+15 1.64213e+15 1.67305e+15 1.70795e+15 3.19107e+11
 950000 1.91868e+15 1.96559e+15 1.94802e+15 1.95655e+15 1.77149e+15 1.81322e+15 1.84709e+15 1.88589e+15 3.19491e+11
 1e+06 2.10723e+15 2.15931e+15 2.13935e+15 2.14921e+15 1.94375e+15 1.99117e+15 2.02804e+15 2.07094e+15 3.19909e+11
 1e+06 2.10922e+15 2.16184e+15 2.14456e+15 2.1569e+15 1.93786e+15 1.98741e+15 2.02739e+15 2.07185e+15 7.39815e+09
 2e+06 7.12666e+15 7.35054e+15 7.24712e+15 7.31712e+15 6.43358e+15 6.70994e+15 6.82021e+15 6.9887e+15 1.47176e+10
 3e+06 1.37289e+16 1.42621e+16 1.39805e+16 1.42267e+16 1.22397e+16 1.29385e+16 1.3135e+16 1.34772e+16 2.25181e+10
 4e+06 2.11272e+16 2.21023e+16 2.15028e+16 2.21367e+16 1.87165e+16 1.99815e+16 2.02783e+16 2.07979e+16 3.01562e+10
 5e+06 2.89261e+16 3.04899e+16 2.93482e+16 3.06374e+16 2.54792e+16 2.74906e+16 2.78691e+16 2.85567e+16 3.74872e+10
 6e+06 3.69274e+16 3.92465e+16 3.73339e+16 3.94528e+16 3.23026e+16 3.5248e+16 3.56678e+16 3.65351e+16 4.51006e+10
 7e+06 4.49954e+16 4.82404e+16 4.54018e+16 4.84336e+16 3.90935e+16 4.31121e+16 4.35464e+16 4.46128e+16 5.32532e+10
 8e+06 5.30409e+16 5.7389e+16 5.35148e+16 5.74563e+16 4.58479e+16 5.10429e+16 5.1449e+16 5.27287e+16 6.0646e+10
 9e+06 6.104e+16 6.66057e+16 6.16582e+16 6.64353e+16 5.26251e+16 5.90416e+16 5.93673e+16 6.08609e+16 6.80702e+10
 1e+07 6.90128e+16 7.58005e+16 6.9846e+16 7.5257e+16 5.94645e+16 6.70907e+16 6.72707e+16 6.89837e+16 7.53892e+10
 1.1e+07 7.69636e+16 8.4999e+16 7.80571e+16 8.38423e+16 6.64001e+16 7.51326e+16 7.5125e+16 7.70776e+16 8.27819e+10
 1.2e+07 8.48018e+16 9.41702e+16 8.62384e+16 9.21429e+16 7.342e+16 8.31528e+16 8.29052e+16 8.51045e+16 9.06398e+10
 1.3e+07 9.25605e+16 1.03325e+17 9.43557e+16 1.00195e+17 8.04645e+16 9.12409e+16 9.06336e+16 9.3079e+16 9.85631e+10
 1.4e+07 1.00357e+17 1.12429e+17 1.02395e+17 1.08018e+17 8.7533e+16 9.95354e+16 9.83621e+16 1.01042e+17 1.06132e+11
 1.5e+07 1.08267e+17 1.21452e+17 1.10407e+17 1.15693e+17 9.47225e+16 1.08087e+17 1.06167e+17 1.09051e+17 1.13464e+11
 1.6e+07 1.16333e+17 1.30444e+17 1.18411e+17 1.23211e+17 1.02028e+17 1.16834e+17 1.14024e+17 1.17106e+17 1.20237e+11
 1.7e+07 1.2451e+17 1.39404e+17 1.26316e+17 1.30627e+17 1.09458e+17 1.25693e+17 1.21926e+17 1.25186e+17 1.2646e+11
 1.8e+07 1.32816e+17 1.4842e+17 1.3411e+17 1.37968e+17 1.17031e+17 1.34549e+17 1.29849e+17 1.33289e+17 1.32616e+11
 1.9e+07 1.41303e+17 1.57491e+17 1.4179e+17 1.45185e+17 1.24682e+17 1.43309e+17 1.37726e+17 1.4138e+17 1.38619e+11
 2e+07 1.50024e+17 1.66575e+17 1.49333e+17 1.52282e+17 1.32362e+17 1.51989e+17 1.45544e+17 1.49451e+17 1.44653e+11
 2e+07 1.45011e+17 1.60069e+17 1.43964e+17 1.42036e+17 1.36428e+17 1.70021e+17 1.49495e+17 1.49569e+17 1.39284e+11
 4e+07 3.53549e+17 3.38613e+17 2.82678e+17 3.12851e+17 2.79846e+17 3.61245e+17 3.17981e+17 3.20767e+17 2.68935e+11
 6e+07 5.51143e+17 4.88894e+17 4.15273e+17 5.17082e+17 4.278e+17 5.27152e+17 4.90678e+17 4.88448e+17 4.47318e+11
 8e+07 7.6752e+17 6.47683e+17 5.72962e+17 7.41895e+17 5.60959e+17 6.94254e+17 6.65703e+17 6.6451e+17 6.36064e+11
 1e+08 9.74627e+17 7.65149e+17 7.10444e+17 9.88682e+17 6.76619e+17 8.51326e+17 8.38876e+17 8.30021e+17 8.22594e+11
 1.2e+08 1.2126e+18 8.5134e+17 8.56637e+17 1.21698e+18 8.4136e+17 9.94376e+17 1.01757e+18 9.99952e+17 1.00894e+12
 1.4e+08 1.4992e+18 9.39893e+17 1.05835e+18 1.50686e+18 9.47629e+17 1.17328e+18 1.20926e+18 1.19188e+18 1.16459e+12
 1.6e+08 1.8024e+18 1.00692e+18 1.2322e+18 1.81815e+18 1.09984e+18 1.32249e+18 1.41349e+18 1.38697e+18 1.31829e+12
 1.8e+08 2.14307e+18 1.03339e+18 1.35713e+18 2.15143e+18 1.2167e+18 1.45119e+18 1.60644e+18 1.56834e+18 1.4573e+12
 2e+08 2.50499e+18 1.11826e+18 1.45964e+18 2.50555e+18 1.32271e+18 1.61069e+18 1.81298e+18 1.76551e+18 1.58086e+12
 2.2e+08 2.76097e+18 1.21311e+18 1.51039e+18 2.8981e+18 1.41824e+18 1.772e+18 2.02945e+18 1.94893e+18 1.73336e+12
 2.4e+08 2.98663e+18 1.29577e+18 1.59693e+18 3.33981e+18 1.47553e+18 1.93886e+18 2.2514e+18 2.13475e+18 1.87771e+12
 2.6e+08 3.23332e+18 1.39125e+18 1.6952e+18 3.75962e+18 1.55609e+18 2.07137e+18 2.46236e+18 2.32005e+18 2.02881e+12
 2.8e+08 3.47411e+18 1.48714e+18 1.79249e+18 4.24229e+18 1.6e+18 2.16129e+18 2.66786e+18 2.50122e+18 2.16099e+12
 3e+08 3.7365e+18 1.59378e+18 1.85002e+18 4.72537e+18 1.66281e+18 2.3117e+18 2.89996e+18 2.69735e+18 2.28933e+12
 3.2e+08 4.01394e+18 1.6857e+18 1.93679e+18 5.28695e+18 1.68308e+18 2.50787e+18 3.1593e+18 2.91377e+18 2.39919e+12
 3.4e+08 4.21549e+18 1.73475e+18 2.0211e+18 5.83602e+18 1.73192e+18 2.68734e+18 3.41843e+18 3.1139e+18 2.51649e+12
 3.6e+08 4.43609e+18 1.77293e+18 2.18234e+18 6.37281e+18 1.81208e+18 2.89094e+18 3.69194e+18 3.33401e+18 2.62939e+12
 3.8e+08 4.61665e+18 1.84798e+18 2.31676e+18 6.86187e+18 1.85903e+18 3.10115e+18 3.94068e+18 3.53526e+18 2.72044e+12
 4e+08 4.79753e+18 1.91432e+18 2.48076e+18 7.35977e+18 1.93111e+18 3.33441e+18 4.20843e+18 3.75074e+18 2.78029e+12
