# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
100000 30178 -0.113441 5064.59 1.01223
200000 30115.5 0.630902 5053.99 1.01034
300000 29888.1 -0.191572 5015.96 1.00252
400000 29840.9 -0.177471 5008.04 1.00093
500000 29989.3 0.483343 5032.83 1.00602
600000 29506 1.05606 4951.63 0.989916
700000 30059.5 -0.0767464 5044.71 1.00826
800000 29693.9 -0.09953 4983.35 0.995996
900000 29817.7 0.810562 5003.98 1.00036
1000000 29394.3 -0.14877 4933.08 0.985961
1100000 30197.1 -0.0338786 5067.79 1.01292
1200000 30083.6 0.0026068 5048.74 1.00912
1300000 30082.4 -0.0336881 5048.55 1.00911
1400000 29818.1 -0.0772753 5004.19 1.00017
1500000 30076.5 -0.108935 5047.56 1.00883
1600000 29970.8 0.157098 5029.78 1.00535
1700000 29646.3 -0.201416 4975.37 0.994413
1800000 29945.4 -0.146531 5025.57 1.00445
1900000 30103 -0.0663447 5052.01 1.00972
2000000 29920.5 -0.237456 5021.41 1.0036
2100000 30047.1 -0.0130233 5042.61 1.00785
2200000 29972.1 0.348361 5029.96 1.00547
2300000 29595.9 -0.130351 4966.91 0.992715
2400000 29874.3 0.132536 5013.58 1.00211
2500000 29536 0.158088 4956.82 0.99077
2600000 29830.5 -0.123012 5006.29 1.00063
2700000 29989.3 -0.129366 5032.92 1.0059
2800000 29750.5 -0.125075 4992.86 0.997925
2900000 29974.7 0.655275 5030.35 1.00556
3000000 29648.3 -0.0501726 4975.69 0.994471
3100000 29586 4.22608 4964.52 0.992908
3200000 29997 -0.0420755 5034.21 1.00617
3300000 29886.3 -0.0515065 5015.64 1.00245
3400000 29448.3 0.231531 4942.08 0.987859
3500000 29784.6 -0.0362193 4998.57 0.999083
3600000 29961 -0.178309 5028.19 1.00495
3700000 29805.9 -0.0713409 5002.15 0.99976
3800000 29840.7 0.531119 5007.88 1.0011
3900000 29307.5 0.653451 4918.38 0.983197
4000000 29873.3 -0.0611305 5013.45 1.00202
4100000 29435.2 -0.149431 4939.95 0.987318
4200000 29767.2 -0.138571 4995.66 0.998456
4300000 29658.3 0.671823 4977.24 0.994986
4400000 29695.6 -0.125226 4983.65 0.996075
4500000 30378.7 -0.00879361 5098.26 1.01901
4600000 29775.9 -0.0995527 4997.12 0.998755
4700000 29856.6 -0.0943854 5010.65 1.00145
4800000 29673 1.57883 4979.56 0.995558
4900000 29819 0.36767 5004.27 1.00031
5000000 29752.8 -0.0509668 4993.24 0.997978
5100000 30042.6 -0.0811452 5041.87 1.0077
5200000 29531.1 -0.0176325 4956.02 0.990544
5300000 29833.5 -0.18819 5006.8 1.00068
5400000 29503.9 -0.105084 4951.46 0.989628
5500000 30329.2 -0.168853 5089.99 1.01731
5600000 30321.9 -0.117555 5088.74 1.01707
5700000 29880.7 -0.0646781 5014.69 1.00227
5800000 30070 -0.11124 5046.48 1.00862
5900000 29672 2.34232 4979.27 0.995629
6000000 29586.9 -0.0315982 4965.39 0.992414
6100000 29868 0.532399 5012.46 1.002
6200000 30057.2 -0.115488 5044.33 1.00818
6300000 29852.8 1.38998 5009.77 1.00156
6400000 29799.3 0.197707 5001 0.999624
6500000 29575.9 -0.217539 4963.56 0.992031
6600000 30159.3 0.000806099 5061.44 1.01165
6700000 29349.2 0.0043346 4925.49 0.984501
6800000 29807.9 0.892795 5002.33 0.999988
6900000 29897.8 0.35973 5017.5 1.00295
7000000 30063.3 1.83846 5045.03 1.00866
7100000 30037.5 -0.117047 5041.02 1.00752
7200000 29292 0.0135413 4915.88 0.98257
7300000 30004.1 -0.110301 5035.42 1.00642
7400000 29546.7 -0.232248 4958.67 0.991069
7500000 29763.5 -0.114006 4995.03 0.998332
7600000 29845.4 -0.0976579 5008.78 1.00108
7700000 30350.6 -0.100042 5093.56 1.01802
7800000 29662.4 -0.183155 4978.08 0.994941
7900000 29713.6 -0.101638 4986.65 0.996669
8000000 29556.9 0.173598 4960.32 0.991472
8100000 30496.1 0.805266 5117.82 1.02311
8200000 29862.7 -0.118723 5011.68 1.00166
8300000 30311.9 -0.0527029 5087.06 1.01673
8400000 29507.3 -0.145838 4952.05 0.98974
8500000 29984.7 -0.0126692 5032.14 1.00576
8600000 29950.4 2.28632 5025.99 1.00493
8700000 29737.8 -0.190843 4990.73 0.997472
8800000 30166.5 -0.262132 5062.69 1.01186
8900000 30171.1 -0.0800047 5063.43 1.01201
9000000 29536.8 -0.192425 4957 0.990736
9100000 29173.5 1.0463 4895.83 0.978731
9200000 29819.1 -0.136512 5004.38 1.00023
9300000 29481.6 -0.0186221 4947.71 0.988884
9400000 29468.3 -0.182274 4945.51 0.988427
9500000 29478.4 -0.0792968 4947.18 0.98877
9600000 29786.3 -0.0618943 4998.85 0.9991
9700000 29880.5 0.00207689 5014.64 1.00229
9800000 29672.6 -0.11034 4979.78 0.995308
9900000 29377.4 -0.0645856 4930.22 0.985425
10000000 29822.7 -0.191535 5004.98 1.00032
