Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 9.31947e-16
 100000 2.37896e-15
 150000 3.97286e-15
 200000 5.64223e-15
 250000 7.3582e-15
 300000 9.1171e-15
 350000 1.09171e-14
 400000 1.27523e-14
 450000 1.46296e-14
 500000 1.65538e-14
 550000 1.85255e-14
 600000 2.05386e-14
 650000 2.25839e-14
 700000 2.46692e-14
 750000 2.67963e-14
 800000 2.89616e-14
 850000 3.11645e-14
 900000 3.33952e-14
 950000 3.56568e-14
 1e+06 3.79498e-14
 1e+06 3.87663e-14
 2e+06 9.13701e-14
 3e+06 1.59255e-13
 4e+06 2.41179e-13
 5e+06 3.38012e-13
 6e+06 4.48505e-13
 7e+06 5.73864e-13
 8e+06 7.13417e-13
 9e+06 8.67049e-13
 1e+07 1.03528e-12
 1.1e+07 1.21706e-12
 1.2e+07 1.41198e-12
 1.3e+07 1.62059e-12
 1.4e+07 1.84353e-12
 1.5e+07 2.07843e-12
 1.6e+07 2.32731e-12
 1.7e+07 2.58939e-12
 1.8e+07 2.86654e-12
 1.9e+07 3.15644e-12
 2e+07 3.46057e-12
 2e+07 3.54365e-12
 4e+07 1.25752e-11
 6e+07 2.67354e-11
 8e+07 4.60241e-11
 1e+08 7.00852e-11
 1.2e+08 9.80777e-11
 1.4e+08 1.29479e-10
 1.6e+08 1.64017e-10
 1.8e+08 2.01541e-10
 2e+08 2.42099e-10
 2.2e+08 2.85241e-10
 2.4e+08 3.30743e-10
 2.6e+08 3.78052e-10
 2.8e+08 4.26108e-10
 3e+08 4.75732e-10
 3.2e+08 5.25769e-10
 3.4e+08 5.77291e-10
 3.6e+08 6.30344e-10
 3.8e+08 6.84215e-10
 4e+08 7.38125e-10
 4e+08 1.05391e-09
 8e+08 2.56769e-09
 1.2e+09 4.38065e-09
 1.6e+09 7.46176e-09
 2e+09 1.30371e-08
