Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 2.58187e+08
 100000 1.02548e+09
 150000 2.29116e+09
 200000 4.04474e+09
 250000 6.27593e+09
 300000 8.97467e+09
 350000 1.21311e+10
 400000 1.57357e+10
 450000 1.97789e+10
 500000 2.42515e+10
 550000 2.91445e+10
 600000 3.44491e+10
 650000 4.01565e+10
 700000 4.62583e+10
 750000 5.27461e+10
 800000 5.9612e+10
 850000 6.68478e+10
 900000 7.44459e+10
 950000 8.23986e+10
 1e+06 9.06984e+10
 1e+06 9.07015e+10
 2e+06 3.19416e+11
 3e+06 6.38419e+11
 4e+06 1.01653e+12
 5e+06 1.43336e+12
 6e+06 1.87558e+12
 7e+06 2.33443e+12
 8e+06 2.8042e+12
 9e+06 3.28113e+12
 1e+07 3.76275e+12
 1.1e+07 4.24744e+12
 1.2e+07 4.73417e+12
 1.3e+07 5.22224e+12
 1.4e+07 5.71117e+12
 1.5e+07 6.20065e+12
 1.6e+07 6.6905e+12
 1.7e+07 7.18059e+12
 1.8e+07 7.67083e+12
 1.9e+07 8.16115e+12
 2e+07 8.65153e+12
 2e+07 8.64672e+12
 4e+07 1.84842e+13
 6e+07 2.83517e+13
 8e+07 3.82528e+13
 1e+08 4.81262e+13
 1.2e+08 5.79992e+13
 1.4e+08 6.78926e+13
 1.6e+08 7.77472e+13
 1.8e+08 8.75964e+13
 2e+08 9.74549e+13
 2.2e+08 1.07342e+14
 2.4e+08 1.17235e+14
 2.6e+08 1.27154e+14
 2.8e+08 1.3709e+14
 3e+08 1.47016e+14
 3.2e+08 1.56956e+14
 3.4e+08 1.66885e+14
 3.6e+08 1.7682e+14
 3.8e+08 1.86729e+14
 4e+08 1.96602e+14
 4e+08 1.97056e+14
 8e+08 3.94325e+14
 1.2e+09 5.9104e+14
 1.6e+09 7.80908e+14
 2e+09 9.66054e+14
