Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 4.05821e+07 5.70989e+06
 100000 1.61747e+08 2.2358e+07
 150000 3.62629e+08 4.9254e+07
 200000 6.42373e+08 8.57557e+07
 250000 1.00013e+09 1.31266e+08
 300000 1.43507e+09 1.8523e+08
 350000 1.94636e+09 2.47132e+08
 400000 2.53319e+09 3.16493e+08
 450000 3.19473e+09 3.92866e+08
 500000 3.9302e+09 4.75836e+08
 550000 4.73879e+09 5.65014e+08
 600000 5.61972e+09 6.60035e+08
 650000 6.57222e+09 7.60563e+08
 700000 7.59551e+09 8.66279e+08
 750000 8.68884e+09 9.76887e+08
 800000 9.85145e+09 1.09211e+09
 850000 1.10826e+10 1.21169e+09
 900000 1.23815e+10 1.33537e+09
 950000 1.37476e+10 1.46294e+09
 1e+06 1.51799e+10 1.59417e+09
 1e+06 1.51811e+10 1.59344e+09
 2e+06 5.67203e+10 4.75686e+09
 3e+06 1.19508e+11 8.48318e+09
 4e+06 1.9945e+11 1.24616e+10
 5e+06 2.93262e+11 1.65858e+10
 6e+06 3.98289e+11 2.08149e+10
 7e+06 5.12386e+11 2.51138e+10
 8e+06 6.33829e+11 2.94613e+10
 9e+06 7.6121e+11 3.38473e+10
 1e+07 8.93402e+11 3.82712e+10
 1.1e+07 1.02947e+12 4.27165e+10
 1.2e+07 1.16865e+12 4.71774e+10
 1.3e+07 1.31033e+12 5.16454e+10
 1.4e+07 1.45401e+12 5.61301e+10
 1.5e+07 1.59927e+12 6.06251e+10
 1.6e+07 1.74578e+12 6.51233e+10
 1.7e+07 1.89326e+12 6.96227e+10
 1.8e+07 2.04148e+12 7.41194e+10
 1.9e+07 2.19027e+12 7.86228e+10
 2e+07 2.33951e+12 8.31389e+10
 2e+07 2.3361e+12 8.29039e+10
 4e+07 5.37075e+12 1.75078e+11
 6e+07 8.42446e+12 2.65697e+11
 8e+07 1.14877e+13 3.5264e+11
 1e+08 1.45767e+13 4.38625e+11
 1.2e+08 1.76764e+13 5.2513e+11
 1.4e+08 2.07723e+13 6.15049e+11
 1.6e+08 2.38645e+13 7.02463e+11
 1.8e+08 2.69254e+13 7.88814e+11
 2e+08 2.99733e+13 8.73514e+11
 2.2e+08 3.30253e+13 9.6043e+11
 2.4e+08 3.60982e+13 1.04633e+12
 2.6e+08 3.92164e+13 1.13159e+12
 2.8e+08 4.23187e+13 1.21768e+12
 3e+08 4.53866e+13 1.30263e+12
 3.2e+08 4.84647e+13 1.38476e+12
 3.4e+08 5.15793e+13 1.4621e+12
 3.6e+08 5.47022e+13 1.53274e+12
 3.8e+08 5.77993e+13 1.60107e+12
 4e+08 6.08581e+13 1.67516e+12
 4e+08 6.13312e+13 1.60451e+12
 8e+08 1.20413e+14 3.10528e+12
 1.2e+09 1.8338e+14 4.65792e+12
 1.6e+09 2.55198e+14 7.19402e+12
 2e+09 3.40577e+14 1.04376e+13
