Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 5.33607e+06 -5.33607e+06 5.33607e+06
 100000 2.12698e+07 -2.12698e+07 2.12698e+07
 150000 4.76901e+07 -4.76901e+07 4.76901e+07
 200000 8.4486e+07 -8.4486e+07 8.4486e+07
 250000 1.31548e+08 -1.31548e+08 1.31548e+08
 300000 1.88767e+08 -1.88767e+08 1.88767e+08
 350000 2.56038e+08 -2.56038e+08 2.56038e+08
 400000 3.33255e+08 -3.33255e+08 3.33255e+08
 450000 4.20317e+08 -4.20317e+08 4.20317e+08
 500000 5.17121e+08 -5.17121e+08 5.17121e+08
 550000 6.23567e+08 -6.23567e+08 6.23567e+08
 600000 7.39556e+08 -7.39556e+08 7.39556e+08
 650000 8.6499e+08 -8.6499e+08 8.6499e+08
 700000 9.99771e+08 -9.99771e+08 9.99771e+08
 750000 1.1438e+09 -1.1438e+09 1.1438e+09
 800000 1.29699e+09 -1.29699e+09 1.29699e+09
 850000 1.45925e+09 -1.45925e+09 1.45925e+09
 900000 1.63047e+09 -1.63047e+09 1.63047e+09
 950000 1.81057e+09 -1.81057e+09 1.81057e+09
 1e+06 1.99946e+09 -1.99946e+09 1.99946e+09
 1e+06 1.99876e+09 -1.99876e+09 1.99876e+09
 2e+06 7.48661e+09 -7.48661e+09 7.48661e+09
 3e+06 1.58153e+10 -1.58153e+10 1.58153e+10
 4e+06 2.6472e+10 -2.6472e+10 2.6472e+10
 5e+06 3.90623e+10 -3.90623e+10 3.90623e+10
 6e+06 5.32452e+10 -5.32452e+10 5.32452e+10
 7e+06 6.87213e+10 -6.87213e+10 6.87213e+10
 8e+06 8.52287e+10 -8.52287e+10 8.52287e+10
 9e+06 1.02554e+11 -1.02554e+11 1.02554e+11
 1e+07 1.20544e+11 -1.20544e+11 1.20544e+11
 1.1e+07 1.391e+11 -1.391e+11 1.391e+11
 1.2e+07 1.58163e+11 -1.58163e+11 1.58163e+11
 1.3e+07 1.77657e+11 -1.77657e+11 1.77657e+11
 1.4e+07 1.97536e+11 -1.97536e+11 1.97536e+11
 1.5e+07 2.1776e+11 -2.1776e+11 2.1776e+11
 1.6e+07 2.38296e+11 -2.38296e+11 2.38296e+11
 1.7e+07 2.59119e+11 -2.59119e+11 2.59119e+11
 1.8e+07 2.80224e+11 -2.80224e+11 2.80224e+11
 1.9e+07 3.01598e+11 -3.01598e+11 3.01598e+11
 2e+07 3.23221e+11 -3.23221e+11 3.23221e+11
 2e+07 3.26383e+11 -3.26383e+11 3.26383e+11
 4e+07 7.67273e+11 -7.67273e+11 7.67273e+11
 6e+07 1.20817e+12 -1.20817e+12 1.20817e+12
 8e+07 1.59604e+12 -1.59604e+12 1.59604e+12
 1e+08 2.0238e+12 -2.0238e+12 2.0238e+12
 1.2e+08 2.48225e+12 -2.48225e+12 2.48225e+12
 1.4e+08 2.95611e+12 -2.95611e+12 2.95611e+12
 1.6e+08 3.34113e+12 -3.34113e+12 3.34113e+12
 1.8e+08 3.69029e+12 -3.69029e+12 3.69029e+12
 2e+08 4.01673e+12 -4.01673e+12 4.01673e+12
 2.2e+08 4.36941e+12 -4.36941e+12 4.36941e+12
 2.4e+08 4.76975e+12 -4.76975e+12 4.76975e+12
 2.6e+08 5.17726e+12 -5.17726e+12 5.17726e+12
 2.8e+08 5.57162e+12 -5.57162e+12 5.57162e+12
 3e+08 5.98517e+12 -5.98517e+12 5.98517e+12
 3.2e+08 6.37554e+12 -6.37554e+12 6.37554e+12
 3.4e+08 6.73555e+12 -6.73555e+12 6.73555e+12
 3.6e+08 7.04001e+12 -7.04001e+12 7.04001e+12
 3.8e+08 7.29918e+12 -7.29918e+12 7.29918e+12
 4e+08 7.66988e+12 -7.66988e+12 7.66988e+12
 4e+08 6.65411e+12 -6.65411e+12 6.65411e+12
 8e+08 1.77221e+13 -1.77221e+13 1.77221e+13
 1.2e+09 2.63699e+13 -2.63699e+13 2.63699e+13
 1.6e+09 5.28312e+13 -5.28312e+13 5.28312e+13
 2e+09 9.17456e+13 -9.17456e+13 9.17456e+13
