Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 118756 116132 120962 118617
 100000 471956 461418 480769 471381
 150000 1.05554e+06 1.03173e+06 1.07543e+06 1.05423e+06
 200000 1.86556e+06 1.82305e+06 1.90114e+06 1.86325e+06
 250000 2.89821e+06 2.83151e+06 2.95425e+06 2.89466e+06
 300000 4.14981e+06 4.05339e+06 4.23123e+06 4.14481e+06
 350000 5.61682e+06 5.4851e+06 5.72874e+06 5.61022e+06
 400000 7.2958e+06 7.12315e+06 7.44356e+06 7.2875e+06
 450000 9.18343e+06 8.96419e+06 9.37256e+06 9.17339e+06
 500000 1.12765e+07 1.1005e+07 1.15127e+07 1.12647e+07
 500000 1.12694e+07 1.09987e+07 1.14996e+07 1.12559e+07
 1e+06 4.28518e+07 4.17369e+07 4.38741e+07 4.2821e+07
 1.5e+06 9.20323e+07 8.95306e+07 9.43479e+07 9.19703e+07
 2e+06 1.56771e+08 1.5222e+08 1.60516e+08 1.56503e+08
 2.5e+06 2.35344e+08 2.28117e+08 2.40349e+08 2.34603e+08
 3e+06 3.26317e+08 3.15762e+08 3.32097e+08 3.24725e+08
 3.5e+06 4.28333e+08 4.13885e+08 4.34351e+08 4.25523e+08
 4e+06 5.40229e+08 5.21356e+08 5.45869e+08 5.35818e+08
 4.5e+06 6.60962e+08 6.37164e+08 6.65437e+08 6.54521e+08
 5e+06 7.89509e+08 7.60491e+08 7.91988e+08 7.80663e+08
 5e+06 8.02119e+08 7.63918e+08 7.91602e+08 7.85879e+08
 1e+07 2.35878e+09 2.31512e+09 2.30801e+09 2.32731e+09
 1.5e+07 4.21042e+09 4.13284e+09 4.11488e+09 4.15271e+09
 2e+07 6.30292e+09 6.0605e+09 5.99261e+09 6.11867e+09
 2.5e+07 8.57309e+09 8.06912e+09 7.79864e+09 8.14695e+09
 3e+07 1.08898e+10 1.01136e+10 9.4623e+09 1.01552e+10
 3.5e+07 1.32233e+10 1.22657e+10 1.09442e+10 1.21444e+10
 4e+07 1.55378e+10 1.45079e+10 1.23215e+10 1.41224e+10
 4.5e+07 1.78579e+10 1.67133e+10 1.36678e+10 1.60796e+10
 5e+07 2.00702e+10 1.8807e+10 1.48901e+10 1.79224e+10
 5e+07 2.34345e+10 1.68223e+10 1.46208e+10 1.82925e+10
 1e+08 3.46971e+10 4.0354e+10 2.78707e+10 3.43073e+10
 1.5e+08 6.15899e+10 6.88242e+10 4.34122e+10 5.79421e+10
 2e+08 8.92202e+10 9.33716e+10 6.06432e+10 8.10783e+10
 2.5e+08 1.1794e+11 1.10938e+11 8.40069e+10 1.04295e+11
 3e+08 1.58732e+11 1.22819e+11 1.04762e+11 1.28771e+11
 3.5e+08 1.83788e+11 1.28247e+11 1.29216e+11 1.47084e+11
 4e+08 2.09568e+11 1.37035e+11 1.63742e+11 1.70115e+11
 4.5e+08 2.31142e+11 1.41988e+11 2.11819e+11 1.94983e+11
 5e+08 2.52872e+11 1.53304e+11 2.5322e+11 2.19799e+11
 5e+08 2.53314e+11 4.59508e+11 2.46199e+11 3.19674e+11
 1e+09 8.42026e+11 4.81654e+11 1.04843e+12 7.90703e+11
 1.5e+09 1.50018e+12 2.27736e+11 2.3533e+12 1.36041e+12
 2e+09 1.81701e+12 7.23409e+10 3.86536e+12 1.91824e+12
