Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 5.2888e+06 -5.2888e+06 5.2888e+06
 100000 2.10818e+07 -2.10818e+07 2.10818e+07
 150000 4.72697e+07 -4.72697e+07 4.72697e+07
 200000 8.37446e+07 -8.37446e+07 8.37446e+07
 250000 1.30399e+08 -1.30399e+08 1.30399e+08
 300000 1.87126e+08 -1.87126e+08 1.87126e+08
 350000 2.53821e+08 -2.53821e+08 2.53821e+08
 400000 3.30379e+08 -3.30379e+08 3.30379e+08
 450000 4.16698e+08 -4.16698e+08 4.16698e+08
 500000 5.12677e+08 -5.12677e+08 5.12677e+08
 550000 6.18215e+08 -6.18215e+08 6.18215e+08
 600000 7.33213e+08 -7.33213e+08 7.33213e+08
 650000 8.57572e+08 -8.57572e+08 8.57572e+08
 700000 9.91193e+08 -9.91193e+08 9.91193e+08
 750000 1.13398e+09 -1.13398e+09 1.13398e+09
 800000 1.28583e+09 -1.28583e+09 1.28583e+09
 850000 1.44666e+09 -1.44666e+09 1.44666e+09
 900000 1.61638e+09 -1.61638e+09 1.61638e+09
 950000 1.79488e+09 -1.79488e+09 1.79488e+09
 1e+06 1.98208e+09 -1.98208e+09 1.98208e+09
 1e+06 1.98358e+09 -1.98358e+09 1.98358e+09
 2e+06 7.4161e+09 -7.4161e+09 7.4161e+09
 3e+06 1.56363e+10 -1.56363e+10 1.56363e+10
 4e+06 2.61172e+10 -2.61172e+10 2.61172e+10
 5e+06 3.84252e+10 -3.84252e+10 3.84252e+10
 6e+06 5.21917e+10 -5.21917e+10 5.21917e+10
 7e+06 6.71062e+10 -6.71062e+10 6.71062e+10
 8e+06 8.29281e+10 -8.29281e+10 8.29281e+10
 9e+06 9.94813e+10 -9.94813e+10 9.94813e+10
 1e+07 1.16635e+11 -1.16635e+11 1.16635e+11
 1.1e+07 1.34282e+11 -1.34282e+11 1.34282e+11
 1.2e+07 1.52338e+11 -1.52338e+11 1.52338e+11
 1.3e+07 1.7074e+11 -1.7074e+11 1.7074e+11
 1.4e+07 1.89448e+11 -1.89448e+11 1.89448e+11
 1.5e+07 2.08429e+11 -2.08429e+11 2.08429e+11
 1.6e+07 2.27668e+11 -2.27668e+11 2.27668e+11
 1.7e+07 2.47146e+11 -2.47146e+11 2.47146e+11
 1.8e+07 2.66831e+11 -2.66831e+11 2.66831e+11
 1.9e+07 2.86658e+11 -2.86658e+11 2.86658e+11
 2e+07 3.06578e+11 -3.06578e+11 3.06578e+11
 2e+07 3.1063e+11 -3.1063e+11 3.1063e+11
 4e+07 6.9476e+11 -6.9476e+11 6.9476e+11
 6e+07 1.05734e+12 -1.05734e+12 1.05734e+12
 8e+07 1.46055e+12 -1.46055e+12 1.46055e+12
 1e+08 1.9063e+12 -1.9063e+12 1.9063e+12
 1.2e+08 2.36277e+12 -2.36277e+12 2.36277e+12
 1.4e+08 2.79821e+12 -2.79821e+12 2.79821e+12
 1.6e+08 3.25699e+12 -3.25699e+12 3.25699e+12
 1.8e+08 3.76311e+12 -3.76311e+12 3.76311e+12
 2e+08 4.27418e+12 -4.27418e+12 4.27418e+12
 2.2e+08 4.84002e+12 -4.84002e+12 4.84002e+12
 2.4e+08 5.47884e+12 -5.47884e+12 5.47884e+12
 2.6e+08 6.12042e+12 -6.12042e+12 6.12042e+12
 2.8e+08 6.7866e+12 -6.7866e+12 6.7866e+12
 3e+08 7.53713e+12 -7.53713e+12 7.53713e+12
 3.2e+08 8.322e+12 -8.322e+12 8.322e+12
 3.4e+08 9.07672e+12 -9.07672e+12 9.07672e+12
 3.6e+08 9.79861e+12 -9.79861e+12 9.79861e+12
 3.8e+08 1.05089e+13 -1.05089e+13 1.05089e+13
 4e+08 1.11577e+13 -1.11577e+13 1.11577e+13
 4e+08 1.16806e+13 -1.16806e+13 1.16806e+13
 8e+08 2.84593e+13 -2.84593e+13 2.84593e+13
 1.2e+09 2.61027e+13 -2.61027e+13 2.61027e+13
 1.6e+09 1.47719e+13 -1.47719e+13 1.47719e+13
 2e+09 1.66099e+13 -1.66099e+13 1.66099e+13
