Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.7926e+07
 100000 1.47574e+08
 150000 3.23133e+08
 200000 5.59265e+08
 250000 8.51068e+08
 300000 1.19404e+09
 350000 1.58404e+09
 400000 2.01728e+09
 450000 2.49026e+09
 500000 2.99977e+09
 550000 3.54285e+09
 600000 4.11681e+09
 650000 4.71915e+09
 700000 5.34757e+09
 750000 5.99999e+09
 800000 6.67445e+09
 850000 7.3692e+09
 900000 8.08259e+09
 950000 8.81312e+09
 1e+06 9.55942e+09
 1e+06 9.56269e+09
 2e+06 2.64214e+10
 3e+06 4.46523e+10
 4e+06 6.31434e+10
 5e+06 8.16675e+10
 6e+06 1.00171e+11
 7e+06 1.18661e+11
 8e+06 1.37158e+11
 9e+06 1.55672e+11
 1e+07 1.742e+11
 1.1e+07 1.92733e+11
 1.2e+07 2.11268e+11
 1.3e+07 2.29809e+11
 1.4e+07 2.48358e+11
 1.5e+07 2.6692e+11
 1.6e+07 2.85498e+11
 1.7e+07 3.04082e+11
 1.8e+07 3.2267e+11
 1.9e+07 3.41261e+11
 2e+07 3.59863e+11
 2e+07 3.59272e+11
 4e+07 7.30896e+11
 6e+07 1.10159e+12
 8e+07 1.47146e+12
 1e+08 1.84048e+12
 1.2e+08 2.20844e+12
 1.4e+08 2.57683e+12
 1.6e+08 2.94234e+12
 1.8e+08 3.30644e+12
 2e+08 3.67047e+12
 2.2e+08 4.03816e+12
 2.4e+08 4.40733e+12
 2.6e+08 4.7781e+12
 2.8e+08 5.14868e+12
 3e+08 5.51743e+12
 3.2e+08 5.88917e+12
 3.4e+08 6.26348e+12
 3.6e+08 6.63289e+12
 3.8e+08 7.00016e+12
 4e+08 7.36584e+12
 4e+08 7.36771e+12
 8e+08 1.4548e+13
