Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 2.17495e-16
 100000 5.23098e-16
 150000 8.60158e-16
 200000 1.22837e-15
 250000 1.62693e-15
 300000 2.05417e-15
 350000 2.50686e-15
 400000 2.9853e-15
 450000 3.49504e-15
 500000 4.03434e-15
 550000 4.59943e-15
 600000 5.19025e-15
 650000 5.80983e-15
 700000 6.4558e-15
 750000 7.1285e-15
 800000 7.8307e-15
 850000 8.56354e-15
 900000 9.3259e-15
 950000 1.01152e-14
 1e+06 1.09294e-14
 1e+06 1.09023e-14
 2e+06 3.31975e-14
 3e+06 6.69079e-14
 4e+06 1.11625e-13
 5e+06 1.67882e-13
 6e+06 2.35307e-13
 7e+06 3.13792e-13
 8e+06 4.03181e-13
 9e+06 5.03758e-13
 1e+07 6.15731e-13
 1.1e+07 7.39024e-13
 1.2e+07 8.73671e-13
 1.3e+07 1.01989e-12
 1.4e+07 1.17755e-12
 1.5e+07 1.3465e-12
 1.6e+07 1.52678e-12
 1.7e+07 1.71811e-12
 1.8e+07 1.92073e-12
 1.9e+07 2.13464e-12
 2e+07 2.35988e-12
 2e+07 2.3282e-12
 4e+07 9.11443e-12
 6e+07 2.03316e-11
 8e+07 3.59331e-11
 1e+08 5.58232e-11
 1.2e+08 8.03975e-11
 1.4e+08 1.0963e-10
 1.6e+08 1.43567e-10
 1.8e+08 1.82349e-10
 2e+08 2.25991e-10
 2.2e+08 2.74387e-10
 2.4e+08 3.27828e-10
 2.6e+08 3.86739e-10
 2.8e+08 4.50442e-10
 3e+08 5.19406e-10
 3.2e+08 5.93606e-10
 3.4e+08 6.72312e-10
 3.6e+08 7.55313e-10
 3.8e+08 8.4202e-10
 4e+08 9.32336e-10
 4e+08 7.62565e-10
 8e+08 2.67628e-09
