Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 560.967 506.97 523.382 530.44
 100000 2188.17 1971.91 2038.2 2066.09
 150000 4810.7 4322.97 4474.49 4536.05
 200000 8362.31 7493.09 7768.11 7874.51
 250000 12781.7 11422.1 11860.2 12021.3
 300000 18011.1 16056.1 16696.4 16921.2
 350000 23996 21345.3 22226.9 22522.7
 400000 30685.4 27244.8 28405.9 28778.7
 450000 38033 33712.3 35192.1 35645.8
 500000 45997.6 40707.8 42547.3 43084.2
 500000 45836.2 40751.2 42480.6 43022.7
 1e+06 151738 132738 140127 141534
 1.5e+06 288188 249155 265694 267679
 2e+06 440926 377885 404512 407774
 2.5e+06 602964 510585 547371 553640
 3e+06 768389 642060 689813 700087
 3.5e+06 934543 772031 829753 845442
 4e+06 1.10001e+06 901227 966273 989171
 4.5e+06 1.26591e+06 1.02966e+06 1.10068e+06 1.13208e+06
 5e+06 1.43461e+06 1.15876e+06 1.2344e+06 1.27593e+06
 5e+06 1.26638e+06 1.13338e+06 1.30126e+06 1.23367e+06
 1e+07 2.88611e+06 2.44418e+06 2.50445e+06 2.61158e+06
 1.5e+07 4.86582e+06 3.70006e+06 3.81202e+06 4.12597e+06
 2e+07 6.99327e+06 4.94608e+06 5.14487e+06 5.69474e+06
 2.5e+07 8.87153e+06 6.2046e+06 6.09121e+06 7.05578e+06
 3e+07 1.04919e+07 7.73348e+06 7.20755e+06 8.47765e+06
 3.5e+07 1.21457e+07 9.40377e+06 8.02611e+06 9.85853e+06
 4e+07 1.37333e+07 1.10168e+07 8.92285e+06 1.12243e+07
 4.5e+07 1.515e+07 1.24217e+07 9.6972e+06 1.2423e+07
 5e+07 1.64354e+07 1.37467e+07 1.05511e+07 1.35778e+07
 5e+07 1.5789e+07 1.47331e+07 1.00229e+07 1.3515e+07
 1e+08 2.60701e+07 1.95968e+07 1.74526e+07 2.10398e+07
 1.5e+08 4.17154e+07 3.17205e+07 2.59804e+07 3.31388e+07
 2e+08 5.89171e+07 4.0298e+07 3.37459e+07 4.43203e+07
 2.5e+08 7.6256e+07 5.742e+07 4.31576e+07 5.89445e+07
 3e+08 9.66236e+07 6.91088e+07 4.88092e+07 7.15138e+07
 3.5e+08 9.9021e+07 7.5641e+07 5.12593e+07 7.53071e+07
 4e+08 9.71308e+07 8.18134e+07 4.86104e+07 7.58515e+07
 4.5e+08 7.69057e+07 7.63721e+07 3.47296e+07 6.26691e+07
 5e+08 6.82673e+07 7.56114e+07 3.6731e+07 6.02032e+07
 5e+08 1.08887e+08 1.37115e+08 2.38069e+07 8.99363e+07
 1e+09 7.01736e+07 612344 2.77809e+07 3.28556e+07
