Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 882.601 841.956 960.997 895.185
 100000 3449.15 3287.89 3763.13 3500.06
 150000 7592.78 7235.76 8300.83 7709.79
 200000 13213 12589.6 14474 13425.6
 250000 20215.2 19256.8 22188.5 20553.5
 300000 28511.7 27148.2 31356.8 29005.6
 350000 38021.4 36181.4 41899.8 38700.9
 400000 48667 46281.6 53743.8 49564.2
 450000 60376.6 57378 66819.5 61524.7
 500000 73082.9 69404.3 81060.7 74516
 500000 73022.7 69297.8 81095.4 74471.9
 1e+06 242485 228096 275733 248771
 1.5e+06 460299 427607 537534 475147
 2e+06 702622 643398 843109 729710
 2.5e+06 959497 867629 1.17698e+06 1.00137e+06
 3e+06 1.22489e+06 1.10093e+06 1.52958e+06 1.28513e+06
 3.5e+06 1.49367e+06 1.34558e+06 1.89573e+06 1.57833e+06
 4e+06 1.76229e+06 1.60108e+06 2.27329e+06 1.87888e+06
 4.5e+06 2.0293e+06 1.86341e+06 2.65897e+06 2.1839e+06
 5e+06 2.2927e+06 2.12996e+06 3.04897e+06 2.49054e+06
 5e+06 2.32107e+06 2.26996e+06 3.18529e+06 2.59211e+06
 1e+07 4.93771e+06 4.93047e+06 7.39329e+06 5.75382e+06
 1.5e+07 7.64345e+06 6.78982e+06 1.1945e+07 8.79275e+06
 2e+07 1.04063e+07 8.86749e+06 1.67436e+07 1.20058e+07
 2.5e+07 1.2745e+07 1.10819e+07 2.20666e+07 1.52978e+07
 3e+07 1.47292e+07 1.38421e+07 2.76662e+07 1.87458e+07
 3.5e+07 1.71634e+07 1.69267e+07 3.37572e+07 2.26158e+07
 4e+07 1.95942e+07 1.89391e+07 3.94843e+07 2.60059e+07
 4.5e+07 2.17776e+07 2.014e+07 4.50808e+07 2.89995e+07
 5e+07 2.43619e+07 2.12325e+07 5.05729e+07 3.20558e+07
 5e+07 2.56525e+07 2.54701e+07 6.03066e+07 3.71431e+07
 1e+08 3.50751e+07 3.42759e+07 8.73072e+07 5.22194e+07
 1.5e+08 4.24178e+07 2.63524e+07 1.31416e+08 6.67289e+07
 2e+08 5.58535e+07 2.55622e+07 1.23634e+08 6.83498e+07
 2.5e+08 6.2386e+07 3.83681e+07 1.43972e+08 8.15752e+07
 3e+08 6.80766e+07 2.71044e+07 1.43596e+08 7.95924e+07
 3.5e+08 8.49623e+07 3.3746e+07 1.28173e+08 8.22937e+07
 4e+08 1.20076e+08 2.92518e+07 1.2913e+08 9.2819e+07
 4.5e+08 1.33062e+08 2.75121e+07 1.06097e+08 8.88904e+07
 5e+08 1.56732e+08 2.68667e+07 1.24765e+08 1.02788e+08
 5e+08 1.27439e+07 6.709e+07 2.79935e+08 1.19923e+08
 1e+09 6.32596e+06 1.60391e+08 9.068e+07 8.5799e+07
