Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 5.08156e+07
 100000 1.98698e+08
 150000 4.37148e+08
 200000 7.60106e+08
 250000 1.16192e+09
 300000 1.63733e+09
 350000 2.18142e+09
 400000 2.7896e+09
 450000 3.45761e+09
 500000 4.18145e+09
 550000 4.9574e+09
 600000 5.78199e+09
 650000 6.65198e+09
 700000 7.56435e+09
 750000 8.51628e+09
 800000 9.50513e+09
 850000 1.05285e+10
 900000 1.1584e+10
 950000 1.26695e+10
 1e+06 1.37831e+10
 1e+06 1.37803e+10
 2e+06 3.97995e+10
 3e+06 6.89249e+10
 4e+06 9.88356e+10
 5e+06 1.28945e+11
 6e+06 1.59101e+11
 7e+06 1.89285e+11
 8e+06 2.19467e+11
 9e+06 2.49627e+11
 1e+07 2.79774e+11
 1.1e+07 3.09926e+11
 1.2e+07 3.4007e+11
 1.3e+07 3.70218e+11
 1.4e+07 4.0037e+11
 1.5e+07 4.30534e+11
 1.6e+07 4.60698e+11
 1.7e+07 4.90861e+11
 1.8e+07 5.21024e+11
 1.9e+07 5.51182e+11
 2e+07 5.81335e+11
 2e+07 5.80815e+11
 4e+07 1.18273e+12
 6e+07 1.7832e+12
 8e+07 2.38557e+12
 1e+08 2.98942e+12
 1.2e+08 3.58912e+12
 1.4e+08 4.18623e+12
 1.6e+08 4.78891e+12
 1.8e+08 5.39583e+12
 2e+08 5.99982e+12
 2.2e+08 6.60294e+12
 2.4e+08 7.2074e+12
 2.6e+08 7.81062e+12
 2.8e+08 8.42295e+12
 3e+08 9.03664e+12
 3.2e+08 9.64951e+12
 3.4e+08 1.02622e+13
 3.6e+08 1.08796e+13
 3.8e+08 1.14942e+13
 4e+08 1.21029e+13
 4e+08 1.21243e+13
 8e+08 2.40843e+13
