Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.4799e-15
 100000 3.89485e-15
 150000 6.74897e-15
 200000 9.94377e-15
 250000 1.34385e-14
 300000 1.72089e-14
 350000 2.12503e-14
 400000 2.55519e-14
 450000 3.01194e-14
 500000 3.4937e-14
 550000 4.00078e-14
 600000 4.53416e-14
 650000 5.09352e-14
 700000 5.6796e-14
 750000 6.29376e-14
 800000 6.93547e-14
 850000 7.60488e-14
 900000 8.30229e-14
 950000 9.02691e-14
 1e+06 9.77995e-14
 1e+06 9.83414e-14
 2e+06 3.05499e-13
 3e+06 6.20468e-13
 4e+06 1.04442e-12
 5e+06 1.57721e-12
 6e+06 2.21885e-12
 7e+06 2.96913e-12
 8e+06 3.82782e-12
 9e+06 4.7937e-12
 1e+07 5.86917e-12
 1.1e+07 7.05423e-12
 1.2e+07 8.34896e-12
 1.3e+07 9.75201e-12
 1.4e+07 1.12645e-11
 1.5e+07 1.28878e-11
 1.6e+07 1.46214e-11
 1.7e+07 1.64644e-11
 1.8e+07 1.8416e-11
 1.9e+07 2.04758e-11
 2e+07 2.26459e-11
 2e+07 2.25509e-11
 4e+07 8.87985e-11
 6e+07 1.98369e-10
 8e+07 3.50624e-10
 1e+08 5.46164e-10
 1.2e+08 7.8505e-10
 1.4e+08 1.06754e-09
 1.6e+08 1.39289e-09
 1.8e+08 1.76162e-09
 2e+08 2.1731e-09
 2.2e+08 2.62712e-09
 2.4e+08 3.12456e-09
 2.6e+08 3.66455e-09
 2.8e+08 4.24807e-09
 3e+08 4.87724e-09
 3.2e+08 5.55075e-09
 3.4e+08 6.26843e-09
 3.6e+08 7.02846e-09
 3.8e+08 7.83247e-09
 4e+08 8.67807e-09
 4e+08 8.54588e-09
 8e+08 3.42671e-08
 1.2e+09 7.57051e-08
 1.6e+09 1.31477e-07
 2e+09 2.00619e-07
