# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 41405.5 0.817423 6948.68 0.977319 6.84989e-05
200000 41841.2 -0.0552875 7021.94 0.991579 6.87822e-05
300000 41982.7 3.48645 7045.1 1.0066 6.95575e-05
400000 41693.7 -0.116308 6997.21 1.00778 7.0156e-05
500000 41655.7 -0.0794108 6990.82 0.999437 6.96364e-05
600000 41993.5 0.90337 7047.34 1.01684 7.0271e-05
700000 41677.6 -0.0544553 6994.49 0.994007 6.92286e-05
800000 41770 -0.0895991 7010.01 1.00032 6.95047e-05
900000 41804.6 0.538745 7015.71 0.995903 6.91264e-05
1000000 41590.4 0.658089 6979.74 1.02486 7.15131e-05
1100000 41981.3 -0.135585 7045.47 1.00416 6.9414e-05
1200000 41351.4 -0.121714 6939.76 1.007 7.06806e-05
1300000 41753.9 -0.0399296 7007.3 0.997476 6.93429e-05
1400000 41494.5 -0.0144683 6963.75 0.999977 6.99499e-05
1500000 41283.8 -0.15778 6928.43 0.993114 6.98072e-05
1600000 41846.2 -0.0820064 7022.79 0.992494 6.88063e-05
1700000 40943.5 -0.0317889 6871.29 0.990421 7.02006e-05
1800000 41507.7 -0.195068 6966 0.987864 6.90591e-05
1900000 41662.4 -0.12916 6991.96 1.00504 7.00168e-05
2000000 42951 -0.0536164 7208.2 1.02493 6.9259e-05
2100000 41572.8 -0.0502481 6976.9 0.996172 6.95641e-05
2200000 41716.9 -0.109056 7001.1 1.00091 6.96328e-05
2300000 42343.9 -0.0231639 7106.31 1.01234 6.94072e-05
2400000 41860.8 -0.183324 7025.25 0.99657 6.9086e-05
2500000 41793.5 -0.0461268 7013.94 0.989394 6.87083e-05
2600000 41207 -0.102266 6915.53 0.98877 6.9645e-05
2700000 41716.5 0.294656 7000.96 1.00185 6.96944e-05
2800000 41854.5 -0.0256835 7024.17 1.01168 7.01514e-05
2900000 42540.2 0.241742 7139.2 1.03709 7.07415e-05
3000000 42248.4 -0.0223446 7090.27 1.01386 6.96273e-05
3100000 41989.5 -0.0765353 7046.84 1.00407 6.93994e-05
3200000 41700.6 -0.0170176 6998.34 0.999197 6.95325e-05
3300000 41733.5 1.12173 7003.68 0.998732 6.94205e-05
3400000 41297.7 -0.0233229 6930.73 0.988269 6.94355e-05
3500000 41410.2 -0.0501106 6949.62 0.990557 6.94305e-05
3600000 42277.7 0.255707 7095.15 1.00618 6.90889e-05
3700000 41193 -0.0588415 6913.16 1.00116 7.05407e-05
3800000 42010.1 -0.0816843 7050.29 1.0136 7.0024e-05
3900000 41334 -0.100073 6936.83 0.985129 6.91806e-05
4000000 41517.8 -0.0531457 6967.67 0.999455 6.98513e-05
4100000 41339.8 1.89524 6937.47 0.996319 6.99213e-05
4200000 41646.3 -0.00715037 6989.23 1.01253 7.05543e-05
4300000 41825.8 -0.0518669 7019.36 1.00731 6.99e-05
4400000 42428.4 2.50798 7120.06 1.01043 6.90989e-05
4500000 41990.4 0.380603 7046.91 1.01432 7.00963e-05
4600000 41323.1 0.0220135 6934.99 0.990608 6.95681e-05
4700000 41689.4 3.41861 6995.9 0.998443 6.94834e-05
4800000 41495.1 1.09387 6963.67 1.00429 7.02302e-05
4900000 41182.7 -0.107066 6911.45 0.97412 6.86502e-05
5000000 41813.7 -0.0400037 7017.34 1.01616 7.05402e-05
5100000 41438.9 -0.0688375 6954.43 0.983926 6.89042e-05
5200000 42064.3 0.0530485 7059.37 1.02075 7.04166e-05
5300000 41783.2 -0.0956143 7012.22 1.01506 7.05016e-05
5400000 41985.3 -0.104379 7046.14 1.00849 6.97082e-05
5500000 41225.2 -0.0308379 6918.57 0.991677 6.982e-05
5600000 41551.2 -0.0977846 6973.28 1.00151 6.99354e-05
5700000 41869.5 -0.201942 7026.72 1.01366 7.02844e-05
5800000 41601.5 -0.109371 6981.73 1.00232 6.99249e-05
5900000 41153.2 0.0543569 6906.46 0.990108 6.98314e-05
6000000 42190.8 -0.0531296 7080.61 1.00804 6.9346e-05
6100000 41732.1 0.273972 7003.58 1.0005 6.95709e-05
6200000 41369.1 0.0533635 6942.69 0.980771 6.88121e-05
6300000 41521.7 -0.0927077 6968.34 0.99723 6.96862e-05
6400000 41750.1 0.0767646 7006.64 1.01082 7.02886e-05
6500000 41598.5 -0.0346022 6981.21 0.987896 6.89301e-05
6600000 41395.6 0.131053 6947.14 1.00015 7.01041e-05
6700000 42164.8 -0.0830334 7076.26 1.00414 6.91171e-05
6800000 41999.3 -0.0210287 7048.48 1.00497 6.94583e-05
6900000 41933.7 -0.159845 7037.48 0.991301 6.8614e-05
7000000 41866.9 -0.0368739 7026.26 1.01243 7.01981e-05
7100000 41991.6 -0.0950503 7047.19 0.995378 6.87983e-05
7200000 42606.5 -0.180181 7150.41 1.02296 6.96849e-05
7300000 41603.2 0.0570569 6981.99 1.00114 6.9827e-05
7400000 42045.2 -0.0428316 7056.18 1.01851 7.0321e-05
7500000 41634 0.105974 6987.14 1.0031 6.99328e-05
7600000 42224.2 0.0120213 7086.21 1.00754 6.92553e-05
7700000 41035.1 -0.083125 6886.67 0.975906 6.90283e-05
7800000 41928.4 -0.080164 7036.59 1.00599 6.96574e-05
7900000 41645.6 -0.0793829 6989.12 1.00327 6.9909e-05
8000000 41987.1 -0.0116669 7046.42 0.989837 6.84184e-05
8100000 41220.9 -0.110942 6917.85 0.979262 6.89492e-05
8200000 41019.2 -0.157765 6884.01 0.997347 7.05732e-05
8300000 41845.9 -0.0165777 7022.73 0.997883 6.9192e-05
8400000 41926.7 -0.169392 7036.32 1.00908 6.985e-05
8500000 41470.4 0.490844 6959.63 0.987815 6.91327e-05
8600000 41996.4 -0.148268 7048.01 1.01333 7.00724e-05
8700000 41436.5 -0.0558174 6954.03 1.00369 7.0293e-05
8800000 41895.9 0.250579 7031.08 1.02091 7.07025e-05
8900000 42174.5 -0.13087 7077.89 1.01324 6.9713e-05
9000000 41472.4 -0.0479494 6960.05 0.982978 6.88208e-05
9100000 41769.6 -0.00716575 7009.93 0.993819 6.90578e-05
9200000 41898.9 -0.157818 7031.65 0.999104 6.91639e-05
9300000 40995.1 -0.0811953 6879.96 0.977779 6.92232e-05
9400000 41439.8 -0.020269 6954.58 0.983233 6.88592e-05
9500000 41866.6 0.208835 7026.17 1.01237 7.01654e-05
9600000 41901.8 -0.0396116 7032.12 1.01012 6.99909e-05
9700000 41611.2 -0.0281023 6983.34 0.991967 6.91923e-05
9800000 41506.7 1.0807 6965.63 0.980869 6.85873e-05
9900000 40981.3 7.15006 6876.42 0.999445 7.07462e-05
10000000 41988.4 -0.0467931 7046.65 1.01093 6.98679e-05
