Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.62023e+08
 100000 1.44008e+09
 150000 3.22232e+09
 200000 5.69706e+09
 250000 8.85284e+09
 300000 1.26784e+10
 350000 1.71626e+10
 400000 2.22946e+10
 450000 2.80637e+10
 500000 3.44592e+10
 550000 4.14709e+10
 600000 4.90885e+10
 650000 5.73021e+10
 700000 6.61017e+10
 750000 7.54777e+10
 800000 8.54206e+10
 850000 9.59209e+10
 900000 1.06969e+11
 950000 1.18557e+11
 1e+06 1.30675e+11
 1e+06 1.3069e+11
 2e+06 4.7194e+11
 3e+06 9.64126e+11
 4e+06 1.56457e+12
 5e+06 2.24263e+12
 6e+06 2.97641e+12
 7e+06 3.75025e+12
 8e+06 4.55289e+12
 9e+06 5.37626e+12
 1e+07 6.21456e+12
 1.1e+07 7.06358e+12
 1.2e+07 7.92031e+12
 1.3e+07 8.78261e+12
 1.4e+07 9.64892e+12
 1.5e+07 1.05181e+13
 1.6e+07 1.13893e+13
 1.7e+07 1.2262e+13
 1.8e+07 1.31355e+13
 1.9e+07 1.40097e+13
 2e+07 1.48842e+13
 2e+07 1.48789e+13
 4e+07 3.2379e+13
 6e+07 4.98187e+13
 8e+07 6.71825e+13
 1e+08 8.45655e+13
 1.2e+08 1.01856e+14
 1.4e+08 1.19178e+14
 1.6e+08 1.36485e+14
 1.8e+08 1.53784e+14
 2e+08 1.71071e+14
 2.2e+08 1.88317e+14
 2.4e+08 2.05518e+14
 2.6e+08 2.22727e+14
 2.8e+08 2.39949e+14
 3e+08 2.57098e+14
 3.2e+08 2.74294e+14
 3.4e+08 2.91452e+14
 3.6e+08 3.08582e+14
 3.8e+08 3.25733e+14
 4e+08 3.42878e+14
 4e+08 3.43915e+14
 8e+08 6.94121e+14
 1.2e+09 1.05063e+15
 1.6e+09 1.40698e+15
 2e+09 1.75737e+15
