Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 48264 50471.8 44614.2 47783.3
 100000 192003 200833 177404 190080
 150000 429801 449653 396939 425464
 200000 760275 795508 701811 752531
 250000 1.18206e+06 1.23702e+06 1.09064e+06 1.16991e+06
 300000 1.69381e+06 1.77282e+06 1.56207e+06 1.67623e+06
 350000 2.29417e+06 2.40158e+06 2.11474e+06 2.27016e+06
 400000 2.98181e+06 3.12196e+06 2.74732e+06 2.95037e+06
 450000 3.75541e+06 3.93263e+06 3.45854e+06 3.71552e+06
 500000 4.61368e+06 4.83226e+06 4.24711e+06 4.56435e+06
 500000 4.61004e+06 4.83166e+06 4.24738e+06 4.56303e+06
 1e+06 1.75804e+07 1.84429e+07 1.61175e+07 1.73803e+07
 1.5e+06 3.7745e+07 3.9612e+07 3.44692e+07 3.72754e+07
 2e+06 6.41004e+07 6.72887e+07 5.83217e+07 6.3237e+07
 2.5e+06 9.58264e+07 1.00596e+08 8.68108e+07 9.4411e+07
 3e+06 1.32275e+08 1.38821e+08 1.19205e+08 1.301e+08
 3.5e+06 1.72918e+08 1.81371e+08 1.54886e+08 1.69725e+08
 4e+06 2.17285e+08 2.27738e+08 1.93319e+08 2.1278e+08
 4.5e+06 2.64972e+08 2.77491e+08 2.34027e+08 2.5883e+08
 5e+06 3.15576e+08 3.30284e+08 2.76641e+08 3.075e+08
 5e+06 3.14668e+08 3.36073e+08 2.83229e+08 3.11323e+08
 1e+07 9.17308e+08 9.80802e+08 7.72197e+08 8.90102e+08
 1.5e+07 1.61761e+09 1.72968e+09 1.27617e+09 1.54115e+09
 2e+07 2.3587e+09 2.46334e+09 1.75152e+09 2.19119e+09
 2.5e+07 3.13231e+09 3.14868e+09 2.18026e+09 2.82042e+09
 3e+07 3.93214e+09 3.79137e+09 2.59658e+09 3.44003e+09
 3.5e+07 4.78932e+09 4.45582e+09 3.0133e+09 4.08615e+09
 4e+07 5.67831e+09 5.16318e+09 3.41704e+09 4.75284e+09
 4.5e+07 6.57992e+09 5.91882e+09 3.81545e+09 5.43806e+09
 5e+07 7.45285e+09 6.70729e+09 4.22541e+09 6.12852e+09
 5e+07 7.56315e+09 5.47256e+09 5.32924e+09 6.12165e+09
 1e+08 1.53631e+10 1.15947e+10 1.08195e+10 1.25924e+10
 1.5e+08 2.2535e+10 1.71797e+10 1.54482e+10 1.83876e+10
 2e+08 3.14915e+10 2.19836e+10 2.22584e+10 2.52445e+10
 2.5e+08 4.15269e+10 2.76574e+10 3.18776e+10 3.36873e+10
 3e+08 5.09864e+10 3.59923e+10 4.37901e+10 4.35896e+10
 3.5e+08 6.19757e+10 4.70325e+10 5.31088e+10 5.4039e+10
 4e+08 7.01165e+10 5.77249e+10 6.123e+10 6.30238e+10
 4.5e+08 7.55001e+10 6.84739e+10 7.09043e+10 7.16261e+10
 5e+08 7.63718e+10 8.33397e+10 7.96833e+10 7.97983e+10
 5e+08 4.96293e+10 6.06667e+10 9.29508e+10 6.77489e+10
 1e+09 1.64468e+10 2.04633e+11 9.70071e+10 1.06029e+11
 1.5e+09 6.40655e+10 3.16545e+11 3.74243e+09 1.28118e+11
 2e+09 1.67003e+10 3.40134e+11 6.13981e+10 1.39411e+11
