Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 5.18237e+06 -5.18237e+06 5.18237e+06
 100000 2.06554e+07 -2.06554e+07 2.06554e+07
 150000 4.63087e+07 -4.63087e+07 4.63087e+07
 200000 8.2033e+07 -8.2033e+07 8.2033e+07
 250000 1.2772e+08 -1.2772e+08 1.2772e+08
 300000 1.83262e+08 -1.83262e+08 1.83262e+08
 350000 2.48554e+08 -2.48554e+08 2.48554e+08
 400000 3.23492e+08 -3.23492e+08 3.23492e+08
 450000 4.07972e+08 -4.07972e+08 4.07972e+08
 500000 5.01892e+08 -5.01892e+08 5.01892e+08
 550000 6.0515e+08 -6.0515e+08 6.0515e+08
 600000 7.17646e+08 -7.17646e+08 7.17646e+08
 650000 8.39278e+08 -8.39278e+08 8.39278e+08
 700000 9.6995e+08 -9.6995e+08 9.6995e+08
 750000 1.10956e+09 -1.10956e+09 1.10956e+09
 800000 1.25802e+09 -1.25802e+09 1.25802e+09
 850000 1.41522e+09 -1.41522e+09 1.41522e+09
 900000 1.58108e+09 -1.58108e+09 1.58108e+09
 950000 1.7555e+09 -1.7555e+09 1.7555e+09
 1e+06 1.93839e+09 -1.93839e+09 1.93839e+09
 1e+06 1.93812e+09 -1.93812e+09 1.93812e+09
 2e+06 7.23953e+09 -7.23953e+09 7.23953e+09
 3e+06 1.52344e+10 -1.52344e+10 1.52344e+10
 4e+06 2.5374e+10 -2.5374e+10 2.5374e+10
 5e+06 3.72349e+10 -3.72349e+10 3.72349e+10
 6e+06 5.04899e+10 -5.04899e+10 5.04899e+10
 7e+06 6.48982e+10 -6.48982e+10 6.48982e+10
 8e+06 8.02476e+10 -8.02476e+10 8.02476e+10
 9e+06 9.63509e+10 -9.63509e+10 9.63509e+10
 1e+07 1.13029e+11 -1.13029e+11 1.13029e+11
 1.1e+07 1.30133e+11 -1.30133e+11 1.30133e+11
 1.2e+07 1.47561e+11 -1.47561e+11 1.47561e+11
 1.3e+07 1.65233e+11 -1.65233e+11 1.65233e+11
 1.4e+07 1.83102e+11 -1.83102e+11 1.83102e+11
 1.5e+07 2.01147e+11 -2.01147e+11 2.01147e+11
 1.6e+07 2.19341e+11 -2.19341e+11 2.19341e+11
 1.7e+07 2.37653e+11 -2.37653e+11 2.37653e+11
 1.8e+07 2.56088e+11 -2.56088e+11 2.56088e+11
 1.9e+07 2.74634e+11 -2.74634e+11 2.74634e+11
 2e+07 2.93252e+11 -2.93252e+11 2.93252e+11
 2e+07 3.05307e+11 -3.05307e+11 3.05307e+11
 4e+07 6.73565e+11 -6.73565e+11 6.73565e+11
 6e+07 9.75293e+11 -9.75293e+11 9.75293e+11
 8e+07 1.2187e+12 -1.2187e+12 1.2187e+12
 1e+08 1.4715e+12 -1.4715e+12 1.4715e+12
 1.2e+08 1.70362e+12 -1.70362e+12 1.70362e+12
 1.4e+08 1.84145e+12 -1.84145e+12 1.84145e+12
 1.6e+08 1.9765e+12 -1.9765e+12 1.9765e+12
 1.8e+08 2.15623e+12 -2.15623e+12 2.15623e+12
 2e+08 2.34735e+12 -2.34735e+12 2.34735e+12
 2.2e+08 2.48726e+12 -2.48726e+12 2.48726e+12
 2.4e+08 2.66134e+12 -2.66134e+12 2.66134e+12
 2.6e+08 2.82846e+12 -2.82846e+12 2.82846e+12
 2.8e+08 3.00896e+12 -3.00896e+12 3.00896e+12
 3e+08 3.18309e+12 -3.18309e+12 3.18309e+12
 3.2e+08 3.39629e+12 -3.39629e+12 3.39629e+12
 3.4e+08 3.58821e+12 -3.58821e+12 3.58821e+12
 3.6e+08 3.7866e+12 -3.7866e+12 3.7866e+12
 3.8e+08 3.98267e+12 -3.98267e+12 3.98267e+12
 4e+08 4.13276e+12 -4.13276e+12 4.13276e+12
 4e+08 2.99738e+12 -2.99738e+12 2.99738e+12
 8e+08 6.65628e+12 -6.65628e+12 6.65628e+12
 1.2e+09 1.42663e+13 -1.42663e+13 1.42663e+13
 1.6e+09 2.26912e+13 -2.26912e+13 2.26912e+13
 2e+09 4.33819e+13 -4.33819e+13 4.33819e+13
