Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 4.05732e+07 5.72818e+06
 100000 1.61718e+08 2.24284e+07
 150000 3.62577e+08 4.9407e+07
 200000 6.42301e+08 8.60199e+07
 250000 1.00005e+09 1.3167e+08
 300000 1.43499e+09 1.85804e+08
 350000 1.94631e+09 2.47906e+08
 400000 2.53318e+09 3.17498e+08
 450000 3.19482e+09 3.94132e+08
 500000 3.93041e+09 4.77394e+08
 550000 4.73917e+09 5.66896e+08
 600000 5.62033e+09 6.62275e+08
 650000 6.5731e+09 7.63193e+08
 700000 7.59674e+09 8.69334e+08
 750000 8.69048e+09 9.80403e+08
 800000 9.85357e+09 1.09612e+09
 850000 1.10853e+10 1.21624e+09
 900000 1.23849e+10 1.3405e+09
 950000 1.37517e+10 1.46869e+09
 1e+06 1.51849e+10 1.60059e+09
 1e+06 1.51857e+10 1.60066e+09
 2e+06 5.6772e+10 4.78793e+09
 3e+06 1.19685e+11 8.53775e+09
 4e+06 1.99837e+11 1.25184e+10
 5e+06 2.93931e+11 1.66123e+10
 6e+06 3.99294e+11 2.07761e+10
 7e+06 5.13765e+11 2.49902e+10
 8e+06 6.35589e+11 2.92602e+10
 9e+06 7.6334e+11 3.35902e+10
 1e+07 8.9587e+11 3.79763e+10
 1.1e+07 1.03227e+12 4.24005e+10
 1.2e+07 1.17182e+12 4.68357e+10
 1.3e+07 1.31394e+12 5.12794e+10
 1.4e+07 1.45815e+12 5.57353e+10
 1.5e+07 1.60409e+12 6.01971e+10
 1.6e+07 1.75147e+12 6.46531e+10
 1.7e+07 1.90003e+12 6.90904e+10
 1.8e+07 2.04959e+12 7.35171e+10
 1.9e+07 2.2e+12 7.79385e+10
 2e+07 2.35111e+12 8.23612e+10
 2e+07 2.35683e+12 8.36855e+10
 4e+07 5.44689e+12 1.71004e+11
 6e+07 8.58784e+12 2.55335e+11
 8e+07 1.17145e+13 3.34181e+11
 1e+08 1.47808e+13 4.10948e+11
 1.2e+08 1.77874e+13 4.84409e+11
 1.4e+08 2.08136e+13 5.55576e+11
 1.6e+08 2.38594e+13 6.26881e+11
 1.8e+08 2.68845e+13 7.02988e+11
 2e+08 2.99275e+13 7.79095e+11
 2.2e+08 3.29636e+13 8.49964e+11
 2.4e+08 3.59891e+13 9.21467e+11
 2.6e+08 3.90054e+13 9.91992e+11
 2.8e+08 4.20068e+13 1.06221e+12
 3e+08 4.50036e+13 1.13147e+12
 3.2e+08 4.79449e+13 1.20191e+12
 3.4e+08 5.08171e+13 1.26877e+12
 3.6e+08 5.36039e+13 1.33927e+12
 3.8e+08 5.63658e+13 1.40937e+12
 4e+08 5.914e+13 1.46985e+12
 4e+08 6.14858e+13 1.4104e+12
 8e+08 1.1201e+14 2.46582e+12
 1.2e+09 1.64165e+14 4.04168e+12
 1.6e+09 2.25029e+14 5.24281e+12
 2e+09 2.83997e+14 8.11477e+12
