Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 4.02096e+07 2.24506e+06
 100000 1.60209e+08 8.86581e+06
 150000 3.59062e+08 1.96951e+07
 200000 6.35842e+08 3.45753e+07
 250000 9.89635e+08 5.33574e+07
 300000 1.41954e+09 7.59004e+07
 350000 1.92466e+09 1.0207e+08
 400000 2.50412e+09 1.31736e+08
 450000 3.15704e+09 1.64778e+08
 500000 3.88257e+09 2.01077e+08
 550000 4.67985e+09 2.40521e+08
 600000 5.54803e+09 2.83e+08
 650000 6.4863e+09 3.2841e+08
 700000 7.49383e+09 3.76651e+08
 750000 8.5698e+09 4.27626e+08
 800000 9.71342e+09 4.81243e+08
 850000 1.09239e+10 5.37414e+08
 900000 1.22004e+10 5.96053e+08
 950000 1.35423e+10 6.57077e+08
 1e+06 1.49486e+10 7.2041e+08
 1e+06 1.4947e+10 7.20465e+08
 2e+06 5.55239e+10 2.3728e+09
 3e+06 1.16355e+11 4.51642e+09
 4e+06 1.93202e+11 6.94355e+09
 5e+06 2.82719e+11 9.54744e+09
 6e+06 3.8226e+11 1.2269e+10
 7e+06 4.89734e+11 1.5076e+10
 8e+06 6.03483e+11 1.79452e+10
 9e+06 7.22187e+11 2.08569e+10
 1e+07 8.44817e+11 2.3802e+10
 1.1e+07 9.70583e+11 2.67677e+10
 1.2e+07 1.09885e+12 2.97478e+10
 1.3e+07 1.22911e+12 3.27414e+10
 1.4e+07 1.36095e+12 3.57424e+10
 1.5e+07 1.49408e+12 3.87428e+10
 1.6e+07 1.62823e+12 4.17415e+10
 1.7e+07 1.76321e+12 4.47466e+10
 1.8e+07 1.89885e+12 4.77591e+10
 1.9e+07 2.03503e+12 5.078e+10
 2e+07 2.17164e+12 5.38081e+10
 2e+07 2.16892e+12 5.26098e+10
 4e+07 4.94953e+12 1.16459e+11
 6e+07 7.7324e+12 1.82336e+11
 8e+07 1.05201e+13 2.50173e+11
 1e+08 1.33287e+13 3.16094e+11
 1.2e+08 1.61373e+13 3.82683e+11
 1.4e+08 1.89458e+13 4.54563e+11
 1.6e+08 2.17508e+13 5.27245e+11
 1.8e+08 2.4586e+13 6.00938e+11
 2e+08 2.7467e+13 6.77025e+11
 2.2e+08 3.03501e+13 7.51648e+11
 2.4e+08 3.3237e+13 8.2033e+11
 2.6e+08 3.61383e+13 8.90889e+11
 2.8e+08 3.90439e+13 9.59552e+11
 3e+08 4.19713e+13 1.0318e+12
 3.2e+08 4.48935e+13 1.10777e+12
 3.4e+08 4.77971e+13 1.17678e+12
 3.6e+08 5.06515e+13 1.2485e+12
 3.8e+08 5.34986e+13 1.3196e+12
 4e+08 5.63343e+13 1.38655e+12
 4e+08 5.64164e+13 1.46496e+12
 8e+08 1.14772e+14 2.80631e+12
 1.2e+09 1.69116e+14 4.07878e+12
 1.6e+09 2.26705e+14 4.59046e+12
 2e+09 2.9191e+14 4.74538e+12
