Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 2.24056e+06 -2.24056e+06 2.24056e+06
 100000 8.9281e+06 -8.9281e+06 8.9281e+06
 150000 2.00116e+07 -2.00116e+07 2.00116e+07
 200000 3.54405e+07 -3.54405e+07 3.54405e+07
 250000 5.51645e+07 -5.51645e+07 5.51645e+07
 300000 7.9134e+07 -7.9134e+07 7.9134e+07
 350000 1.07299e+08 -1.07299e+08 1.07299e+08
 400000 1.39611e+08 -1.39611e+08 1.39611e+08
 450000 1.76022e+08 -1.76022e+08 1.76022e+08
 500000 2.16482e+08 -2.16482e+08 2.16482e+08
 550000 2.60943e+08 -2.60943e+08 2.60943e+08
 600000 3.0936e+08 -3.0936e+08 3.0936e+08
 650000 3.61685e+08 -3.61685e+08 3.61685e+08
 700000 4.17873e+08 -4.17873e+08 4.17873e+08
 750000 4.77879e+08 -4.77879e+08 4.77879e+08
 800000 5.41659e+08 -5.41659e+08 5.41659e+08
 850000 6.0917e+08 -6.0917e+08 6.0917e+08
 900000 6.80369e+08 -6.80369e+08 6.80369e+08
 950000 7.55215e+08 -7.55215e+08 7.55215e+08
 1e+06 8.33669e+08 -8.33669e+08 8.33669e+08
 1e+06 8.34219e+08 -8.34219e+08 8.34219e+08
 2e+06 3.10234e+09 -3.10234e+09 3.10234e+09
 3e+06 6.52292e+09 -6.52292e+09 6.52292e+09
 4e+06 1.08767e+10 -1.08767e+10 1.08767e+10
 5e+06 1.59891e+10 -1.59891e+10 1.59891e+10
 6e+06 2.17179e+10 -2.17179e+10 2.17179e+10
 7e+06 2.79523e+10 -2.79523e+10 2.79523e+10
 8e+06 3.46028e+10 -3.46028e+10 3.46028e+10
 9e+06 4.15889e+10 -4.15889e+10 4.15889e+10
 1e+07 4.88441e+10 -4.88441e+10 4.88441e+10
 1.1e+07 5.63017e+10 -5.63017e+10 5.63017e+10
 1.2e+07 6.39097e+10 -6.39097e+10 6.39097e+10
 1.3e+07 7.16353e+10 -7.16353e+10 7.16353e+10
 1.4e+07 7.94514e+10 -7.94514e+10 7.94514e+10
 1.5e+07 8.73446e+10 -8.73446e+10 8.73446e+10
 1.6e+07 9.53097e+10 -9.53097e+10 9.53097e+10
 1.7e+07 1.03352e+11 -1.03352e+11 1.03352e+11
 1.8e+07 1.11468e+11 -1.11468e+11 1.11468e+11
 1.9e+07 1.19653e+11 -1.19653e+11 1.19653e+11
 2e+07 1.27907e+11 -1.27907e+11 1.27907e+11
 2e+07 1.26044e+11 -1.26044e+11 1.26044e+11
 4e+07 2.97837e+11 -2.97837e+11 2.97837e+11
 6e+07 4.83949e+11 -4.83949e+11 4.83949e+11
 8e+07 6.79542e+11 -6.79542e+11 6.79542e+11
 1e+08 8.70179e+11 -8.70179e+11 8.70179e+11
 1.2e+08 1.07479e+12 -1.07479e+12 1.07479e+12
 1.4e+08 1.3e+12 -1.3e+12 1.3e+12
 1.6e+08 1.54114e+12 -1.54114e+12 1.54114e+12
 1.8e+08 1.78587e+12 -1.78587e+12 1.78587e+12
 2e+08 2.04314e+12 -2.04314e+12 2.04314e+12
 2.2e+08 2.30244e+12 -2.30244e+12 2.30244e+12
 2.4e+08 2.53756e+12 -2.53756e+12 2.53756e+12
 2.6e+08 2.79091e+12 -2.79091e+12 2.79091e+12
 2.8e+08 3.03906e+12 -3.03906e+12 3.03906e+12
 3e+08 3.31243e+12 -3.31243e+12 3.31243e+12
 3.2e+08 3.62226e+12 -3.62226e+12 3.62226e+12
 3.4e+08 3.90219e+12 -3.90219e+12 3.90219e+12
 3.6e+08 4.1835e+12 -4.1835e+12 4.1835e+12
 3.8e+08 4.43511e+12 -4.43511e+12 4.43511e+12
 4e+08 4.64963e+12 -4.64963e+12 4.64963e+12
 4e+08 4.43603e+12 -4.43603e+12 4.43603e+12
 8e+08 8.84178e+12 -8.84178e+12 8.84178e+12
 1.2e+09 1.03893e+13 -1.03893e+13 1.03893e+13
 1.6e+09 8.25944e+12 -8.25944e+12 8.25944e+12
 2e+09 1.5072e+12 -1.5072e+12 1.5072e+12
