Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 8338.32 8318.88 8561.65 8406.28
 100000 33003.9 32930.6 33905.4 33279.9
 150000 73523.1 73370.3 75574.7 74156.1
 200000 129442 129185 133128 130585
 250000 200318 199937 206142 202132
 300000 285714 285200 294203 288372
 350000 385210 384562 396913 388895
 400000 498396 497628 513880 503301
 450000 624878 624012 644718 631202
 500000 764274 763334 789050 772220
 500000 764435 763579 788918 772311
 1e+06 2.79054e+06 2.79293e+06 2.90012e+06 2.82786e+06
 1.5e+06 5.75568e+06 5.7629e+06 6.01531e+06 5.84463e+06
 2e+06 9.42108e+06 9.42617e+06 9.88305e+06 9.57677e+06
 2.5e+06 1.36269e+07 1.35956e+07 1.43099e+07 1.38441e+07
 3e+06 1.8251e+07 1.81215e+07 1.91533e+07 1.85086e+07
 3.5e+06 2.31981e+07 2.2892e+07 2.43131e+07 2.34677e+07
 4e+06 2.83844e+07 2.78359e+07 2.97068e+07 2.86424e+07
 4.5e+06 3.37538e+07 3.29095e+07 3.52631e+07 3.39755e+07
 5e+06 3.92723e+07 3.80687e+07 4.09223e+07 3.94211e+07
 5e+06 3.95527e+07 3.84141e+07 4.03094e+07 3.94254e+07
 1e+07 9.87031e+07 9.07331e+07 9.83921e+07 9.59428e+07
 1.5e+07 1.63969e+08 1.45282e+08 1.59282e+08 1.56178e+08
 2e+07 2.2591e+08 2.01868e+08 2.21204e+08 2.16328e+08
 2.5e+07 2.86303e+08 2.54958e+08 2.75389e+08 2.72217e+08
 3e+07 3.47632e+08 3.13057e+08 3.28637e+08 3.29776e+08
 3.5e+07 4.09681e+08 3.76123e+08 3.84095e+08 3.89967e+08
 4e+07 4.70062e+08 4.43615e+08 4.32001e+08 4.48559e+08
 4.5e+07 5.2678e+08 5.10436e+08 4.78299e+08 5.05172e+08
 5e+07 5.80214e+08 5.71709e+08 5.25353e+08 5.59092e+08
 5e+07 6.42142e+08 6.05922e+08 5.24891e+08 5.90985e+08
 1e+08 1.32774e+09 1.24796e+09 8.75163e+08 1.15029e+09
 1.5e+08 2.1967e+09 1.96954e+09 1.31367e+09 1.82663e+09
 2e+08 2.72742e+09 2.84369e+09 1.77854e+09 2.44988e+09
 2.5e+08 2.9642e+09 3.67475e+09 2.07854e+09 2.90583e+09
 3e+08 2.95477e+09 4.39673e+09 2.22644e+09 3.19265e+09
 3.5e+08 2.85617e+09 4.89613e+09 2.24059e+09 3.33096e+09
 4e+08 2.84546e+09 5.26535e+09 2.18083e+09 3.43055e+09
 4.5e+08 3.33532e+09 5.49517e+09 2.18618e+09 3.67223e+09
 5e+08 3.88247e+09 5.31325e+09 2.37612e+09 3.85728e+09
 5e+08 5.52359e+09 6.95655e+09 3.5954e+09 5.35851e+09
 1e+09 1.21643e+10 1.48168e+10 5.23314e+09 1.07381e+10
 1.5e+09 8.97329e+09 6.39499e+09 1.10851e+10 8.81779e+09
 2e+09 1.54441e+10 1.92519e+09 2.95692e+10 1.56462e+10
