Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 7.01531e-16
 100000 1.81619e-15
 150000 3.03025e-15
 200000 4.29963e-15
 250000 5.60893e-15
 300000 6.95373e-15
 350000 8.33677e-15
 400000 9.76393e-15
 450000 1.1234e-14
 500000 1.27405e-14
 550000 1.42806e-14
 600000 1.58498e-14
 650000 1.74518e-14
 700000 1.90865e-14
 750000 2.07559e-14
 800000 2.24624e-14
 850000 2.42063e-14
 900000 2.5988e-14
 950000 2.7802e-14
 1e+06 2.96493e-14
 1e+06 2.98037e-14
 2e+06 7.47082e-14
 3e+06 1.34448e-13
 4e+06 2.07257e-13
 5e+06 2.9393e-13
 6e+06 3.9457e-13
 7e+06 5.09848e-13
 8e+06 6.39912e-13
 9e+06 7.83196e-13
 1e+07 9.41199e-13
 1.1e+07 1.11283e-12
 1.2e+07 1.298e-12
 1.3e+07 1.49624e-12
 1.4e+07 1.70731e-12
 1.5e+07 1.93287e-12
 1.6e+07 2.17353e-12
 1.7e+07 2.42726e-12
 1.8e+07 2.69443e-12
 1.9e+07 2.97526e-12
 2e+07 3.27006e-12
 2e+07 3.29505e-12
 4e+07 1.20898e-11
 6e+07 2.63149e-11
 8e+07 4.58731e-11
 1e+08 7.03898e-11
 1.2e+08 1.00011e-10
 1.4e+08 1.34612e-10
 1.6e+08 1.74005e-10
 1.8e+08 2.18341e-10
 2e+08 2.67415e-10
 2.2e+08 3.20864e-10
 2.4e+08 3.78701e-10
 2.6e+08 4.41138e-10
 2.8e+08 5.0884e-10
 3e+08 5.81356e-10
 3.2e+08 6.57805e-10
 3.4e+08 7.39202e-10
 3.6e+08 8.25149e-10
 3.8e+08 9.14566e-10
 4e+08 1.00852e-09
 4e+08 9.2731e-10
 8e+08 3.23804e-09
 1.2e+09 5.2693e-09
 1.6e+09 6.65251e-09
 2e+09 7.55045e-09
