# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
100000 17811.3 0.0371932 2989.14 0.99575
200000 17872.7 -0.177092 2999.49 0.999069
300000 17946.7 -0.308083 3011.94 1.00322
400000 18046.6 -0.222324 3028.68 1.0088
500000 18114 0.745062 3039.84 1.01288
600000 18139.9 -0.20321 3044.33 1.01401
700000 17625.7 -0.159788 2958.04 0.985266
800000 17922.8 -0.216186 3007.91 1.00188
900000 17921.4 -0.136671 3007.65 1.0018
1000000 17856 -0.207726 2996.68 0.998139
1100000 17732.3 -0.10775 2975.92 0.991391
1200000 17603.2 0.164521 2954.21 0.98417
1300000 18041.4 -0.126272 3027.79 1.0086
1400000 17915.6 -0.0229258 3006.67 1.00153
1500000 17968.2 -0.286216 3015.54 1.00444
1600000 17886.4 -0.137984 3001.79 0.999966
1700000 18008 -0.15898 3022.2 1.00664
1800000 17876.2 -0.125305 3000.07 0.999342
1900000 17756.3 0.0147853 2979.93 0.992652
2000000 17919.3 -0.137295 3007.31 1.00174
2100000 17881.2 -0.160382 3000.91 0.999561
2200000 17924.6 -0.162705 3008.2 1.00198
2300000 17747 -0.108203 2978.39 0.992095
2400000 17729.1 -0.178321 2975.39 0.991065
2500000 18127.3 0.476547 3042.1 1.01352
2600000 18103.6 -0.235156 3038.24 1.01209
2700000 17550.7 -0.00706546 2945.42 0.981166
2800000 17935.1 -0.0885238 3009.94 1.00269
2900000 17801.7 -0.117887 2987.57 0.995111
3000000 17846.3 -0.137091 2995.05 0.997605
3100000 18066.5 0.670173 3031.88 1.0102
3200000 17835 -0.226878 2993.17 0.996996
3300000 17831.9 0.135968 2992.59 0.996969
3400000 17810 -0.0760015 2988.94 0.995574
3500000 18120.3 1.15652 3040.82 1.01337
3600000 18306.2 -0.0710121 3072.22 1.02332
3700000 17863.5 0.42626 2997.85 0.998812
3800000 17928.2 -0.0798873 3008.79 1.00224
3900000 17825.3 0.0748462 2991.5 0.996527
4000000 17736.7 -0.340397 2976.7 0.991501
4100000 17955.2 -0.215973 3013.35 1.00371
4200000 17903.3 0.0864197 3004.59 1.00088
4300000 17725.5 1.22905 2974.54 0.991261
4400000 17788.5 -0.127578 2985.34 0.994407
4500000 17765.4 -0.23919 2981.49 0.993112
4600000 18247.9 0.279667 3062.37 1.02034
4700000 17757.6 0.667478 2980.02 0.992887
4800000 17726.5 -0.141813 2974.95 0.990977
4900000 18005.8 0.0165907 3021.79 1.00662
5000000 17773.2 -0.143342 2982.79 0.993543
5100000 18124.5 -0.0879035 3041.74 1.01316
5200000 18003.9 -0.202035 3021.51 1.00642
5300000 17635 -0.148499 2959.6 0.985793
5400000 17758.1 -0.203672 2980.26 0.992671
5500000 18041.4 -0.113488 3027.8 1.00851
5600000 17675 0.0502537 2966.28 0.988245
5700000 17767.3 0.0543153 2981.75 0.993305
5800000 17773.1 0.600426 2982.65 0.993802
5900000 17793.4 -0.187835 2986.18 0.994651
6000000 17728.7 -0.183817 2975.32 0.991029
6100000 17887.9 -0.225505 3002.06 0.999939
6200000 18022.1 -0.112844 3024.56 1.0075
6300000 17935.4 -0.135924 3010 1.00258
6400000 18095.8 1.05133 3036.72 1.01198
6500000 18061.6 -0.0544505 3031.17 1.00971
6600000 17827.7 -0.180481 2991.93 0.99662
6700000 17651.5 -0.35314 2962.39 0.986698
6800000 17895.9 2.16483 3003 1.00115
6900000 17788.9 -0.0856144 2985.41 0.994399
7000000 17810 -0.136929 2988.95 0.995673
7100000 17851 0.0826338 2995.8 0.997949
7200000 18059.7 -0.157958 3030.87 1.00955
7300000 17955.4 -0.250178 3013.38 1.00372
7400000 18104.8 -0.131626 3038.43 1.01211
7500000 17962.3 1.0359 3014.33 1.00441
7600000 17697 1.1249 2969.79 0.989672
7700000 17979.7 0.566156 3017.33 1.00529
7800000 17767.2 -0.234755 2981.79 0.99319
7900000 17643.1 2.89643 2960.44 0.98693
8000000 18194.2 -0.406423 3053.49 1.01708
8100000 17807.9 -0.0825619 2988.59 0.995458
8200000 17527.6 0.0189604 2941.53 0.979885
8300000 17744.4 -0.157469 2977.95 0.991945
8400000 17968.8 -0.290227 3015.63 1.00445
8500000 17754.9 -0.188758 2979.71 0.992601
8600000 18108.3 -0.326803 3039.06 1.01229
8700000 17775.5 0.160293 2983.12 0.993753
8800000 17919.4 -0.027393 3007.3 1.00176
8900000 17920.8 -0.0923778 3007.55 1.00183
9000000 17985.2 -0.0871656 3018.35 1.0054
9100000 17973.1 -0.0604294 3016.33 1.00474
9200000 18144.7 -0.27724 3045.16 1.01433
9300000 18173.1 -0.160211 3049.91 1.01588
9400000 17867.9 -0.119133 2998.68 0.998815
9500000 17413.6 -0.124432 2922.44 0.973434
9600000 17730 -0.220024 2975.56 0.991107
9700000 18060.3 0.163205 3030.92 1.00971
9800000 17759.5 -0.206112 2980.5 0.9928
9900000 18083.8 -0.111738 3034.91 1.01089
10000000 18002.1 0.92204 3021.03 1.00667
