# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 17959.2 -0.162015 3014.01 1.0099 0.000163228
200000 17746 -0.118126 2978.22 1.00847 0.000164914
300000 17775.5 0.155555 2983.12 0.991905 0.000161982
400000 17817.5 0.519091 2990.11 0.970518 0.000158055
500000 17754.9 -0.329861 2979.75 0.989542 0.000161762
600000 17591 -0.0451955 2952.19 0.975559 0.000161013
700000 18044.8 -0.216861 3028.38 1.02052 0.000164111
800000 17927.6 0.369603 3008.61 1.00954 0.000163412
900000 18004.9 0.617731 3021.54 0.996221 0.000160539
1000000 17991.4 -0.0179002 3019.38 1.00326 0.000161829
1100000 17966.6 -0.254247 3015.25 1.00974 0.000163108
1200000 17688 0.189298 2968.44 0.998303 0.000163752
1300000 17712.2 -0.121359 2972.54 0.999437 0.000163802
1400000 17875.3 0.0396914 2999.88 0.996418 0.000161763
1500000 17907.5 -0.096896 3005.32 1.00024 0.000162066
1600000 17952.4 0.311359 3012.78 1.01973 0.000164843
1700000 17923.2 1.98594 3007.61 1.00011 0.00016186
1800000 18107.2 -0.276507 3038.86 1.01037 0.000161957
1900000 17973.6 0.641622 3016.28 0.996811 0.000160922
2000000 17974 -0.167188 3016.49 0.998336 0.000161202
2100000 17848.4 -0.182582 2995.42 0.997497 0.000162099
2200000 17934.2 0.0135208 3009.78 0.998158 0.000161547
2300000 17845.1 -0.104632 2994.85 1.00018 0.000162651
2400000 17987.6 -0.128354 3018.76 0.997992 0.00016102
2500000 17952.7 -0.231929 3012.92 1.01513 0.000164121
2600000 17788.4 -0.111431 2985.34 0.985455 0.000160786
2700000 17920 -0.215658 3007.44 1.01194 0.000163914
2800000 17675.2 -0.225624 2966.35 1.00079 0.00016435
2900000 17763.2 -0.335208 2981.14 0.981938 0.000160489
3000000 18067.2 -0.208319 3032.14 1.01292 0.000162707
3100000 17778.6 0.448166 2983.59 0.983615 0.000160532
3200000 17865.4 -0.122722 2998.25 0.992505 0.000161255
3300000 17851.7 -0.0331947 2995.94 0.99604 0.000161906
3400000 17959.7 0.160632 3014.04 1.01118 0.000163354
3500000 17685.3 0.495576 2967.92 0.997699 0.000163736
3600000 17986.6 -0.15093 3018.61 1.01361 0.000163535
3700000 17827.2 0.400061 2991.76 0.998809 0.000162553
3800000 17781.7 -0.269932 2984.24 0.992149 0.000161907
3900000 17667.4 -0.246511 2965.05 0.970972 0.000159504
4000000 17955.9 -0.124287 3013.45 1.01653 0.000164309
4100000 17786.5 1.2035 2984.79 1.00509 0.000163869
4200000 18013.8 -0.148217 3023.17 1.03262 0.000166385
4300000 17761.9 -0.256599 2980.91 0.994304 0.000162456
4400000 17865 0.613398 2998.06 0.992988 0.000161258
4500000 17914.1 -0.334491 3006.47 1.00566 0.000162912
4600000 17849 -0.176151 2995.51 0.998732 0.000162404
4700000 17789.4 0.452613 2985.41 0.990062 0.000161478
4800000 17919.4 1.83368 3006.98 1.0079 0.000163135
4900000 17791.7 -0.109021 2985.89 0.995776 0.000162451
5000000 17916.5 -0.141857 3006.84 1.00364 0.0001626
5100000 17849.9 0.575576 2995.53 1.00001 0.000162563
5200000 17976.5 0.0685166 3016.86 0.997406 0.000160996
5300000 17873.7 -0.0663518 2999.64 1.001 0.000162545
5400000 17934 -0.274988 3009.79 0.997912 0.000161496
5500000 17846.8 0.174944 2995.09 1.0068 0.000163708
5600000 17795.3 2.36509 2986.08 0.980967 0.000159908
5700000 18042 0.208304 3027.84 1.00068 0.000160956
5800000 17769.6 -0.195221 2982.19 0.99415 0.000162363
5900000 17428.3 0.157757 2924.85 0.986198 0.000164249
6000000 17955.1 0.603698 3013.19 1.00129 0.000161803
6100000 18069.4 0.148073 3032.45 0.994652 0.000159717
6200000 17824.2 -0.138795 2991.34 0.981826 0.000159826
6300000 17942.6 0.669885 3011.08 0.988906 0.000159947
6400000 17683 -0.127574 2967.64 0.990679 0.00016259
6500000 17818.5 -0.23126 2990.41 1.00008 0.00016289
6600000 17854.4 -0.283846 2996.44 0.994325 0.000161633
6700000 17752.2 0.0995192 2979.22 1.01699 0.000166238
6800000 17667.1 1.14335 2964.76 0.994229 0.000163279
6900000 17872.5 -0.1487 2999.46 0.998463 0.000162121
7000000 17982.6 -0.126847 3017.93 1.01025 0.000163063
7100000 17788.4 0.620225 2985.22 1.00187 0.000163401
7200000 17822.1 0.0199727 2990.96 1.00936 0.000164359
7300000 17619.6 -0.10891 2957 0.978484 0.000161191
7400000 17865.9 0.0681048 2998.3 0.997578 0.000162031
7500000 17734.8 -0.196864 2976.35 0.998769 0.000163459
7600000 17828 0.0890569 2991.94 0.990834 0.000161342
7700000 17960.8 -0.0792111 3014.26 0.987208 0.000159587
7800000 18179.7 -0.263471 3051.02 1.0285 0.000164152
7900000 17713.1 -0.356479 2972.74 0.984539 0.000161326
8000000 17776.9 -0.18964 2983.42 0.983123 0.000160481
8100000 17701.6 -0.200066 2970.79 1.0072 0.00016522
8200000 17513.7 0.115078 2939.19 0.968253 0.000160426
8300000 17840.6 -0.0855737 2994.09 1.00642 0.000163696
8400000 18029.2 -0.00654563 3025.72 0.996702 0.000160454
8500000 17932.6 0.375286 3009.46 0.999204 0.000161748
8600000 17989.4 -0.218935 3019.08 1.00135 0.00016153
8700000 17597.6 -0.073897 2953.31 0.982126 0.000161984
8800000 18036.1 0.0076747 3026.88 1.00447 0.00016164
8900000 17766.7 -0.291153 2981.73 0.988163 0.000161395
9000000 18030.6 0.190211 3025.92 1.01336 0.000163107
9100000 17717.6 -0.271774 2973.47 0.994955 0.000162999
9200000 17916.3 0.0968672 3006.76 1.00643 0.000163063
9300000 17809.8 -0.276003 2988.96 0.984047 0.000160415
