Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.32415e+13 1.44145e+13 1.40547e+13 1.34799e+13 1.37184e+13 1.29607e+13 1.33863e+13 1.35932e+13 2.6252e+08
 100000 5.26086e+13 5.72947e+13 5.58596e+13 5.35599e+13 5.45148e+13 5.14809e+13 5.31852e+13 5.40128e+13 5.22131e+10
 150000 1.17625e+14 1.2815e+14 1.24923e+14 1.19764e+14 1.21903e+14 1.15069e+14 1.18912e+14 1.20774e+14 5.24822e+10
 200000 2.07827e+14 2.26497e+14 2.20758e+14 2.11631e+14 2.15405e+14 2.0324e+14 2.10092e+14 2.134e+14 5.27656e+10
 250000 3.22764e+14 3.51869e+14 3.42883e+14 3.28713e+14 3.34556e+14 3.15525e+14 3.26265e+14 3.31428e+14 5.30532e+10
 300000 4.61998e+14 5.03806e+14 4.90829e+14 4.70569e+14 4.789e+14 4.51466e+14 4.66978e+14 4.74405e+14 5.33473e+10
 350000 6.25103e+14 6.81861e+14 6.64142e+14 6.36769e+14 6.47987e+14 6.10622e+14 6.31793e+14 6.4189e+14 5.36303e+10
 400000 8.1166e+14 8.8559e+14 8.62379e+14 8.26885e+14 8.41375e+14 7.92563e+14 8.20274e+14 8.33448e+14 5.39236e+10
 450000 1.02126e+15 1.11455e+15 1.0851e+15 1.04049e+15 1.05863e+15 9.9687e+14 1.03199e+15 1.04865e+15 5.42046e+10
 500000 1.2535e+15 1.36831e+15 1.33187e+15 1.27716e+15 1.29931e+15 1.22314e+15 1.26654e+15 1.28708e+15 5.44745e+10
 550000 1.50798e+15 1.64643e+15 1.60226e+15 1.53649e+15 1.56302e+15 1.47097e+15 1.52349e+15 1.54832e+15 5.47725e+10
 600000 1.78431e+15 1.94847e+15 1.89586e+15 1.81807e+15 1.84935e+15 1.73997e+15 1.80246e+15 1.83196e+15 5.50666e+10
 650000 2.08211e+15 2.27402e+15 2.21227e+15 2.12152e+15 2.1579e+15 2.02977e+15 2.10306e+15 2.13762e+15 5.53466e+10
 700000 2.40101e+15 2.62266e+15 2.55108e+15 2.44643e+15 2.48827e+15 2.33998e+15 2.42489e+15 2.4649e+15 5.56385e+10
 750000 2.74063e+15 2.99399e+15 2.91191e+15 2.7924e+15 2.84011e+15 2.67024e+15 2.76759e+15 2.81342e+15 5.5923e+10
 800000 3.10062e+15 3.38762e+15 3.2944e+15 3.15906e+15 3.21304e+15 3.0202e+15 3.13077e+15 3.18281e+15 5.62069e+10
 850000 3.48063e+15 3.80316e+15 3.69818e+15 3.54601e+15 3.6067e+15 3.3895e+15 3.51407e+15 3.57271e+15 5.64812e+10
 900000 3.88033e+15 4.24024e+15 4.12289e+15 3.95289e+15 4.02075e+15 3.77781e+15 3.91715e+15 3.98275e+15 5.67494e+10
 950000 4.29941e+15 4.69849e+15 4.56818e+15 4.3793e+15 4.45484e+15 4.18484e+15 4.33966e+15 4.41261e+15 5.70152e+10
 1e+06 4.73752e+15 5.17755e+15 5.0337e+15 4.8249e+15 4.90863e+15 4.61026e+15 4.78126e+15 4.86193e+15 5.73308e+10
 1e+06 4.74193e+15 5.17561e+15 5.0397e+15 4.83033e+15 4.90849e+15 4.5939e+15 4.77758e+15 4.86084e+15 5.63099e+09
 2e+06 1.7073e+16 1.86423e+16 1.80985e+16 1.72521e+16 1.76714e+16 1.6529e+16 1.71508e+16 1.74657e+16 1.16942e+10
 3e+06 3.48991e+16 3.80704e+16 3.68359e+16 3.47721e+16 3.61073e+16 3.36542e+16 3.48445e+16 3.55474e+16 1.80231e+10
 4e+06 5.67068e+16 6.17205e+16 5.95528e+16 5.57078e+16 5.86932e+16 5.44049e+16 5.62686e+16 5.74919e+16 2.42941e+10
 5e+06 8.14135e+16 8.81568e+16 8.497e+16 7.90123e+16 8.44935e+16 7.76439e+16 8.03832e+16 8.21686e+16 3.03291e+10
 6e+06 1.08332e+17 1.16315e+17 1.12237e+17 1.04047e+17 1.12942e+17 1.02725e+17 1.06571e+17 1.08861e+17 3.66769e+10
 7e+06 1.37129e+17 1.45691e+17 1.40967e+17 1.3027e+17 1.43601e+17 1.29219e+17 1.34363e+17 1.37123e+17 4.33816e+10
