Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 116018 103314 104537 107956
 100000 462095 411308 416182 429862
 150000 1.03556e+06 921333 932280 963057
 200000 1.83377e+06 1.63077e+06 1.6502e+06 1.70491e+06
 250000 2.85414e+06 2.53704e+06 2.56736e+06 2.65285e+06
 300000 4.09414e+06 3.63761e+06 3.68119e+06 3.80431e+06
 350000 5.55125e+06 4.92991e+06 4.98913e+06 5.15676e+06
 400000 7.22295e+06 6.41146e+06 6.48867e+06 6.70769e+06
 450000 9.10676e+06 8.07981e+06 8.17733e+06 8.45463e+06
 500000 1.12003e+07 9.9325e+06 1.00526e+07 1.03951e+07
 500000 1.11948e+07 9.93415e+06 1.00555e+07 1.03948e+07
 1e+06 4.31439e+07 3.80679e+07 3.85303e+07 3.9914e+07
 1.5e+06 9.35762e+07 8.20724e+07 8.31262e+07 8.62583e+07
 2e+06 1.60518e+08 1.39915e+08 1.41857e+08 1.4743e+08
 2.5e+06 2.42211e+08 2.09864e+08 2.13019e+08 2.21698e+08
 3e+06 3.37075e+08 2.90475e+08 2.95139e+08 3.07563e+08
 3.5e+06 4.43657e+08 3.80536e+08 3.86941e+08 4.03711e+08
 4e+06 5.60681e+08 4.78956e+08 4.87303e+08 5.0898e+08
 4.5e+06 6.86996e+08 5.84799e+08 5.95141e+08 6.22312e+08
 5e+06 8.21585e+08 6.97129e+08 7.09441e+08 7.42719e+08
 5e+06 8.15875e+08 7.06442e+08 7.02688e+08 7.41668e+08
 1e+07 2.48249e+09 2.04237e+09 2.04799e+09 2.19095e+09
 1.5e+07 4.44345e+09 3.58497e+09 3.53582e+09 3.85475e+09
 2e+07 6.63634e+09 5.2385e+09 5.03273e+09 5.63585e+09
 2.5e+07 8.96827e+09 6.96694e+09 6.53495e+09 7.49005e+09
 3e+07 1.13374e+10 8.68289e+09 8.03769e+09 9.35264e+09
 3.5e+07 1.36313e+10 1.04198e+10 9.59673e+09 1.12159e+10
 4e+07 1.57277e+10 1.21191e+10 1.11834e+10 1.30101e+10
 4.5e+07 1.76805e+10 1.37148e+10 1.27002e+10 1.46985e+10
 5e+07 1.95118e+10 1.52733e+10 1.40874e+10 1.62908e+10
 5e+07 1.9312e+10 1.25754e+10 1.32139e+10 1.50338e+10
 1e+08 3.76735e+10 3.2605e+10 2.10924e+10 3.0457e+10
 1.5e+08 6.27548e+10 5.81213e+10 2.0919e+10 4.7265e+10
 2e+08 9.08378e+10 8.97774e+10 3.0214e+10 7.02764e+10
 2.5e+08 1.34317e+11 1.24336e+11 4.07217e+10 9.97915e+10
 3e+08 1.74883e+11 1.63066e+11 4.48134e+10 1.27587e+11
 3.5e+08 2.05965e+11 2.02869e+11 5.60302e+10 1.54955e+11
 4e+08 2.48441e+11 2.4633e+11 6.79511e+10 1.87574e+11
 4.5e+08 3.15439e+11 2.92829e+11 7.16939e+10 2.26654e+11
 5e+08 3.65117e+11 3.36393e+11 7.76751e+10 2.59728e+11
 5e+08 3.757e+11 3.10464e+11 5.11842e+10 2.45783e+11
 1e+09 1.12226e+12 9.3387e+11 5.65186e+10 7.04217e+11
 1.5e+09 1.43232e+12 1.08937e+12 1.29887e+11 8.83858e+11
 2e+09 2.53245e+12 8.69049e+11 1.18249e+11 1.17325e+12
