Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 23495 24067.8 24004.2 23855.7
 100000 93302.1 95585.7 95339 94742.3
 150000 208509 213618 213074 211734
 200000 368215 377258 376285 373919
 250000 571541 585618 584048 580402
 300000 817623 837824 835450 830299
 350000 1.10562e+06 1.13301e+06 1.12959e+06 1.12274e+06
 400000 1.43471e+06 1.47034e+06 1.46559e+06 1.45688e+06
 450000 1.80408e+06 1.84898e+06 1.8426e+06 1.83189e+06
 500000 2.21294e+06 2.26815e+06 2.25979e+06 2.24696e+06
 500000 2.21503e+06 2.26849e+06 2.25917e+06 2.24756e+06
 1e+06 8.31358e+06 8.52783e+06 8.46925e+06 8.43689e+06
 1.5e+06 1.75956e+07 1.80845e+07 1.79224e+07 1.78675e+07
 2e+06 2.94892e+07 3.03916e+07 3.00577e+07 2.99795e+07
 2.5e+06 4.35342e+07 4.5019e+07 4.44271e+07 4.43268e+07
 3e+06 5.93682e+07 6.15996e+07 6.06638e+07 6.05439e+07
 3.5e+06 7.67225e+07 7.97893e+07 7.84821e+07 7.83313e+07
 4e+06 9.53633e+07 9.92945e+07 9.76268e+07 9.74282e+07
 4.5e+06 1.15083e+08 1.19887e+08 1.17876e+08 1.17615e+08
 5e+06 1.35699e+08 1.41365e+08 1.39021e+08 1.38695e+08
 5e+06 1.36222e+08 1.42176e+08 1.40532e+08 1.39643e+08
 1e+07 3.72226e+08 3.79045e+08 3.6727e+08 3.72847e+08
 1.5e+07 6.27385e+08 6.26124e+08 5.86568e+08 6.13359e+08
 2e+07 8.67234e+08 8.4713e+08 7.86608e+08 8.33657e+08
 2.5e+07 1.07959e+09 1.04489e+09 9.84818e+08 1.03643e+09
 3e+07 1.2795e+09 1.23007e+09 1.18398e+09 1.23118e+09
 3.5e+07 1.45938e+09 1.40099e+09 1.38571e+09 1.41536e+09
 4e+07 1.64643e+09 1.5698e+09 1.56974e+09 1.59532e+09
 4.5e+07 1.84353e+09 1.75864e+09 1.72728e+09 1.77648e+09
 5e+07 2.02218e+09 1.96025e+09 1.87148e+09 1.9513e+09
 5e+07 2.29119e+09 1.79247e+09 1.46868e+09 1.85078e+09
 1e+08 3.29158e+09 3.8505e+09 3.91207e+09 3.68472e+09
 1.5e+08 5.31008e+09 6.20252e+09 6.65217e+09 6.05492e+09
 2e+08 5.89842e+09 8.07074e+09 9.50478e+09 7.82465e+09
 2.5e+08 7.64792e+09 1.02082e+10 1.22304e+10 1.00289e+10
 3e+08 7.78761e+09 1.25591e+10 1.42194e+10 1.1522e+10
 3.5e+08 8.57717e+09 1.48047e+10 1.53248e+10 1.29022e+10
 4e+08 8.96013e+09 1.66974e+10 1.69255e+10 1.41943e+10
 4.5e+08 9.96283e+09 1.75984e+10 1.92295e+10 1.55969e+10
 5e+08 1.00358e+10 1.9762e+10 2.26403e+10 1.74794e+10
 5e+08 3.30677e+09 2.11801e+10 1.55633e+10 1.33501e+10
 1e+09 2.31343e+09 2.00166e+10 3.34489e+10 1.8593e+10
 1.5e+09 4.77107e+09 6.11861e+10 7.42967e+09 2.44623e+10
 2e+09 5.97838e+09 4.17845e+10 4.12531e+09 1.7296e+10
