Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.74557e+07 1.23918e+07
 100000 1.49333e+08 4.80627e+07
 150000 3.34902e+08 1.04912e+08
 200000 5.93439e+08 1.81047e+08
 250000 9.24227e+08 2.74765e+08
 300000 1.32656e+09 3.84531e+08
 350000 1.79972e+09 5.08961e+08
 400000 2.34303e+09 6.46803e+08
 450000 2.9558e+09 7.96921e+08
 500000 3.63734e+09 9.58288e+08
 550000 4.38697e+09 1.12997e+09
 600000 5.20404e+09 1.31111e+09
 650000 6.08788e+09 1.50093e+09
 700000 7.03783e+09 1.69874e+09
 750000 8.05325e+09 1.90388e+09
 800000 9.1335e+09 2.11577e+09
 850000 1.02779e+10 2.33387e+09
 900000 1.14859e+10 2.5577e+09
 950000 1.27569e+10 2.78681e+09
 1e+06 1.40901e+10 3.0208e+09
 1e+06 1.40928e+10 3.01884e+09
 2e+06 5.29485e+10 8.32043e+09
 3e+06 1.12148e+11 1.41336e+10
 4e+06 1.88076e+11 2.01123e+10
 5e+06 2.77776e+11 2.6172e+10
 6e+06 3.78817e+11 3.22651e+10
 7e+06 4.89205e+11 3.84017e+10
 8e+06 6.07304e+11 4.4585e+10
 9e+06 7.31753e+11 5.08231e+10
 1e+07 8.61423e+11 5.70771e+10
 1.1e+07 9.95386e+11 6.33348e+10
 1.2e+07 1.13288e+12 6.96045e+10
 1.3e+07 1.27331e+12 7.58675e+10
 1.4e+07 1.41618e+12 8.21283e+10
 1.5e+07 1.56108e+12 8.84018e+10
 1.6e+07 1.70768e+12 9.46979e+10
 1.7e+07 1.85568e+12 1.01e+11
 1.8e+07 2.00481e+12 1.07302e+11
 1.9e+07 2.15482e+12 1.13636e+11
 2e+07 2.30554e+12 1.20007e+11
 2e+07 2.31932e+12 1.18961e+11
 4e+07 5.39367e+12 2.5008e+11
 6e+07 8.53801e+12 3.7833e+11
 8e+07 1.16549e+13 5.03708e+11
 1e+08 1.47268e+13 6.38817e+11
 1.2e+08 1.78196e+13 7.70456e+11
 1.4e+08 2.09136e+13 8.9796e+11
 1.6e+08 2.40678e+13 1.02906e+12
 1.8e+08 2.72169e+13 1.16486e+12
 2e+08 3.03288e+13 1.29894e+12
 2.2e+08 3.34578e+13 1.43552e+12
 2.4e+08 3.66494e+13 1.57566e+12
 2.6e+08 3.9838e+13 1.71544e+12
 2.8e+08 4.30667e+13 1.85833e+12
 3e+08 4.62529e+13 2.00548e+12
 3.2e+08 4.93743e+13 2.1545e+12
 3.4e+08 5.24324e+13 2.3071e+12
 3.6e+08 5.54219e+13 2.45519e+12
 3.8e+08 5.84368e+13 2.60903e+12
 4e+08 6.15055e+13 2.7618e+12
 4e+08 5.91097e+13 2.63733e+12
 8e+08 1.24526e+14 4.81149e+12
