Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.76983e+07 1.22006e+07
 100000 1.50299e+08 4.73007e+07
 150000 3.37066e+08 1.03204e+08
 200000 5.97271e+08 1.78027e+08
 250000 9.30194e+08 2.70077e+08
 300000 1.33512e+09 3.77832e+08
 350000 1.81134e+09 4.99919e+08
 400000 2.35816e+09 6.35097e+08
 450000 2.97489e+09 7.82245e+08
 500000 3.66083e+09 9.40345e+08
 550000 4.41532e+09 1.10847e+09
 600000 5.23769e+09 1.28579e+09
 650000 6.12725e+09 1.47152e+09
 700000 7.08337e+09 1.66498e+09
 750000 8.10539e+09 1.86555e+09
 800000 9.19266e+09 2.07264e+09
 850000 1.03445e+10 2.28575e+09
 900000 1.15604e+10 2.5044e+09
 950000 1.28396e+10 2.72815e+09
 1e+06 1.41816e+10 2.95661e+09
 1e+06 1.41829e+10 2.95879e+09
 2e+06 5.32902e+10 8.13394e+09
 3e+06 1.12869e+11 1.38233e+10
 4e+06 1.89273e+11 1.96841e+10
 5e+06 2.79472e+11 2.56454e+10
 6e+06 3.80949e+11 3.16582e+10
 7e+06 4.91625e+11 3.77097e+10
 8e+06 6.09812e+11 4.37916e+10
 9e+06 7.34159e+11 4.98909e+10
 1e+07 8.63565e+11 5.60214e+10
 1.1e+07 9.9713e+11 6.21747e+10
 1.2e+07 1.13414e+12 6.83601e+10
 1.3e+07 1.27405e+12 7.45691e+10
 1.4e+07 1.41639e+12 8.0815e+10
 1.5e+07 1.56074e+12 8.7115e+10
 1.6e+07 1.70672e+12 9.34432e+10
 1.7e+07 1.85401e+12 9.97886e+10
 1.8e+07 2.00238e+12 1.06136e+11
 1.9e+07 2.15164e+12 1.1247e+11
 2e+07 2.30161e+12 1.18809e+11
 2e+07 2.30858e+12 1.19878e+11
 4e+07 5.3292e+12 2.49314e+11
 6e+07 8.3393e+12 3.73663e+11
 8e+07 1.13664e+13 5.00172e+11
 1e+08 1.44181e+13 6.28245e+11
 1.2e+08 1.75075e+13 7.53679e+11
 1.4e+08 2.05574e+13 8.74098e+11
 1.6e+08 2.35825e+13 9.95281e+11
 1.8e+08 2.66109e+13 1.11457e+12
 2e+08 2.96249e+13 1.23409e+12
 2.2e+08 3.2642e+13 1.35789e+12
 2.4e+08 3.56359e+13 1.48005e+12
 2.6e+08 3.85874e+13 1.60197e+12
 2.8e+08 4.15937e+13 1.72711e+12
 3e+08 4.46045e+13 1.84676e+12
 3.2e+08 4.76957e+13 1.97278e+12
 3.4e+08 5.08474e+13 2.09221e+12
 3.6e+08 5.40595e+13 2.20779e+12
 3.8e+08 5.72054e+13 2.33105e+12
 4e+08 6.01609e+13 2.45643e+12
 4e+08 6.34353e+13 2.73629e+12
 8e+08 1.17632e+14 5.31278e+12
