Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.00569e+07 -1.00569e+07 1.00569e+07
 100000 4.01031e+07 -4.01031e+07 4.01031e+07
 150000 8.99519e+07 -8.99519e+07 8.99519e+07
 200000 1.59418e+08 -1.59418e+08 1.59418e+08
 250000 2.48319e+08 -2.48319e+08 2.48319e+08
 300000 3.56474e+08 -3.56474e+08 3.56474e+08
 350000 4.83704e+08 -4.83704e+08 4.83704e+08
 400000 6.29828e+08 -6.29828e+08 6.29828e+08
 450000 7.94668e+08 -7.94668e+08 7.94668e+08
 500000 9.78049e+08 -9.78049e+08 9.78049e+08
 550000 1.1798e+09 -1.1798e+09 1.1798e+09
 600000 1.39975e+09 -1.39975e+09 1.39975e+09
 650000 1.63773e+09 -1.63773e+09 1.63773e+09
 700000 1.89357e+09 -1.89357e+09 1.89357e+09
 750000 2.16709e+09 -2.16709e+09 2.16709e+09
 800000 2.45813e+09 -2.45813e+09 2.45813e+09
 850000 2.76653e+09 -2.76653e+09 2.76653e+09
 900000 3.09212e+09 -3.09212e+09 3.09212e+09
 950000 3.43474e+09 -3.43474e+09 3.43474e+09
 1e+06 3.79423e+09 -3.79423e+09 3.79423e+09
 1e+06 3.7891e+09 -3.7891e+09 3.7891e+09
 2e+06 1.42864e+10 -1.42864e+10 1.42864e+10
 3e+06 3.03468e+10 -3.03468e+10 3.03468e+10
 4e+06 5.09889e+10 -5.09889e+10 5.09889e+10
 5e+06 7.53932e+10 -7.53932e+10 7.53932e+10
 6e+06 1.02918e+11 -1.02918e+11 1.02918e+11
 7e+06 1.33085e+11 -1.33085e+11 1.33085e+11
 8e+06 1.65443e+11 -1.65443e+11 1.65443e+11
 9e+06 1.99585e+11 -1.99585e+11 1.99585e+11
 1e+07 2.35125e+11 -2.35125e+11 2.35125e+11
 1.1e+07 2.71729e+11 -2.71729e+11 2.71729e+11
 1.2e+07 3.09158e+11 -3.09158e+11 3.09158e+11
 1.3e+07 3.47197e+11 -3.47197e+11 3.47197e+11
 1.4e+07 3.85692e+11 -3.85692e+11 3.85692e+11
 1.5e+07 4.24582e+11 -4.24582e+11 4.24582e+11
 1.6e+07 4.63813e+11 -4.63813e+11 4.63813e+11
 1.7e+07 5.03322e+11 -5.03322e+11 5.03322e+11
 1.8e+07 5.43064e+11 -5.43064e+11 5.43064e+11
 1.9e+07 5.8297e+11 -5.8297e+11 5.8297e+11
 2e+07 6.23012e+11 -6.23012e+11 6.23012e+11
 2e+07 6.41976e+11 -6.41976e+11 6.41976e+11
 4e+07 1.44625e+12 -1.44625e+12 1.44625e+12
 6e+07 2.20925e+12 -2.20925e+12 2.20925e+12
 8e+07 2.90643e+12 -2.90643e+12 2.90643e+12
 1e+08 3.54283e+12 -3.54283e+12 3.54283e+12
 1.2e+08 4.09153e+12 -4.09153e+12 4.09153e+12
 1.4e+08 4.66593e+12 -4.66593e+12 4.66593e+12
 1.6e+08 5.23766e+12 -5.23766e+12 5.23766e+12
 1.8e+08 5.91635e+12 -5.91635e+12 5.91635e+12
 2e+08 6.52662e+12 -6.52662e+12 6.52662e+12
 2.2e+08 7.2146e+12 -7.2146e+12 7.2146e+12
 2.4e+08 7.98166e+12 -7.98166e+12 7.98166e+12
 2.6e+08 8.60627e+12 -8.60627e+12 8.60627e+12
 2.8e+08 9.38616e+12 -9.38616e+12 9.38616e+12
 3e+08 1.00591e+13 -1.00591e+13 1.00591e+13
 3.2e+08 1.07296e+13 -1.07296e+13 1.07296e+13
 3.4e+08 1.11404e+13 -1.11404e+13 1.11404e+13
 3.6e+08 1.15605e+13 -1.15605e+13 1.15605e+13
 3.8e+08 1.2138e+13 -1.2138e+13 1.2138e+13
 4e+08 1.26962e+13 -1.26962e+13 1.26962e+13
 4e+08 1.92475e+13 -1.92475e+13 1.92475e+13
 8e+08 3.37977e+13 -3.37977e+13 3.37977e+13
