Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 137621 139233 163757 146870
 100000 544526 550858 648943 581442
 150000 1.21314e+06 1.22722e+06 1.44783e+06 1.29606e+06
 200000 2.1366e+06 2.16121e+06 2.55307e+06 2.28363e+06
 250000 3.30873e+06 3.34634e+06 3.9578e+06 3.53763e+06
 300000 4.72371e+06 4.77662e+06 5.65583e+06 5.05205e+06
 350000 6.37603e+06 6.44644e+06 7.64139e+06 6.82129e+06
 400000 8.2605e+06 8.35057e+06 9.90908e+06 8.84005e+06
 450000 1.03721e+07 1.0484e+07 1.24538e+07 1.11033e+07
 500000 1.27062e+07 1.28418e+07 1.52707e+07 1.36062e+07
 500000 1.26911e+07 1.28285e+07 1.52748e+07 1.35981e+07
 1e+06 4.73627e+07 4.78728e+07 5.74481e+07 5.08945e+07
 1.5e+06 1.00369e+08 1.01705e+08 1.22713e+08 1.08262e+08
 2e+06 1.69219e+08 1.72145e+08 2.0843e+08 1.83265e+08
 2.5e+06 2.52221e+08 2.57611e+08 3.12682e+08 2.74171e+08
 3e+06 3.48009e+08 3.56527e+08 4.33819e+08 3.79452e+08
 3.5e+06 4.5503e+08 4.67564e+08 5.70439e+08 4.97678e+08
 4e+06 5.71748e+08 5.89627e+08 7.21509e+08 6.27628e+08
 4.5e+06 6.96957e+08 7.21625e+08 8.86046e+08 7.68209e+08
 5e+06 8.29481e+08 8.62412e+08 1.06322e+09 9.1837e+08
 5e+06 8.40473e+08 8.38955e+08 1.09103e+09 9.23485e+08
 1e+07 2.37891e+09 2.52317e+09 3.35189e+09 2.75132e+09
 1.5e+07 4.17232e+09 4.46619e+09 6.03851e+09 4.89234e+09
 2e+07 6.00936e+09 6.5939e+09 8.68835e+09 7.0972e+09
 2.5e+07 7.81569e+09 8.62539e+09 1.10751e+10 9.17205e+09
 3e+07 9.63286e+09 1.0513e+10 1.32397e+10 1.11285e+10
 3.5e+07 1.13246e+10 1.22607e+10 1.52236e+10 1.29363e+10
 4e+07 1.28137e+10 1.37904e+10 1.72511e+10 1.46184e+10
 4.5e+07 1.41783e+10 1.51417e+10 1.94643e+10 1.62614e+10
 5e+07 1.54522e+10 1.63767e+10 2.1918e+10 1.79156e+10
 5e+07 1.38076e+10 1.86976e+10 2.23541e+10 1.82864e+10
 1e+08 3.39179e+10 3.37426e+10 6.27768e+10 4.34791e+10
 1.5e+08 5.41022e+10 3.86563e+10 9.89367e+10 6.38984e+10
 2e+08 8.44948e+10 4.72476e+10 1.18979e+11 8.35738e+10
 2.5e+08 1.21741e+11 6.48699e+10 1.34548e+11 1.07053e+11
 3e+08 1.55173e+11 6.56648e+10 1.38852e+11 1.19896e+11
 3.5e+08 1.83843e+11 6.99314e+10 1.3437e+11 1.29382e+11
 4e+08 2.15642e+11 8.37743e+10 1.43889e+11 1.47768e+11
 4.5e+08 2.15921e+11 9.92889e+10 1.73882e+11 1.63031e+11
 5e+08 1.98582e+11 1.18435e+11 2.09159e+11 1.75392e+11
 5e+08 1.7662e+11 7.96798e+10 1.94788e+11 1.50362e+11
 1e+09 7.96905e+10 2.3778e+11 2.0768e+11 1.7505e+11
