Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 3.37606e+12 3.69365e+12 3.84335e+12 3.91393e+12 3.71871e+12 3.65849e+12 3.76371e+12 3.7133e+12 4.505e+08
 100000 1.32793e+13 1.45498e+13 1.51486e+13 1.54296e+13 1.46503e+13 1.44077e+13 1.48292e+13 1.46279e+13 1.882e+11
 150000 2.94175e+13 3.22704e+13 3.3618e+13 3.4249e+13 3.24982e+13 3.19456e+13 3.28976e+13 3.2446e+13 1.88751e+11
 200000 5.15149e+13 5.657e+13 5.89676e+13 6.00891e+13 5.69789e+13 5.59848e+13 5.76843e+13 5.68842e+13 1.893e+11
 250000 7.93054e+13 8.71752e+13 9.09255e+13 9.26782e+13 8.7819e+13 8.6249e+13 8.89154e+13 8.76701e+13 1.89764e+11
 300000 1.12533e+14 1.23821e+14 1.29231e+14 1.31754e+14 1.2476e+14 1.22473e+14 1.26329e+14 1.24542e+14 1.90316e+11
 350000 1.50949e+14 1.6625e+14 1.73633e+14 1.77063e+14 1.67555e+14 1.64404e+14 1.69674e+14 1.67249e+14 1.90856e+11
 400000 1.94316e+14 2.14219e+14 2.23895e+14 2.28362e+14 2.15969e+14 2.11795e+14 2.18709e+14 2.15549e+14 1.91384e+11
 450000 2.42409e+14 2.67492e+14 2.79785e+14 2.85418e+14 2.69772e+14 2.64408e+14 2.73199e+14 2.69211e+14 1.91927e+11
 500000 2.95018e+14 3.25844e+14 3.4108e+14 3.48007e+14 3.28743e+14 3.22015e+14 3.32922e+14 3.28012e+14 1.92484e+11
 550000 3.51939e+14 3.89062e+14 4.07568e+14 4.15915e+14 3.92667e+14 3.84396e+14 3.97659e+14 3.91738e+14 1.93035e+11
 600000 4.12977e+14 4.56942e+14 4.79042e+14 4.8894e+14 4.61341e+14 4.51339e+14 4.67207e+14 4.60186e+14 1.9358e+11
 650000 4.77938e+14 5.29288e+14 5.55307e+14 5.66891e+14 5.34566e+14 5.22641e+14 5.41366e+14 5.33157e+14 1.94139e+11
 700000 5.46634e+14 6.05912e+14 6.36175e+14 6.49585e+14 6.12151e+14 5.9811e+14 6.19948e+14 6.10465e+14 1.94621e+11
 750000 6.18885e+14 6.86634e+14 7.21472e+14 7.36841e+14 6.93909e+14 6.77568e+14 7.02773e+14 6.91929e+14 1.95131e+11
