# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P
100000 18017.1 -0.0844342 3023.7 1.0074
200000 17453 -0.237361 2929.06 0.975835
300000 17801.4 -0.156916 2987.52 0.995228
400000 18054.6 -0.0923599 3030 1.00949
500000 17508.1 -0.033757 2938.27 0.978949
600000 17792.7 -0.219589 2986.07 0.994739
700000 17718.8 -0.0970078 2973.65 0.990682
800000 17794.5 -0.310279 2986.39 0.994908
900000 17925.3 -0.325516 3008.34 1.00217
1000000 17674.2 -0.18886 2966.18 0.98813
