Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 7.09082e-16
 100000 1.85216e-15
 150000 3.11361e-15
 200000 4.44561e-15
 250000 5.83849e-15
 300000 7.2862e-15
 350000 8.79245e-15
 400000 1.03557e-14
 450000 1.19769e-14
 500000 1.36547e-14
 550000 1.53929e-14
 600000 1.71908e-14
 650000 1.90508e-14
 700000 2.09658e-14
 750000 2.29327e-14
 800000 2.49503e-14
 850000 2.70281e-14
 900000 2.91684e-14
 950000 3.13706e-14
 1e+06 3.36347e-14
 1e+06 3.34142e-14
 2e+06 9.12371e-14
 3e+06 1.73435e-13
 4e+06 2.79081e-13
 5e+06 4.08424e-13
 6e+06 5.61521e-13
 7e+06 7.38025e-13
 8e+06 9.3681e-13
 9e+06 1.16035e-12
 1e+07 1.40728e-12
 1.1e+07 1.67676e-12
 1.2e+07 1.96988e-12
 1.3e+07 2.28573e-12
 1.4e+07 2.62442e-12
 1.5e+07 2.98628e-12
 1.6e+07 3.36995e-12
 1.7e+07 3.77672e-12
 1.8e+07 4.20599e-12
 1.9e+07 4.6574e-12
 2e+07 5.13111e-12
 2e+07 5.15562e-12
 4e+07 1.93996e-11
 6e+07 4.24294e-11
 8e+07 7.36323e-11
 1e+08 1.12376e-10
 1.2e+08 1.57739e-10
 1.4e+08 2.09135e-10
 1.6e+08 2.67032e-10
 1.8e+08 3.30635e-10
 2e+08 3.99702e-10
 2.2e+08 4.74957e-10
 2.4e+08 5.5613e-10
 2.6e+08 6.43923e-10
 2.8e+08 7.37124e-10
 3e+08 8.35635e-10
 3.2e+08 9.39553e-10
 3.4e+08 1.04719e-09
 3.6e+08 1.15742e-09
 3.8e+08 1.27292e-09
 4e+08 1.3912e-09
 4e+08 1.72907e-09
 8e+08 5.27953e-09
 1.2e+09 1.01724e-08
 1.6e+09 1.85361e-08
 2e+09 3.21147e-08
