Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.06634e-15
 100000 2.92167e-15
 150000 5.20228e-15
 200000 7.8469e-15
 250000 1.0835e-14
 300000 1.41606e-14
 350000 1.78194e-14
 400000 2.18184e-14
 450000 2.6152e-14
 500000 3.08166e-14
 550000 3.58141e-14
 600000 4.11379e-14
 650000 4.678e-14
 700000 5.27457e-14
 750000 5.90367e-14
 800000 6.565e-14
 850000 7.25831e-14
 900000 7.98367e-14
 950000 8.74055e-14
 1e+06 9.52993e-14
 1e+06 9.56521e-14
 2e+06 3.2143e-13
 3e+06 6.78492e-13
 4e+06 1.1654e-12
 5e+06 1.78203e-12
 6e+06 2.52887e-12
 7e+06 3.40504e-12
 8e+06 4.4123e-12
 9e+06 5.5513e-12
 1e+07 6.81986e-12
 1.1e+07 8.22021e-12
 1.2e+07 9.75143e-12
 1.3e+07 1.14124e-11
 1.4e+07 1.32047e-11
 1.5e+07 1.51266e-11
 1.6e+07 1.71777e-11
 1.7e+07 1.93601e-11
 1.8e+07 2.16739e-11
 1.9e+07 2.41177e-11
 2e+07 2.66918e-11
 2e+07 2.66059e-11
 4e+07 1.05485e-10
 6e+07 2.36316e-10
 8e+07 4.19016e-10
 1e+08 6.53081e-10
 1.2e+08 9.38452e-10
 1.4e+08 1.27597e-09
 1.6e+08 1.66478e-09
 1.8e+08 2.10606e-09
 2e+08 2.60004e-09
 2.2e+08 3.14643e-09
 2.4e+08 3.74427e-09
 2.6e+08 4.39296e-09
 2.8e+08 5.0929e-09
 3e+08 5.8436e-09
 3.2e+08 6.64523e-09
 3.4e+08 7.49866e-09
 3.6e+08 8.40154e-09
 3.8e+08 9.35743e-09
 4e+08 1.03654e-08
 4e+08 1.0252e-08
 8e+08 4.07384e-08
 1.2e+09 9.2984e-08
 1.6e+09 1.5934e-07
 2e+09 2.39181e-07
