Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 25098.8 22833 22537.9 23489.9
 100000 99715.4 90654.6 89483 93284.3
 150000 222922 202551 199932 208469
 200000 393814 357638 353003 368152
 250000 611512 555058 547834 571468
 300000 875170 793975 783581 817575
 350000 1.18396e+06 1.07357e+06 1.05942e+06 1.10565e+06
 400000 1.53707e+06 1.39307e+06 1.37454e+06 1.4349e+06
 450000 1.9337e+06 1.7517e+06 1.72817e+06 1.80452e+06
 500000 2.37304e+06 2.14873e+06 2.11952e+06 2.21376e+06
 500000 2.37234e+06 2.14829e+06 2.11893e+06 2.21319e+06
 1e+06 8.94531e+06 8.07319e+06 7.94371e+06 8.32074e+06
 1.5e+06 1.89856e+07 1.71043e+07 1.67628e+07 1.76176e+07
 2e+06 3.18878e+07 2.868e+07 2.79701e+07 2.95126e+07
 2.5e+06 4.71614e+07 4.23179e+07 4.10625e+07 4.35139e+07
 3e+06 6.44148e+07 5.76344e+07 5.56352e+07 5.92281e+07
 3.5e+06 8.33206e+07 7.4324e+07 7.13961e+07 7.63469e+07
 4e+06 1.03614e+08 9.21658e+07 8.81226e+07 9.46342e+07
 4.5e+06 1.25077e+08 1.10979e+08 1.0563e+08 1.13895e+08
 5e+06 1.47539e+08 1.30577e+08 1.2376e+08 1.33959e+08
 5e+06 1.49108e+08 1.30106e+08 1.22464e+08 1.33893e+08
 1e+07 4.1479e+08 3.43836e+08 3.15471e+08 3.58032e+08
 1.5e+07 7.23378e+08 5.64033e+08 5.23242e+08 6.03551e+08
 2e+07 1.04943e+09 7.76776e+08 7.41843e+08 8.56016e+08
 2.5e+07 1.37594e+09 9.83943e+08 9.69155e+08 1.10968e+09
 3e+07 1.71348e+09 1.19297e+09 1.19925e+09 1.36856e+09
 3.5e+07 2.04805e+09 1.40016e+09 1.43983e+09 1.62934e+09
 4e+07 2.35997e+09 1.58269e+09 1.69268e+09 1.87845e+09
 4.5e+07 2.66318e+09 1.75005e+09 1.94391e+09 2.11904e+09
 5e+07 2.95505e+09 1.91757e+09 2.18844e+09 2.35369e+09
 5e+07 2.16262e+09 2.34723e+09 2.4418e+09 2.31722e+09
 1e+08 4.63391e+09 4.2795e+09 5.15563e+09 4.68968e+09
 1.5e+08 6.78624e+09 6.93747e+09 8.24316e+09 7.32229e+09
 2e+08 1.03524e+10 9.21225e+09 1.15636e+10 1.03761e+10
 2.5e+08 1.39849e+10 1.04302e+10 1.36864e+10 1.27005e+10
 3e+08 1.54225e+10 1.04183e+10 1.57508e+10 1.38639e+10
 3.5e+08 1.68981e+10 1.11906e+10 1.74577e+10 1.51821e+10
 4e+08 1.92881e+10 1.21071e+10 1.97027e+10 1.70326e+10
 4.5e+08 2.05435e+10 1.42636e+10 2.18504e+10 1.88858e+10
 5e+08 2.3101e+10 1.84449e+10 2.37351e+10 2.17603e+10
 5e+08 3.55872e+10 1.8631e+10 4.40034e+10 3.27405e+10
 1e+09 8.76988e+10 6.56516e+10 7.4766e+10 7.60388e+10
 1.5e+09 1.11678e+11 1.44217e+11 1.64939e+11 1.40278e+11
 2e+09 2.62157e+11 2.71024e+11 3.58681e+11 2.97288e+11
