Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 3890.4 4016.88 3506.9 3804.73
 100000 15357.7 15865.4 13818.5 15013.9
 150000 34125.8 35285.3 30658.6 33356.5
 200000 59923.2 62030.4 53761.7 58571.8
 250000 92488.8 95862.6 82870 90407.1
 300000 131572 136550 117739 128620
 350000 176926 183869 158135 172977
 400000 228309 237599 203837 223248
 450000 285490 297523 254626 279213
 500000 348241 363427 310296 340655
 500000 349090 363724 310034 340949
 1e+06 1.23993e+06 1.31196e+06 1.09601e+06 1.21597e+06
 1.5e+06 2.50015e+06 2.68125e+06 2.19974e+06 2.46038e+06
 2e+06 4.01731e+06 4.35569e+06 3.52079e+06 3.9646e+06
 2.5e+06 5.71066e+06 6.25981e+06 4.99599e+06 5.65548e+06
 3e+06 7.51747e+06 8.33863e+06 6.58234e+06 7.47948e+06
 3.5e+06 9.38916e+06 1.05486e+07 8.25605e+06 9.39792e+06
 4e+06 1.12944e+07 1.28607e+07 9.99986e+06 1.1385e+07
 4.5e+06 1.32095e+07 1.52475e+07 1.17953e+07 1.34174e+07
 5e+06 1.51151e+07 1.76865e+07 1.36325e+07 1.5478e+07
 5e+06 1.46627e+07 1.67363e+07 1.27265e+07 1.47085e+07
 1e+07 3.43914e+07 4.35649e+07 3.27665e+07 3.69076e+07
 1.5e+07 5.41013e+07 7.08072e+07 5.43973e+07 5.97686e+07
 2e+07 7.51958e+07 9.53282e+07 7.77898e+07 8.27713e+07
 2.5e+07 9.6753e+07 1.15938e+08 1.03042e+08 1.05245e+08
 3e+07 1.14975e+08 1.30982e+08 1.29748e+08 1.25235e+08
 3.5e+07 1.35295e+08 1.47322e+08 1.5702e+08 1.46546e+08
 4e+07 1.57548e+08 1.60736e+08 1.8414e+08 1.67475e+08
 4.5e+07 1.78232e+08 1.7283e+08 2.13688e+08 1.8825e+08
 5e+07 1.99724e+08 1.83123e+08 2.43955e+08 2.08934e+08
 5e+07 2.17772e+08 1.59808e+08 1.53801e+08 1.77127e+08
 1e+08 5.20755e+08 2.97024e+08 3.43068e+08 3.86949e+08
 1.5e+08 8.70492e+08 5.12297e+08 3.82092e+08 5.88294e+08
 2e+08 1.16374e+09 8.04131e+08 3.27985e+08 7.65286e+08
 2.5e+08 1.65131e+09 1.04484e+09 4.41528e+08 1.04589e+09
 3e+08 2.21811e+09 1.20687e+09 5.88472e+08 1.33782e+09
 3.5e+08 2.85968e+09 1.45119e+09 6.40202e+08 1.65036e+09
 4e+08 3.33853e+09 1.6057e+09 6.84024e+08 1.87609e+09
 4.5e+08 3.85452e+09 1.74414e+09 7.72423e+08 2.12369e+09
 5e+08 4.48246e+09 1.69202e+09 9.18402e+08 2.3643e+09
 5e+08 5.26602e+09 8.12636e+08 4.89913e+08 2.18952e+09
 1e+09 1.67025e+10 7.94494e+07 5.04062e+07 5.61077e+09
