# Time-averaged data for fix AveAll
# TimeStep v_TotEn v_PotEn c_T c_P v_Dens
100000 11913.4 -0.802276 1999.49 1.00223 0.000244225
200000 12077.1 -0.715556 2026.95 1.00306 0.00024109
300000 11794 -0.507771 1979.4 0.995523 0.000244949
400000 11815.6 0.670694 1982.83 1.00234 0.000246117
500000 11900.9 0.111066 1997.24 0.977915 0.000238398
600000 11976.6 0.0145223 2009.96 1.00286 0.000242941
700000 11831.6 -0.46057 1985.69 0.999804 0.00024506
800000 11979.4 -0.127122 2010.44 1.00036 0.000242317
900000 11881.1 -0.312577 1993.98 0.991465 0.000242177
1000000 11932.1 -0.300201 2002.54 0.990552 0.000240861
1100000 12042 -0.34157 2020.98 1.00695 0.000242691
1200000 11848.7 -0.393002 1988.55 1.00055 0.000245098
1300000 11802.8 -0.585068 1980.89 0.987479 0.000242868
1400000 11820.4 -0.498021 1983.83 0.985818 0.000242093
1500000 11959.7 -0.310753 2007.18 0.992871 0.000240857
1600000 11938.1 -0.500155 2003.58 1.00549 0.000244441
1700000 11955.5 0.733848 2006.3 1.00292 0.000243349
1800000 11938.8 -0.443627 2003.69 1.00123 0.000243414
1900000 11881.8 0.134454 1994.03 0.99998 0.000244171
2000000 11845.9 -0.384875 1988.08 0.994108 0.000243512
2100000 12002.4 0.550415 2014.2 0.998586 0.000241377
2200000 11810.7 0.17716 1982.08 0.982909 0.00024144
2300000 11883.4 -0.355648 1994.38 0.99925 0.000243999
2400000 11946.7 -0.355697 2005 1.00499 0.000244042
2500000 12002.6 -0.680526 2014.43 1.00114 0.000242101
2600000 11927.7 0.163607 2001.73 1.00603 0.000244686
2700000 11859.8 0.233856 1990.31 0.984094 0.000240696
2800000 11972.5 -0.412708 2009.34 1.00601 0.000243816
2900000 11904.7 -0.466447 1997.97 1.00532 0.000245079
3000000 12016 -0.343303 2016.63 1.00161 0.00024192
3100000 11931.1 0.323829 2002.26 1.00745 0.000245009
3200000 12089.5 -0.320905 2028.96 1.02775 0.0002467
3300000 11956.1 -0.442332 2006.58 1.0001 0.000242779
3400000 11860 -0.30463 1990.44 1.00039 0.000244732
3500000 12083.9 -0.488371 2028.05 1.00424 0.00024129
3600000 12090.4 -0.426097 2029.12 1.01686 0.00024412
3700000 11902.7 0.129707 1997.53 1.01279 0.00024684
3800000 11847.5 -0.378885 1988.35 0.983976 0.000241112
3900000 11892.3 -0.480166 1995.89 0.991579 0.000241966
4000000 11977.3 -0.429307 2010.14 0.994005 0.000240808
4100000 11806.8 -0.445119 1981.53 0.983843 0.000241923
4200000 11893.1 -0.0364357 1995.94 0.991383 0.00024173
4300000 11860.5 -0.35926 1990.53 0.987106 0.000241541
4400000 11961.4 -0.294809 2007.45 1.00458 0.000243731
4500000 11785.5 0.0543206 1977.88 0.990054 0.000243623
4600000 11906.2 -0.426846 1998.21 1.00566 0.000245159
4700000 11868.1 -0.556077 1991.83 0.989867 0.000242047
4800000 11983.3 -0.27926 2011.13 0.997593 0.000241589
4900000 11876.6 -0.0965667 1993.18 1.0112 0.00024709
5000000 12035.8 -0.437241 2019.96 1.00023 0.000241123
5100000 11980.1 -0.505887 2010.64 1.0042 0.000243225
5200000 11820.6 -0.473912 1983.85 0.996551 0.000244643
5300000 12030.6 -0.549608 2019.12 1.01011 0.000243672
5400000 11764.1 -0.0403206 1974.29 0.98323 0.000242451
5500000 11869.5 -0.375697 1992.05 0.993952 0.000242988
5600000 11900.4 -0.423966 1997.23 0.994442 0.000242546
5700000 11954.2 -0.510083 2006.29 1.00174 0.000243205
