Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 1.02511e+08
 100000 4.0418e+08
 150000 8.96489e+08
 200000 1.57129e+09
 250000 2.4208e+09
 300000 3.43754e+09
 350000 4.61439e+09
 400000 5.9445e+09
 450000 7.42134e+09
 500000 9.03866e+09
 550000 1.07905e+10
 600000 1.2671e+10
 650000 1.46748e+10
 700000 1.67967e+10
 750000 1.90316e+10
 800000 2.13747e+10
 850000 2.38214e+10
 900000 2.63673e+10
 950000 2.90082e+10
 1e+06 3.17401e+10
 1e+06 3.17441e+10
 2e+06 1.00589e+11
 3e+06 1.85047e+11
 4e+06 2.76122e+11
 5e+06 3.70003e+11
 6e+06 4.65029e+11
 7e+06 5.60461e+11
 8e+06 6.56016e+11
 9e+06 7.51601e+11
 1e+07 8.47206e+11
 1.1e+07 9.42843e+11
 1.2e+07 1.03851e+12
 1.3e+07 1.13419e+12
 1.4e+07 1.22985e+12
 1.5e+07 1.3255e+12
 1.6e+07 1.42112e+12
 1.7e+07 1.51671e+12
 1.8e+07 1.61227e+12
 1.9e+07 1.70782e+12
 2e+07 1.80343e+12
 2e+07 1.80314e+12
 4e+07 3.72135e+12
 6e+07 5.63469e+12
 8e+07 7.54295e+12
 1e+08 9.46677e+12
 1.2e+08 1.1395e+13
 1.4e+08 1.33135e+13
 1.6e+08 1.52378e+13
 1.8e+08 1.71557e+13
 2e+08 1.90687e+13
 2.2e+08 2.09875e+13
 2.4e+08 2.28934e+13
 2.6e+08 2.47878e+13
 2.8e+08 2.66668e+13
 3e+08 2.85551e+13
 3.2e+08 3.04305e+13
 3.4e+08 3.22977e+13
 3.6e+08 3.41599e+13
 3.8e+08 3.60284e+13
 4e+08 3.78976e+13
 4e+08 3.73125e+13
 8e+08 7.51441e+13
