Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.25454e-16
 100000 3.13792e-16
 150000 5.3068e-16
 200000 7.76647e-16
 250000 1.05008e-15
 300000 1.35235e-15
 350000 1.68208e-15
 400000 2.03945e-15
 450000 2.42402e-15
 500000 2.83808e-15
 550000 3.282e-15
 600000 3.7546e-15
 650000 4.25414e-15
 700000 4.78217e-15
 750000 5.33768e-15
 800000 5.92105e-15
 850000 6.53307e-15
 900000 7.1724e-15
 950000 7.83971e-15
 1e+06 8.53518e-15
 1e+06 8.46337e-15
 2e+06 2.81308e-14
 3e+06 5.88762e-14
 4e+06 1.00717e-13
 5e+06 1.5371e-13
 6e+06 2.17827e-13
 7e+06 2.9321e-13
 8e+06 3.79663e-13
 9e+06 4.77355e-13
 1e+07 5.86374e-13
 1.1e+07 7.06446e-13
 1.2e+07 8.37605e-13
 1.3e+07 9.80028e-13
 1.4e+07 1.13393e-12
 1.5e+07 1.29891e-12
 1.6e+07 1.47518e-12
 1.7e+07 1.6625e-12
 1.8e+07 1.86104e-12
 1.9e+07 2.07098e-12
 2e+07 2.29223e-12
 2e+07 2.27724e-12
 4e+07 9.02306e-12
 6e+07 2.0227e-11
 8e+07 3.5949e-11
 1e+08 5.61184e-11
 1.2e+08 8.07134e-11
 1.4e+08 1.09658e-10
 1.6e+08 1.42731e-10
 1.8e+08 1.797e-10
 2e+08 2.20736e-10
 2.2e+08 2.65751e-10
 2.4e+08 3.14352e-10
 2.6e+08 3.67048e-10
 2.8e+08 4.24216e-10
 3e+08 4.85543e-10
 3.2e+08 5.50332e-10
 3.4e+08 6.18693e-10
 3.6e+08 6.90576e-10
 3.8e+08 7.66777e-10
 4e+08 8.47041e-10
 4e+08 7.48142e-10
 8e+08 2.81814e-09
