Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 2.50489e+07
 100000 9.65819e+07
 150000 2.0962e+08
 200000 3.59718e+08
 250000 5.42912e+08
 300000 7.55661e+08
 350000 9.94808e+08
 400000 1.25754e+09
 450000 1.54133e+09
 500000 1.84394e+09
 550000 2.16336e+09
 600000 2.4978e+09
 650000 2.84567e+09
 700000 3.20553e+09
 750000 3.57611e+09
 800000 3.95627e+09
 850000 4.345e+09
 900000 4.74138e+09
 950000 5.1446e+09
 1e+06 5.55393e+09
 1e+06 5.55375e+09
 2e+06 1.43803e+10
 3e+06 2.35528e+10
 4e+06 3.27612e+10
 5e+06 4.19724e+10
 6e+06 5.11824e+10
 7e+06 6.03944e+10
 8e+06 6.96024e+10
 9e+06 7.88117e+10
 1e+07 8.80253e+10
 1.1e+07 9.72479e+10
 1.2e+07 1.06484e+11
 1.3e+07 1.15731e+11
 1.4e+07 1.24979e+11
 1.5e+07 1.34237e+11
 1.6e+07 1.43495e+11
 1.7e+07 1.52747e+11
 1.8e+07 1.62005e+11
 1.9e+07 1.71263e+11
 2e+07 1.80521e+11
 2e+07 1.80263e+11
 4e+07 3.6565e+11
 6e+07 5.5055e+11
 8e+07 7.35268e+11
 1e+08 9.20362e+11
 1.2e+08 1.10659e+12
 1.4e+08 1.29405e+12
 1.6e+08 1.48212e+12
 1.8e+08 1.67035e+12
 2e+08 1.85854e+12
 2.2e+08 2.04737e+12
 2.4e+08 2.23679e+12
 2.6e+08 2.42873e+12
 2.8e+08 2.62171e+12
 3e+08 2.81317e+12
 3.2e+08 3.00512e+12
 3.4e+08 3.19833e+12
 3.6e+08 3.39117e+12
 3.8e+08 3.58515e+12
 4e+08 3.77676e+12
 4e+08 3.73649e+12
 8e+08 7.57472e+12
