Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 230.185 241.767 231.282 234.411
 100000 888.195 934.241 892.85 905.095
 150000 1933.73 2036.36 1944.03 1971.38
 200000 3329.99 3510.61 3348.07 3396.22
 250000 5043.81 5322.8 5071.71 5146.11
 300000 7045.6 7441.7 7084.38 7190.56
 350000 9309.27 9839.64 9358.16 9502.36
 400000 11811.1 12491.6 11867.1 12056.6
 450000 14529.3 15374.7 14588.7 14830.9
 500000 17443.9 18468.2 17503.3 17805.1
 500000 17394.6 18556.1 17509.4 17820
 1e+06 54142.2 57432.1 54206.9 55260.4
 1.5e+06 98172.7 102650 98758.9 99860.6
 2e+06 144360 148774 146561 146565
 2.5e+06 190944 193395 195203 193181
 3e+06 236323 235318 243238 238293
 3.5e+06 280162 274840 289646 281549
 4e+06 321860 312754 334636 323083
 4.5e+06 362628 349908 378426 363654
 5e+06 404312 388085 421433 404610
 5e+06 412757 402629 452894 422760
 1e+07 842102 819255 905423 855593
 1.5e+07 1.28506e+06 1.29083e+06 1.30845e+06 1.29478e+06
 2e+07 1.77255e+06 1.77428e+06 1.68191e+06 1.74291e+06
 2.5e+07 2.23701e+06 2.23179e+06 2.11786e+06 2.19555e+06
 3e+07 2.6741e+06 2.66988e+06 2.63948e+06 2.66115e+06
 3.5e+07 3.13485e+06 3.15808e+06 3.04083e+06 3.11125e+06
 4e+07 3.61998e+06 3.6626e+06 3.43357e+06 3.57205e+06
 4.5e+07 4.10689e+06 4.18384e+06 3.85906e+06 4.04993e+06
 5e+07 4.64516e+06 4.6011e+06 4.29001e+06 4.51209e+06
 5e+07 5.13345e+06 3.8783e+06 5.71659e+06 4.90945e+06
 1e+08 1.12865e+07 6.87669e+06 7.62087e+06 8.59469e+06
 1.5e+08 1.59666e+07 8.78809e+06 1.22061e+07 1.23202e+07
 2e+08 2.00976e+07 9.71068e+06 1.51111e+07 1.49731e+07
 2.5e+08 2.14272e+07 8.05491e+06 1.8831e+07 1.61044e+07
 3e+08 2.36661e+07 9.40466e+06 1.71801e+07 1.67503e+07
 3.5e+08 2.15042e+07 9.85614e+06 1.89458e+07 1.67687e+07
 4e+08 2.03071e+07 9.99032e+06 1.93011e+07 1.65328e+07
 4.5e+08 1.85742e+07 1.14271e+07 1.66335e+07 1.5545e+07
 5e+08 1.58639e+07 1.05867e+07 1.17965e+07 1.2749e+07
 5e+08 2.11215e+07 1.26623e+07 1.95696e+07 1.77845e+07
 1e+09 7.05652e+07 1.03621e+06 1.38835e+07 2.8495e+07
