Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 6.02436e+11 5.91211e+11 5.96536e+11 5.90371e+11 5.8246e+11 6.04738e+11 5.92523e+11 5.94205e+11 1.9122e+09
 100000 2.28747e+12 2.24141e+12 2.26452e+12 2.23921e+12 2.20644e+12 2.29406e+12 2.24657e+12 2.25373e+12 6.64311e+10
 150000 4.90848e+12 4.80457e+12 4.85926e+12 4.79871e+12 4.72557e+12 4.9151e+12 4.81313e+12 4.83085e+12 6.85916e+10
 200000 8.3389e+12 8.15225e+12 8.25365e+12 8.13957e+12 8.01333e+12 8.33533e+12 8.16274e+12 8.19695e+12 7.07367e+10
 250000 1.24693e+13 1.21721e+13 1.23383e+13 1.21501e+13 1.19615e+13 1.24416e+13 1.21844e+13 1.22413e+13 7.30619e+10
 300000 1.72079e+13 1.67673e+13 1.70201e+13 1.67315e+13 1.64789e+13 1.71395e+13 1.67833e+13 1.68693e+13 7.51304e+10
 350000 2.24752e+13 2.18565e+13 2.22176e+13 2.1798e+13 2.14878e+13 2.23476e+13 2.18778e+13 2.19999e+13 7.74818e+10
 400000 2.82013e+13 2.73712e+13 2.78587e+13 2.72755e+13 2.6921e+13 2.79956e+13 2.73974e+13 2.75626e+13 7.97798e+10
 450000 3.43253e+13 3.32523e+13 3.38837e+13 3.30987e+13 3.27207e+13 3.4022e+13 3.32805e+13 3.34965e+13 8.15673e+10
 500000 4.0794e+13 3.94483e+13 4.02402e+13 3.92138e+13 3.88378e+13 4.03762e+13 3.94759e+13 3.97499e+13 8.3588e+10
 550000 4.75602e+13 4.59134e+13 4.68841e+13 4.55763e+13 4.52299e+13 4.70156e+13 4.59406e+13 4.62787e+13 8.55465e+10
 600000 5.45848e+13 5.26083e+13 5.37793e+13 5.2147e+13 5.1859e+13 5.39025e+13 5.26362e+13 5.30447e+13 8.77532e+10
 650000 6.18385e+13 5.95021e+13 6.08988e+13 5.88922e+13 5.86924e+13 6.10027e+13 5.95291e+13 6.00161e+13 8.91939e+10
 700000 6.92939e+13 6.65687e+13 6.82199e+13 6.57823e+13 6.57029e+13 6.82847e+13 6.659e+13 6.7165e+13 9.13032e+10
 750000 7.6928e+13 7.37856e+13 7.57234e+13 7.27909e+13 7.28685e+13 7.57187e+13 7.37927e+13 7.44672e+13 9.35108e+10
 800000 8.47204e+13 8.11359e+13 8.33909e+13 7.98942e+13 8.017e+13 8.32806e+13 8.1115e+13 8.19019e+13 9.5766e+10
 850000 9.2653e+13 8.86042e+13 9.1203e+13 8.70722e+13 8.75934e+13 9.09496e+13 8.85384e+13 8.94511e+13 9.80358e+10
 900000 1.00712e+14 9.6177e+13 9.91427e+13 9.43103e+13 9.5127e+13 9.87082e+13 9.60485e+13 9.71e+13 1.00011e+11
 950000 1.08885e+14 1.03842e+14 1.07193e+14 1.01595e+14 1.02759e+14 1.06541e+14 1.03632e+14 1.04835e+14 1.02257e+11
 1e+06 1.17161e+14 1.11588e+14 1.1534e+14 1.08914e+14 1.1048e+14 1.14435e+14 1.11276e+14 1.12644e+14 1.04502e+11
 1e+06 1.14117e+14 1.11914e+14 1.17157e+14 1.09414e+14 1.11993e+14 1.13765e+14 1.11724e+14 1.12793e+14 4.25241e+10
 2e+06 2.90845e+14 2.74904e+14 2.88966e+14 2.58115e+14 2.75179e+14 2.74215e+14 2.69169e+14 2.75464e+14 8.46709e+10
 3e+06 4.79643e+14 4.45977e+14 4.66809e+14 3.91804e+14 4.48213e+14 4.23201e+14 4.21072e+14 4.38301e+14 1.26823e+11
 4e+06 6.7063e+14 6.1824e+14 6.47455e+14 5.27854e+14 6.22374e+14 5.69847e+14 5.73358e+14 6.02192e+14 1.68258e+11
 5e+06 8.54821e+14 7.94297e+14 8.36911e+14 6.72479e+14 7.85388e+14 7.19658e+14 7.25842e+14 7.66975e+14 2.07317e+11
 6e+06 1.02652e+15 9.72044e+14 1.02797e+15 8.2825e+14 9.4345e+14 8.83389e+14 8.8503e+14 9.34555e+14 2.42389e+11
 7e+06 1.20179e+15 1.15272e+15 1.22287e+15 9.77432e+14 1.11075e+15 1.0569e+15 1.04836e+15 1.106e+15 2.73417e+11
 8e+06 1.38374e+15 1.32877e+15 1.40949e+15 1.11651e+15 1.27216e+15 1.21072e+15 1.1998e+15 1.26948e+15 3.09598e+11
 9e+06 1.57363e+15 1.49755e+15 1.59252e+15 1.2556e+15 1.43403e+15 1.359e+15 1.34954e+15 1.43155e+15 3.46437e+11
 1e+07 1.75898e+15 1.65471e+15 1.76792e+15 1.40337e+15 1.60057e+15 1.50773e+15 1.50389e+15 1.59322e+15 3.84535e+11
 1.1e+07 1.94579e+15 1.82272e+15 1.932e+15 1.54375e+15 1.76727e+15 1.66662e+15 1.65921e+15 1.7556e+15 4.23404e+11
 1.2e+07 2.12894e+15 1.99634e+15 2.07892e+15 1.67316e+15 1.94555e+15 1.82115e+15 1.81329e+15 1.9152e+15 4.61088e+11
 1.3e+07 2.31157e+15 2.15881e+15 2.22127e+15 1.80151e+15 2.12464e+15 1.96867e+15 1.96494e+15 2.07119e+15 5.02065e+11
 1.4e+07 2.50717e+15 2.32862e+15 2.36184e+15 1.92623e+15 2.29617e+15 2.11669e+15 2.11303e+15 2.2275e+15 5.40097e+11
 1.5e+07 2.70559e+15 2.51062e+15 2.50038e+15 2.05599e+15 2.46462e+15 2.25511e+15 2.25857e+15 2.38402e+15 5.8227e+11
 1.6e+07 2.90394e+15 2.69653e+15 2.63089e+15 2.18724e+15 2.62533e+15 2.39115e+15 2.40124e+15 2.53826e+15 6.27692e+11
 1.7e+07 3.10499e+15 2.8863e+15 2.75703e+15 2.32372e+15 2.78683e+15 2.52919e+15 2.54658e+15 2.69439e+15 6.73174e+11
 1.8e+07 3.30456e+15 3.08112e+15 2.87573e+15 2.45971e+15 2.95014e+15 2.66479e+15 2.69155e+15 2.84978e+15 7.2009e+11
 1.9e+07 3.50037e+15 3.28165e+15 2.98801e+15 2.59424e+15 3.10857e+15 2.79608e+15 2.83296e+15 3.00245e+15 7.68893e+11
 2e+07 3.69652e+15 3.48377e+15 3.09485e+15 2.72787e+15 3.27362e+15 2.91242e+15 2.9713e+15 3.1528e+15 8.18401e+11
 2e+07 3.8132e+15 3.46649e+15 3.33438e+15 2.85192e+15 2.94879e+15 3.45498e+15 3.08523e+15 3.26635e+15 7.49972e+11
 4e+07 7.74427e+15 7.4669e+15 5.19344e+15 5.9789e+15 5.3358e+15 5.25188e+15 5.5222e+15 6.03393e+15 1.82043e+12
 6e+07 1.12757e+16 1.09587e+16 6.76991e+15 9.66769e+15 9.64766e+15 7.43913e+15 8.91816e+15 9.21813e+15 3.14816e+12
 8e+07 1.54286e+16 1.55075e+16 8.46453e+15 1.38888e+16 1.26922e+16 8.64614e+15 1.17424e+16 1.22988e+16 4.40533e+12
 1e+08 2.02443e+16 2.11441e+16 1.06329e+16 1.85745e+16 1.58988e+16 9.61458e+15 1.4696e+16 1.57538e+16 5.68952e+12
 1.2e+08 2.38352e+16 2.59518e+16 1.22891e+16 2.33161e+16 1.97863e+16 1.16457e+16 1.82494e+16 1.92264e+16 6.84369e+12
 1.4e+08 2.62411e+16 3.16212e+16 1.42504e+16 2.93129e+16 2.36046e+16 1.25984e+16 2.18386e+16 2.27182e+16 8.24255e+12
 1.6e+08 3.06015e+16 3.96409e+16 1.632e+16 3.5843e+16 2.84802e+16 1.40155e+16 2.61129e+16 2.72094e+16 9.77529e+12
 1.8e+08 3.54617e+16 4.84466e+16 1.73154e+16 4.22825e+16 3.25817e+16 1.56641e+16 3.01761e+16 3.16021e+16 1.10084e+13
 2e+08 4.09641e+16 5.9062e+16 1.84497e+16 4.96696e+16 3.80896e+16 1.77125e+16 3.51572e+16 3.68911e+16 1.14675e+13
