Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 223.147 234.462 229.608 229.072
 100000 859.729 905.186 884.64 883.185
 150000 1868.71 1971.32 1922.65 1920.89
 200000 3213.65 3396.67 3305.49 3305.27
 250000 4861.81 5148.75 4998.84 5003.14
 300000 6783.12 7198.32 6972.53 6984.66
 350000 8950.04 9518.34 9199.72 9222.7
 400000 11337.8 12084.4 11657 11693
 450000 13923.9 14874.3 14324 14374.1
 500000 16688.8 17869 17181.8 17246.5
 500000 16599.2 17894.3 17145.1 17212.9
 1e+06 50718.4 55916.7 52982.3 53205.8
 1.5e+06 90069.3 102855 95826.9 96250.5
 2e+06 131136 154141 141738 142338
 2.5e+06 172833 208088 189593 190171
 3e+06 214078 264489 238744 239104
 3.5e+06 253749 323386 287497 288211
 4e+06 291044 385165 334945 337051
 4.5e+06 327626 448870 380604 385700
 5e+06 364376 513848 425701 434642
 5e+06 349105 540312 441667 443695
 1e+07 699520 1.18216e+06 907366 929683
 1.5e+07 1.06272e+06 1.88948e+06 1.31985e+06 1.42402e+06
 2e+07 1.44106e+06 2.39013e+06 1.79997e+06 1.87705e+06
 2.5e+07 1.76736e+06 2.88664e+06 2.32275e+06 2.32559e+06
 3e+07 2.09686e+06 3.40503e+06 2.86806e+06 2.78998e+06
 3.5e+07 2.42064e+06 3.96434e+06 3.44098e+06 3.27532e+06
 4e+07 2.68465e+06 4.48463e+06 3.99767e+06 3.72232e+06
 4.5e+07 2.95238e+06 4.87095e+06 4.66525e+06 4.16286e+06
 5e+07 3.2016e+06 5.21421e+06 5.29527e+06 4.57036e+06
 5e+07 3.54888e+06 7.01983e+06 5.0883e+06 5.21901e+06
 1e+08 6.62405e+06 1.08926e+07 1.34552e+07 1.0324e+07
 1.5e+08 1.06263e+07 1.37499e+07 2.4686e+07 1.63541e+07
 2e+08 1.34925e+07 1.42096e+07 3.58402e+07 2.11808e+07
 2.5e+08 2.01934e+07 1.44153e+07 4.94301e+07 2.80129e+07
 3e+08 2.74457e+07 2.16009e+07 6.3522e+07 3.75229e+07
 3.5e+08 3.76702e+07 2.37642e+07 8.08179e+07 4.74174e+07
 4e+08 4.71215e+07 2.1404e+07 1.00044e+08 5.61899e+07
 4.5e+08 5.8801e+07 1.95274e+07 1.27659e+08 6.86624e+07
 5e+08 7.04935e+07 2.18566e+07 1.59918e+08 8.40893e+07
 5e+08 2.63423e+07 6.58837e+07 1.59498e+08 8.39082e+07
 1e+09 1.04397e+08 8.3377e+07 5.22245e+08 2.36673e+08
