Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 8.57846e-16
 100000 2.34852e-15
 150000 4.09445e-15
 200000 6.02267e-15
 250000 8.10905e-15
 300000 1.03463e-14
 350000 1.27319e-14
 400000 1.52664e-14
 450000 1.7958e-14
 500000 2.08085e-14
 550000 2.38272e-14
 600000 2.7014e-14
 650000 3.03636e-14
 700000 3.38659e-14
 750000 3.75298e-14
 800000 4.13443e-14
 850000 4.53142e-14
 900000 4.94444e-14
 950000 5.37327e-14
 1e+06 5.81735e-14
 1e+06 5.83312e-14
 2e+06 1.8009e-13
 3e+06 3.64724e-13
 4e+06 6.12157e-13
 5e+06 9.22822e-13
 6e+06 1.29588e-12
 7e+06 1.7308e-12
 8e+06 2.22766e-12
 9e+06 2.78753e-12
 1e+07 3.41075e-12
 1.1e+07 4.096e-12
 1.2e+07 4.84195e-12
 1.3e+07 5.65063e-12
 1.4e+07 6.52256e-12
 1.5e+07 7.45808e-12
 1.6e+07 8.45706e-12
 1.7e+07 9.51815e-12
 1.8e+07 1.06418e-11
 1.9e+07 1.18289e-11
 2e+07 1.30794e-11
 2e+07 1.30118e-11
 4e+07 5.11534e-11
 6e+07 1.14547e-10
 8e+07 2.03339e-10
 1e+08 3.17525e-10
 1.2e+08 4.56946e-10
 1.4e+08 6.21654e-10
 1.6e+08 8.12146e-10
 1.8e+08 1.02824e-09
 2e+08 1.26992e-09
 2.2e+08 1.53862e-09
 2.4e+08 1.83352e-09
 2.6e+08 2.15567e-09
 2.8e+08 2.50402e-09
 3e+08 2.88001e-09
 3.2e+08 3.28334e-09
 3.4e+08 3.71514e-09
 3.6e+08 4.17363e-09
 3.8e+08 4.66017e-09
 4e+08 5.17505e-09
 4e+08 4.80574e-09
 8e+08 1.9701e-08
 1.2e+09 4.39068e-08
 1.6e+09 7.59998e-08
 2e+09 1.05677e-07
