Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 2.06302e+08
 100000 8.18404e+08
 150000 1.82629e+09
 200000 3.22018e+09
 250000 4.99054e+09
 300000 7.12809e+09
 350000 9.62376e+09
 400000 1.24687e+10
 450000 1.56543e+10
 500000 1.91722e+10
 550000 2.30142e+10
 600000 2.71722e+10
 650000 3.16385e+10
 700000 3.64054e+10
 750000 4.14657e+10
 800000 4.6812e+10
 850000 5.24372e+10
 900000 5.83347e+10
 950000 6.44975e+10
 1e+06 7.09192e+10
 1e+06 7.09187e+10
 2e+06 2.44965e+11
 3e+06 4.8169e+11
 4e+06 7.56559e+11
 5e+06 1.05466e+12
 6e+06 1.36692e+12
 7e+06 1.68779e+12
 8e+06 2.01389e+12
 9e+06 2.34318e+12
 1e+07 2.67443e+12
 1.1e+07 3.00686e+12
 1.2e+07 3.33997e+12
 1.3e+07 3.67345e+12
 1.4e+07 4.00713e+12
 1.5e+07 4.34091e+12
 1.6e+07 4.67469e+12
 1.7e+07 5.00846e+12
 1.8e+07 5.34221e+12
 1.9e+07 5.67595e+12
 2e+07 6.00966e+12
 2e+07 6.01456e+12
 4e+07 1.27058e+13
 6e+07 1.93569e+13
 8e+07 2.60111e+13
 1e+08 3.26749e+13
 1.2e+08 3.93029e+13
 1.4e+08 4.59328e+13
 1.6e+08 5.25983e+13
 1.8e+08 5.92903e+13
 2e+08 6.59837e+13
 2.2e+08 7.2683e+13
 2.4e+08 7.9396e+13
 2.6e+08 8.61383e+13
 2.8e+08 9.2885e+13
 3e+08 9.96363e+13
 3.2e+08 1.06397e+14
 3.4e+08 1.13177e+14
 3.6e+08 1.19962e+14
 3.8e+08 1.26771e+14
 4e+08 1.33606e+14
 4e+08 1.33066e+14
 8e+08 2.721e+14
 1.2e+09 4.09461e+14
 1.6e+09 5.50208e+14
 2e+09 6.78636e+14
